"CUADRO Nº 2: TOTAL DE HOGARES EN VIVIENDAS PARTICULARES CON OCUPANTES PRESENTES, POR VARIEDAD DE ARTEFACTOS Y EQUIPOS QUE POSEE, SEGÚN DEPARTAMENTO, PROVINCIA, DISTRITO, ÁREA URBANA Y RURAL, TIPO DE VIVIENDA Y TOTAL DE OCUPANTES PRESENTES",,,,,,,,
,,,,,,,,
"DEPARTAMENTO Y PROVINCIA, ÁREA URBANA Y RURAL, TIPO DE VIVIENDA Y TOTAL DE OCUPANTES PRESENTES",TOTAL,"ARTEFACTOS Y EQUIPOS QUE POSEE EL HOGAR",,,,,,
,,RADIO,"TELEVISOR A COLOR","EQUIPO DE SONIDO","LAVADORA DE ROPA","REFRIGERADORA O CONGELADORA",COMPUTADORA,NINGUNO
,,,,,,,,
"Provincia CANCHIS",,,,,,,,
"Hogares (001)",26360,22390,11161,3714,348,1500,1614,3187
"Ocupantes presentes (002)",96224,85201,44826,14971,1344,6030,6550,8189
"Casa independiente",,,,,,,,
"Hogares (004)",21864,18551,9081,3006,271,1251,1262,2747
"Ocupantes presentes (005)",81856,72605,37722,12498,1064,5144,5308,7059
"Departamento en edificio",,,,,,,,
"Hogares (007)",77,62,61,24,6,13,16,7
"Ocupantes presentes (008)",265,230,210,92,27,46,59,21
"Vivienda en quinta",,,,,,,,
"Hogares (010)",278,244,197,88,24,58,59,19
"Ocupantes presentes (011)",910,814,665,313,85,204,212,50
"Vivienda en casa de vecindad",,,,,,,,
"Hogares (013)",3120,2643,1811,585,47,177,276,285
"Ocupantes presentes (014)",10131,8812,6193,2015,168,634,965,744
"Choza o cabaña",,,,,,,,
"Hogares (016)",994,875,3,10,,1,,119
"Ocupantes presentes (017)",2990,2696,12,48,,2,,294
"Vivienda improvisada",,,,,,,,
"Hogares (019)",4,2,,,,,,2
"Ocupantes presentes (020)",11,7,,,,,,4
"Local no dest.para hab. humana",,,,,,,,
"Hogares (022)",17,10,7,1,,,1,5
"Ocupantes presentes (023)",51,31,23,5,,,6,13
"Otro tipo",,,,,,,,
"Hogares (025)",6,3,1,,,,,3
"Ocupantes presentes (026)",10,6,1,,,,,4
,,,,,,,,
URBANA,,,,,,,,
"Hogares (028)",15444,13333,9023,3274,343,1458,1577,1435
"Ocupantes presentes (029)",57645,51367,35485,13026,1327,5877,6388,3922
"Casa independiente",,,,,,,,
"Hogares (031)",11949,10373,6946,2576,266,1210,1225,1117
"Ocupantes presentes (032)",46286,41477,28393,10601,1047,4993,5146,3095
"Departamento en edificio",,,,,,,,
"Hogares (034)",77,62,61,24,6,13,16,7
"Ocupantes presentes (035)",265,230,210,92,27,46,59,21
"Vivienda en quinta",,,,,,,,
"Hogares (037)",278,244,197,88,24,58,59,19
"Ocupantes presentes (038)",910,814,665,313,85,204,212,50
"Vivienda en casa de vecindad",,,,,,,,
"Hogares (040)",3120,2643,1811,585,47,177,276,285
"Ocupantes presentes (041)",10131,8812,6193,2015,168,634,965,744
"Choza o cabaña",,,,,,,,
"Vivienda improvisada",,,,,,,,
"Hogares (046)",4,2,,,,,,2
"Ocupantes presentes (047)",11,7,,,,,,4
"Local no dest.para hab. humana",,,,,,,,
"Hogares (049)",11,6,7,1,,,1,3
"Ocupantes presentes (050)",34,21,23,5,,,6,6
"Otro tipo",,,,,,,,
"Hogares (052)",5,3,1,,,,,2
"Ocupantes presentes (053)",8,6,1,,,,,2
,,,,,,,,
RURAL,,,,,,,,
"Hogares (055)",10916,9057,2138,440,5,42,37,1752
"Ocupantes presentes (056)",38579,33834,9341,1945,17,153,162,4267
"Casa independiente",,,,,,,,
"Hogares (058)",9915,8178,2135,430,5,41,37,1630
"Ocupantes presentes (059)",35570,31128,9329,1897,17,151,162,3964
"Departamento en edificio",,,,,,,,
"Vivienda en quinta",,,,,,,,
"Vivienda en casa de vecindad",,,,,,,,
"Choza o cabaña",,,,,,,,
"Hogares (070)",994,875,3,10,,1,,119
"Ocupantes presentes (071)",2990,2696,12,48,,2,,294
"Vivienda improvisada",,,,,,,,
"Local no dest.para hab. humana",,,,,,,,
"Hogares (076)",6,4,,,,,,2
"Ocupantes presentes (077)",17,10,,,,,,7
"Otro tipo",,,,,,,,
"Hogares (079)",1,,,,,,,1
"Ocupantes presentes (080)",2,,,,,,,2
