"CUADRO Nº 37: POBLACIÓN DESOCUPADA DE 14 Y MÁS AÑOS DE EDAD, POR TIPO DE DESEMPLEO, SEGÚN DEPARTAMENTO, PROVINCIA Y DISTRITO, ÁREA URBANA Y RURAL, SEXO Y NIVEL EDUCATIVO ALCANZADO",,,
,,,
"DEPARTAMENTO Y PROVINCIA, ÁREA URBANA Y RURAL, SEXO Y NIVEL EDUCATIVO ALCANZADO",TOTAL,"TIPO DE DESEMPLEO",
,,ASPIRANTE,CESANTE
,,,
"Provincia CAMANA (000)",1017,208,809
"Sin nivel (001)",44,2,42
"Educación inicial (002)",3,,3
"Primaria (003)",230,24,206
"Secundaria (004)",402,97,305
"Superior no univ. incompleta (005)",97,29,68
"Superior no univ. completa (006)",123,29,94
"Superior univ. incompleta (007)",44,12,32
"Superior univ. completa (008)",74,15,59
"Hombres (010)",666,123,543
"Sin nivel (011)",16,1,15
"Educación inicial (012)",2,,2
"Primaria (013)",156,12,144
"Secundaria (014)",294,69,225
"Superior no univ. incompleta (015)",55,16,39
"Superior no univ. completa (016)",72,13,59
"Superior univ. incompleta (017)",25,5,20
"Superior univ. completa (018)",46,7,39
"Mujeres (020)",351,85,266
"Sin nivel (021)",28,1,27
"Educación inicial (022)",1,,1
"Primaria (023)",74,12,62
"Secundaria (024)",108,28,80
"Superior no univ. incompleta (025)",42,13,29
"Superior no univ. completa (026)",51,16,35
"Superior univ. incompleta (027)",19,7,12
"Superior univ. completa (028)",28,8,20
,,,
"AREA URBANA (030)",962,202,760
"Sin nivel (031)",41,2,39
"Educación inicial (032)",3,,3
"Primaria (033)",208,24,184
"Secundaria (034)",382,95,287
"Superior no univ. incompleta (035)",92,26,66
"Superior no univ. completa (036)",119,28,91
"Superior univ. incompleta (037)",43,12,31
"Superior univ. completa (038)",74,15,59
"Hombres (040)",623,122,501
"Sin nivel (041)",13,1,12
"Educación inicial (042)",2,,2
"Primaria (043)",137,12,125
"Secundaria (044)",277,68,209
"Superior no univ. incompleta (045)",53,16,37
"Superior no univ. completa (046)",71,13,58
"Superior univ. incompleta (047)",24,5,19
"Superior univ. completa (048)",46,7,39
"Mujeres (050)",339,80,259
"Sin nivel (051)",28,1,27
"Educación inicial (052)",1,,1
"Primaria (053)",71,12,59
"Secundaria (054)",105,27,78
"Superior no univ. incompleta (055)",39,10,29
"Superior no univ. completa (056)",48,15,33
"Superior univ. incompleta (057)",19,7,12
"Superior univ. completa (058)",28,8,20
,,,
"AREA RURAL (060)",55,6,49
"Sin nivel (061)",3,,3
"Primaria (063)",22,,22
"Secundaria (064)",20,2,18
"Superior no univ. incompleta (065)",5,3,2
"Superior no univ. completa (066)",4,1,3
"Superior univ. incompleta (067)",1,,1
"Hombres (070)",43,1,42
"Sin nivel (071)",3,,3
"Primaria (073)",19,,19
"Secundaria (074)",17,1,16
"Superior no univ. incompleta (075)",2,,2
"Superior no univ. completa (076)",1,,1
"Superior univ. incompleta (077)",1,,1
"Mujeres (080)",12,5,7
"Primaria (083)",3,,3
"Secundaria (084)",3,1,2
"Superior no univ. incompleta (085)",3,3,
"Superior no univ. completa (086)",3,1,2
