"CUADRO Nº 2: TOTAL DE HOGARES EN VIVIENDAS PARTICULARES CON OCUPANTES PRESENTES, POR VARIEDAD DE ARTEFACTOS Y EQUIPOS QUE POSEE, SEGÚN DEPARTAMENTO, PROVINCIA, DISTRITO, ÁREA URBANA Y RURAL, TIPO DE VIVIENDA Y TOTAL DE OCUPANTES PRESENTES",,,,,,,,
,,,,,,,,
"DEPARTAMENTO Y PROVINCIA, ÁREA URBANA Y RURAL, TIPO DE VIVIENDA Y TOTAL DE OCUPANTES PRESENTES",TOTAL,"ARTEFACTOS Y EQUIPOS QUE POSEE EL HOGAR",,,,,,
,,RADIO,"TELEVISOR A COLOR","EQUIPO DE SONIDO","LAVADORA DE ROPA","REFRIGERADORA O CONGELADORA",COMPUTADORA,NINGUNO
,,,,,,,,
"Provincia PUERTO INCA",,,,,,,,
"Hogares (001)",7178,4487,972,371,22,316,63,2330
"Ocupantes presentes (002)",30810,19779,4458,1709,95,1398,282,9317
"Casa independiente",,,,,,,,
"Hogares (004)",4577,2948,866,330,22,305,61,1309
"Ocupantes presentes (005)",19746,12922,3948,1508,95,1351,271,5281
"Departamento en edificio",,,,,,,,
"Vivienda en quinta",,,,,,,,
"Hogares (010)",6,3,4,1,,,,1
"Ocupantes presentes (011)",11,7,9,1,,,,1
"Vivienda en casa de vecindad",,,,,,,,
"Hogares (013)",13,6,4,,,2,,5
"Ocupantes presentes (014)",41,22,15,,,11,,12
"Choza o cabaña",,,,,,,,
"Hogares (016)",2560,1519,93,40,,8,2,1007
"Ocupantes presentes (017)",10944,6798,472,200,,33,11,3990
"Vivienda improvisada",,,,,,,,
"Hogares (019)",9,5,2,,,1,,3
"Ocupantes presentes (020)",31,14,6,,,3,,14
"Local no dest.para hab. humana",,,,,,,,
"Hogares (022)",7,4,2,,,,,2
"Ocupantes presentes (023)",19,9,7,,,,,9
"Otro tipo",,,,,,,,
"Hogares (025)",6,2,1,,,,,3
"Ocupantes presentes (026)",18,7,1,,,,,10
,,,,,,,,
URBANA,,,,,,,,
"Hogares (028)",1398,789,641,203,18,261,55,365
"Ocupantes presentes (029)",5982,3359,2846,895,74,1144,253,1479
"Casa independiente",,,,,,,,
"Hogares (031)",1368,774,630,202,18,258,55,355
"Ocupantes presentes (032)",5886,3310,2810,894,74,1130,253,1445
"Departamento en edificio",,,,,,,,
"Vivienda en quinta",,,,,,,,
"Hogares (037)",6,3,4,1,,,,1
"Ocupantes presentes (038)",11,7,9,1,,,,1
"Vivienda en casa de vecindad",,,,,,,,
"Hogares (040)",13,6,4,,,2,,5
"Ocupantes presentes (041)",41,22,15,,,11,,12
"Choza o cabaña",,,,,,,,
"Vivienda improvisada",,,,,,,,
"Hogares (046)",9,5,2,,,1,,3
"Ocupantes presentes (047)",31,14,6,,,3,,14
"Local no dest.para hab. humana",,,,,,,,
"Hogares (049)",2,1,1,,,,,1
"Ocupantes presentes (050)",13,6,6,,,,,7
"Otro tipo",,,,,,,,
,,,,,,,,
RURAL,,,,,,,,
"Hogares (055)",5780,3698,331,168,4,55,8,1965
"Ocupantes presentes (056)",24828,16420,1612,814,21,254,29,7838
"Casa independiente",,,,,,,,
"Hogares (058)",3209,2174,236,128,4,47,6,954
"Ocupantes presentes (059)",13860,9612,1138,614,21,221,18,3836
"Departamento en edificio",,,,,,,,
"Vivienda en quinta",,,,,,,,
"Vivienda en casa de vecindad",,,,,,,,
"Choza o cabaña",,,,,,,,
"Hogares (070)",2560,1519,93,40,,8,2,1007
"Ocupantes presentes (071)",10944,6798,472,200,,33,11,3990
"Vivienda improvisada",,,,,,,,
"Local no dest.para hab. humana",,,,,,,,
"Hogares (076)",5,3,1,,,,,1
"Ocupantes presentes (077)",6,3,1,,,,,2
"Otro tipo",,,,,,,,
"Hogares (079)",6,2,1,,,,,3
"Ocupantes presentes (080)",18,7,1,,,,,10
