"CUADRO Nº 3: POBLACIÓN FEMENINA DE 12 Y MÁS AÑOS DE EDAD, POR NÚMERO DE HIJOS NACIDOS VIVOS, SEGÚN DEPARTAMENTO, PROVINCIA, ÁREA URBANA Y RURAL, Y RELIGIÓN QUE PROFESA",,,,,,,,,,
,,,,,,,,,,
"DEPARTAMENTO, PROVINCIA, ÁREA URBANA Y RURAL Y RELIGION QUE PROFESA",TOTAL,"NÚMERO DE HIJOS NACIDOS VIVOS",,,,,,,,"NO ESPECI- FICADO"
,,TOTAL,0,1,2,3,"4 A 5","6 A 7","8 A MÁS",
,,,,,,,,,,
"Provincia CORONGO (000)",3057,2986,861,336,343,303,432,338,373,71
"Católica (001)",2740,2678,781,297,312,276,385,296,331,62
"Cristiana/Evangélica (002)",294,286,74,33,28,25,46,41,39,8
"Otra (003)",12,11,3,2,2,1,1,1,1,1
"Ninguna (004)",11,11,3,4,1,1,,,2,
,,,,,,,,,,
"URBANA (006)",1570,1524,398,196,191,165,224,183,167,46
"Católica (007)",1418,1380,361,177,176,155,201,159,151,38
"Cristiana/Evangélica (008)",132,125,31,15,12,8,22,23,14,7
"Otra (009)",10,9,3,1,2,1,1,1,,1
"Ninguna (010)",10,10,3,3,1,1,,,2,
,,,,,,,,,,
"RURAL (012)",1487,1462,463,140,152,138,208,155,206,25
"Católica (013)",1322,1298,420,120,136,121,184,137,180,24
"Cristiana/Evangélica (014)",162,161,43,18,16,17,24,18,25,1
"Otra (015)",2,2,,1,,,,,1,
"Ninguna (016)",1,1,,1,,,,,,
