"CUADRO Nº 38: POBLACIÓN DESOCUPADA DE 14 Y MÁS AÑOS DE EDAD, POR TIPO DE DESEMPLEO, SEGÚN DEPARTAMENTO, PROVINCIA, ÁREA URBANA Y RURAL, GRUPOS DE EDAD Y NIVEL EDUCATIVO ALCANZADO",,,
,,,
"DEPARTAMENTO Y PROVINCIA, ÁREA URBANA Y RURAL, GRUPOS DE EDAD Y NIVEL EDUCATIVO ALCANZADO",TOTAL,"TIPO DE DESEMPLEO",
,,ASPIRANTE,CESANTE
,,,
"Provincia CHEPEN (000)",1748,377,1371
"Sin nivel (001)",107,8,99
"Educación inicial (002)",2,,2
"Primaria (003)",444,56,388
"Secundaria (004)",722,170,552
"Superior no univ. incompleta (005)",109,34,75
"Superior no univ. completa (006)",189,47,142
"Superior univ. incompleta (007)",68,25,43
"Superior univ. completa (008)",107,37,70
"De 14 a 29 años (010)",884,302,582
"Sin nivel (011)",25,6,19
"Primaria (013)",158,37,121
"Secundaria (014)",416,140,276
"Superior no univ. incompleta (015)",78,28,50
"Superior no univ. completa (016)",99,36,63
"Superior univ. incompleta (017)",51,24,27
"Superior univ. completa (018)",57,31,26
"De 30 a 44 años (020)",494,66,428
"Sin nivel (021)",34,2,32
"Educación inicial (022)",2,,2
"Primaria (023)",121,16,105
"Secundaria (024)",207,26,181
"Superior no univ. incompleta (025)",20,5,15
"Superior no univ. completa (026)",74,10,64
"Superior univ. incompleta (027)",6,1,5
"Superior univ. completa (028)",30,6,24
"De 45 a 64 años (030)",305,9,296
"Sin nivel (031)",38,,38
"Primaria (033)",123,3,120
"Secundaria (034)",94,4,90
"Superior no univ. incompleta (035)",10,1,9
"Superior no univ. completa (036)",14,1,13
"Superior univ. incompleta (037)",10,,10
"Superior univ. completa (038)",16,,16
"De 65 y más años (040)",65,,65
"Sin nivel (041)",10,,10
"Primaria (043)",42,,42
"Secundaria (044)",5,,5
"Superior no univ. incompleta (045)",1,,1
"Superior no univ. completa (046)",2,,2
"Superior univ. incompleta (047)",1,,1
"Superior univ. completa (048)",4,,4
,,,
"AREA URBANA (050)",1411,343,1068
"Sin nivel (051)",80,8,72
"Educación inicial (052)",2,,2
"Primaria (053)",318,48,270
"Secundaria (054)",581,153,428
"Superior no univ. incompleta (055)",94,32,62
"Superior no univ. completa (056)",175,45,130
"Superior univ. incompleta (057)",62,25,37
"Superior univ. completa (058)",99,32,67
"De 14 a 29 años (060)",713,278,435
"Sin nivel (061)",16,6,10
"Primaria (063)",110,33,77
"Secundaria (064)",332,128,204
"Superior no univ. incompleta (065)",66,27,39
"Superior no univ. completa (066)",90,34,56
"Superior univ. incompleta (067)",49,24,25
"Superior univ. completa (068)",50,26,24
"De 30 a 44 años (070)",395,58,337
"Sin nivel (071)",26,2,24
"Educación inicial (072)",2,,2
"Primaria (073)",86,14,72
"Secundaria (074)",160,21,139
"Superior no univ. incompleta (075)",18,4,14
"Superior no univ. completa (076)",70,10,60
"Superior univ. incompleta (077)",4,1,3
"Superior univ. completa (078)",29,6,23
"De 45 a 64 años (080)",248,7,241
"Sin nivel (081)",29,,29
"Primaria (083)",87,1,86
"Secundaria (084)",85,4,81
"Superior no univ. incompleta (085)",9,1,8
"Superior no univ. completa (086)",14,1,13
"Superior univ. incompleta (087)",8,,8
"Superior univ. completa (088)",16,,16
"De 65 y más años (090)",55,,55
"Sin nivel (091)",9,,9
"Primaria (093)",35,,35
"Secundaria (094)",4,,4
"Superior no univ. incompleta (095)",1,,1
"Superior no univ. completa (096)",1,,1
"Superior univ. incompleta (097)",1,,1
"Superior univ. completa (098)",4,,4
,,,
"AREA RURAL (100)",337,34,303
"Sin nivel (101)",27,,27
"Primaria (103)",126,8,118
"Secundaria (104)",141,17,124
"Superior no univ. incompleta (105)",15,2,13
"Superior no univ. completa (106)",14,2,12
"Superior univ. incompleta (107)",6,,6
"Superior univ. completa (108)",8,5,3
"De 14 a 29 años (110)",171,24,147
"Sin nivel (111)",9,,9
"Primaria (113)",48,4,44
"Secundaria (114)",84,12,72
"Superior no univ. incompleta (115)",12,1,11
"Superior no univ. completa (116)",9,2,7
"Superior univ. incompleta (117)",2,,2
"Superior univ. completa (118)",7,5,2
"De 30 a 44 años (120)",99,8,91
"Sin nivel (121)",8,,8
"Primaria (123)",35,2,33
"Secundaria (124)",47,5,42
"Superior no univ. incompleta (125)",2,1,1
"Superior no univ. completa (126)",4,,4
"Superior univ. incompleta (127)",2,,2
"Superior univ. completa (128)",1,,1
"De 45 a 64 años (130)",57,2,55
"Sin nivel (131)",9,,9
"Primaria (133)",36,2,34
"Secundaria (134)",9,,9
"Superior no univ. incompleta (135)",1,,1
"Superior univ. incompleta (137)",2,,2
"De 65 y más años (140)",10,,10
"Sin nivel (141)",1,,1
"Primaria (143)",7,,7
"Secundaria (144)",1,,1
"Superior no univ. completa (146)",1,,1
