"CUADRO Nº 39: POBLACIÓN ECONÓMICAMENTE INACTIVA DE 6 Y MÁS AÑOS , POR ACTIVIDAD NO LABORAL, SEGÚN DEPARTAMENTO, PROVINCIA Y DISTRITO, ÁREA URBANA Y RURAL, SEXO Y GRANDES GRUPOS DE EDAD",,,,,,,,,,
,,,,,,,,,,
"DEPARTAMENTO Y PROVINCIA, ÁREA URBANA Y RURAL, SEXO Y GRANDES GRUPOS DE EDAD",TOTAL,"ACTIVIDAD NO LABORAL",,,,,,,,
,,"ESTUDIANDO Y NO TRABAJO","VIVIENDO DE SU PENSIÓN Y JUBILACIÓN","VIVIENDO DE SUS RENTAS","AL CUIDADO DE SU HOGAR","POR SU EDAD","DE VIAJE",DISCAPACITADO,"SERVICIO MILITAR",OTRA
,,,,,,,,,,
"Provincia TAMBOPATA (000)",32864,18170,299,417,12169,469,100,32,62,1146
"Hombres (001)",12914,8956,189,195,2542,244,50,19,60,659
"Mujeres (002)",19950,9214,110,222,9627,225,50,13,2,487
"De 06 a 14 años (003)",14122,13229,,,530,214,4,6,,139
"Hombres (004)",7118,6672,,,263,111,2,3,,67
"Mujeres (005)",7004,6557,,,267,103,2,3,,72
"De 15 a 29 años (006)",10747,4772,20,145,5265,,24,12,62,447
"Hombres (007)",3582,2191,10,58,1002,,10,8,60,243
"Mujeres (008)",7165,2581,10,87,4263,,14,4,2,204
"De 30 a 44 años (009)",4233,126,25,102,3645,,42,3,,290
"Hombres (010)",944,64,16,41,604,,25,2,,192
"Mujeres (011)",3289,62,9,61,3041,,17,1,,98
"De 45 a 64 años (012)",2549,39,112,108,2030,18,20,6,,216
"Hombres (013)",740,27,67,57,441,7,10,2,,129
"Mujeres (014)",1809,12,45,51,1589,11,10,4,,87
"De 65 y más años (015)",1213,4,142,62,699,237,10,5,,54
"Hombres (016)",530,2,96,39,232,126,3,4,,28
"Mujeres (017)",683,2,46,23,467,111,7,1,,26
,,,,,,,,,,
"AREA URBANA (018)",28095,15791,283,387,10064,387,82,23,59,1019
"Hombres (019)",11187,7760,176,176,2183,199,44,12,57,580
"Mujeres (020)",16908,8031,107,211,7881,188,38,11,2,439
"De 06 a 14 años (021)",12069,11312,,,456,178,4,4,,115
"Hombres (022)",6095,5712,,,228,96,2,1,,56
"Mujeres (023)",5974,5600,,,228,82,2,3,,59
"De 15 a 29 años (024)",9304,4318,20,135,4358,,17,8,59,389
"Hombres (025)",3176,1960,10,54,869,,9,6,57,211
"Mujeres (026)",6128,2358,10,81,3489,,8,2,2,178
"De 30 a 44 años (027)",3576,118,21,95,3037,,35,1,,269
"Hombres (028)",827,59,14,37,524,,21,,,172
"Mujeres (029)",2749,59,7,58,2513,,14,1,,97
"De 45 a 64 años (030)",2154,39,109,101,1664,16,16,6,,203
"Hombres (031)",662,27,65,51,381,6,9,2,,121
"Mujeres (032)",1492,12,44,50,1283,10,7,4,,82
"De 65 y más años (033)",992,4,133,56,549,193,10,4,,43
"Hombres (034)",427,2,87,34,181,97,3,3,,20
"Mujeres (035)",565,2,46,22,368,96,7,1,,23
,,,,,,,,,,
"AREA RURAL (036)",4769,2379,16,30,2105,82,18,9,3,127
"Hombres (037)",1727,1196,13,19,359,45,6,7,3,79
"Mujeres (038)",3042,1183,3,11,1746,37,12,2,,48
"De 06 a 14 años (039)",2053,1917,,,74,36,,2,,24
"Hombres (040)",1023,960,,,35,15,,2,,11
"Mujeres (041)",1030,957,,,39,21,,,,13
"De 15 a 29 años (042)",1443,454,,10,907,,7,4,3,58
"Hombres (043)",406,231,,4,133,,1,2,3,32
"Mujeres (044)",1037,223,,6,774,,6,2,,26
"De 30 a 44 años (045)",657,8,4,7,608,,7,2,,21
"Hombres (046)",117,5,2,4,80,,4,2,,20
"Mujeres (047)",540,3,2,3,528,,3,,,1
"De 45 a 64 años (048)",395,,3,7,366,2,4,,,13
"Hombres (049)",78,,2,6,60,1,1,,,8
"Mujeres (050)",317,,1,1,306,1,3,,,5
"De 65 y más años (051)",221,,9,6,150,44,,1,,11
"Hombres (052)",103,,9,5,51,29,,1,,8
"Mujeres (053)",118,,,1,99,15,,,,3
