"CUADRO Nº 8: POBLACIÓN ECONÓMICAMENTE ACTIVA DE 6 Y MÁS AÑOS DE EDAD, POR GRANDES GRUPOS DE EDAD, SEGÚN DEPARTAMENTO, PROVINCIA, ÁREA URBANA Y RURAL, SEXO Y CATEGORÍA DE OCUPACIÓN",,,,,,
,,,,,,
"DEPARTAMENTO, PROVINCIA, ÁREA URBANA Y RURAL, SEXO Y CATEGORIA DE OCUPACION",TOTAL,"GRANDES GRUPOS DE EDAD",,,,
,,"6 A 14 AÑOS","15 A 29 AÑOS","30 A 44 AÑOS","45 A 64 AÑOS","65 Y MÁS AÑOS"
,,,,,,
"Provincia GENERAL SANCHEZ CERRO (000)",11197,143,3386,3677,2721,1270
"Empleado (001)",1769,,526,914,313,16
"Obrero (002)",2683,11,998,894,603,177
"Trabajador independiente (003)",3792,3,634,1092,1277,786
"Empleador o patrono (004)",64,,10,16,22,16
"Trabajador familiar no remunerado (005)",1838,120,632,486,366,234
"Trabajador del hogar (006)",55,2,39,5,4,5
"Desocupado (008)",996,7,547,270,136,36
"Hombres (009)",7844,91,2320,2598,1915,920
"Empleado (010)",1088,,298,551,225,14
"Obrero (011)",2113,7,824,747,419,116
"Trabajador independiente (012)",2954,2,448,855,999,650
"Empleador o patrono (013)",49,,7,14,14,14
"Trabajador familiar no remunerado (014)",890,76,363,217,142,92
"Trabajador del hogar (015)",14,,9,3,1,1
"Desocupado (017)",736,6,371,211,115,33
"Mujeres (018)",3353,52,1066,1079,806,350
"Empleado (019)",681,,228,363,88,2
"Obrero (020)",570,4,174,147,184,61
"Trabajador independiente (021)",838,1,186,237,278,136
"Empleador o patrono (022)",15,,3,2,8,2
"Trabajador familiar no remunerado (023)",948,44,269,269,224,142
"Trabajador del hogar (024)",41,2,30,2,3,4
"Desocupado (026)",260,1,176,59,21,3
,,,,,,
"URBANA (027)",4971,52,1518,1689,1184,528
"Empleado (028)",1127,,328,585,200,14
"Obrero (029)",1096,5,425,331,256,79
"Trabajador independiente (030)",1581,3,281,464,517,316
"Empleador o patrono (031)",40,,2,10,16,12
"Trabajador familiar no remunerado (032)",757,41,275,198,143,100
"Trabajador del hogar (033)",42,1,31,4,4,2
"Desocupado (035)",328,2,176,97,48,5
"Hombres (036)",3241,37,977,1084,783,360
"Empleado (037)",658,,172,330,144,12
"Obrero (038)",829,3,344,261,167,54
"Trabajador independiente (039)",1149,2,181,343,378,245
"Empleador o patrono (040)",30,,2,8,10,10
"Trabajador familiar no remunerado (041)",338,30,154,72,47,35
"Trabajador del hogar (042)",12,,9,2,1,
"Desocupado (044)",225,2,115,68,36,4
"Mujeres (045)",1730,15,541,605,401,168
"Empleado (046)",469,,156,255,56,2
"Obrero (047)",267,2,81,70,89,25
"Trabajador independiente (048)",432,1,100,121,139,71
"Empleador o patrono (049)",10,,,2,6,2
"Trabajador familiar no remunerado (050)",419,11,121,126,96,65
"Trabajador del hogar (051)",30,1,22,2,3,2
"Desocupado (053)",103,,61,29,12,1
,,,,,,
"RURAL (054)",6226,91,1868,1988,1537,742
"Empleado (055)",642,,198,329,113,2
"Obrero (056)",1587,6,573,563,347,98
"Trabajador independiente (057)",2211,,353,628,760,470
"Empleador o patrono (058)",24,,8,6,6,4
"Trabajador familiar no remunerado (059)",1081,79,357,288,223,134
"Trabajador del hogar (060)",13,1,8,1,,3
"Desocupado (062)",668,5,371,173,88,31
"Hombres (063)",4603,54,1343,1514,1132,560
"Empleado (064)",430,,126,221,81,2
"Obrero (065)",1284,4,480,486,252,62
"Trabajador independiente (066)",1805,,267,512,621,405
"Empleador o patrono (067)",19,,5,6,4,4
"Trabajador familiar no remunerado (068)",552,46,209,145,95,57
"Trabajador del hogar (069)",2,,,1,,1
"Desocupado (071)",511,4,256,143,79,29
"Mujeres (072)",1623,37,525,474,405,182
"Empleado (073)",212,,72,108,32,
"Obrero (074)",303,2,93,77,95,36
"Trabajador independiente (075)",406,,86,116,139,65
"Empleador o patrono (076)",5,,3,,2,
"Trabajador familiar no remunerado (077)",529,33,148,143,128,77
"Trabajador del hogar (078)",11,1,8,,,2
"Desocupado (080)",157,1,115,30,9,2
