"CUADRO Nº 9: POBLACIÓN FEMENINA DE 12 Y MÁS AÑOS DE EDAD, POR NÚMERO DE HIJOS NACIDOS VIVOS, HIJOS SOBREVIVIENTES, HIJOS NACIDOS EL ÚLTIMO AÑO, SEGÚN DEPARTAMENTO, PROVIINCIA, ÁREA URBANA Y RURAL, CONDICIÓN DE ACTIVIDAD Y GRUPOS QUINQUENALES DE EDAD",,,,,,,
,,,,,,,
"DEPARTAMENTO, PROVINCIA, ÁREA URBANA Y RURAL, CONDICION DE ACTIVIDAD Y GRUPOS QUINQUENALES DE EDAD","TOTAL DE MUJERES","HIJOS NACIDOS VIVOS",,"NACIDOS VIVOS ULTIMO AÑO",PROPORCION,,
,,TOTAL,SOBREVIVIENTES,,TOTAL,"ULTIMO AÑO",
,,,,,,,
"Provincia TALARA (000)",49736,110515,103732,,2231,93.9,2
"De 12 a 14 años (001)",4025,20,19,,1,95,5
"De 15 a 19 años (002)",6262,907,885,272,97.6,30,
"De 20 a 24 años (003)",5874,4459,4378,641,98.2,14.4,
"De 25 a 29 años (004)",5477,7816,7634,571,97.7,7.3,
"De 30 a 34 años (005)",4745,10058,9807,422,97.5,4.2,
"De 35 a 39 años (006)",4335,11550,11180,228,96.8,2,
"De 40 a 44 años (007)",4269,12780,12233,83,95.7,0.6,
"De 45 a 49 años (008)",3874,13001,12318,13,94.7,0.1,
"De 50 y más años (009)",10875,49924,45278,,90.7,,
"PEA (010)",12497,24796,23605,359,95.2,1.4,
"De 12 a 14 años (011)",83,2,2,,100,,
"De 15 a 19 años (012)",913,107,101,21,94.4,19.6,
"De 20 a 24 años (013)",1682,813,798,86,98.2,10.6,
"De 25 a 29 años (014)",1809,1747,1699,86,97.3,4.9,
"De 30 a 34 años (015)",1582,2704,2640,88,97.6,3.3,
"De 35 a 39 años (016)",1524,3596,3475,47,96.6,1.3,
"De 40 a 44 años (017)",1494,4053,3900,28,96.2,0.7,
"De 45 a 49 años (018)",1357,4097,3898,3,95.1,0.1,
"De 50 y más años (019)",2053,7677,7092,,92.4,,
"Ocupada (020)",11571,23552,22411,321,95.2,1.4,
"De 12 a 14 años (021)",70,2,2,,100,,
"De 15 a 19 años (022)",780,90,84,16,93.3,17.8,
"De 20 a 24 años (023)",1443,705,691,71,98,10.1,
"De 25 a 29 años (024)",1636,1598,1550,80,97,5,
"De 30 a 34 años (025)",1470,2496,2437,80,97.6,3.2,
"De 35 a 39 años (026)",1438,3366,3248,43,96.5,1.3,
"De 40 a 44 años (027)",1438,3912,3764,28,96.2,0.7,
"De 45 a 49 años (028)",1298,3915,3727,3,95.2,0.1,
"De 50 y más años (029)",1998,7468,6908,,92.5,,
"Desocupada (030)",926,1244,1194,38,96,3.1,
"De 12 a 14 años (031)",13,,,,,,
"De 15 a 19 años (032)",133,17,17,5,100,29.4,
"De 20 a 24 años (033)",239,108,107,15,99.1,13.9,
"De 25 a 29 años (034)",173,149,149,6,100,4,
"De 30 a 34 años (035)",112,208,203,8,97.6,3.8,
