"CUADRO Nº 13: VIVIENDAS PARTICULARES CON OCUPANTES PRESENTES QUE NO DISPONEN DEL SERVICIO DE AGUA TODOS LOS DÍAS DE LA SEMANA, POR NÚMERO DE DÍAS A LA SEMANA QUE DISPONE DEL SERVICIO, SEGÚN DEPARTAMENTO, PROVINCIA, DISTRITO, ÁREA URBANA Y RURAL, TIPO DE VIVIENDA Y TOTAL DE OCUPANTES PRESENTES",,,,,
,,,,,
"DEPARTAMENTO, PROVINCIA, DISTRITO, ÁREA URBANA Y RURAL, TIPO DE VIVIENDA Y TOTAL DE OCUPANTES PRESENTES",TOTAL,"NÚMERO DE DÍAS A LA SEMANA QUE DISPONE DE AGUA",,,
,,1,2,3,4-6
,,,,,
"Provincia ZARUMILLA",,,,,
"Viviendas particulares (001)",1034,251,135,314,334
"Ocupantes presentes (002)",3867,825,498,1273,1271
"Casa independiente",,,,,
"Viviendas particulares (004)",996,242,130,297,327
"Ocupantes presentes (005)",3742,792,489,1211,1250
"Departamento en edificio",,,,,
"Vivienda en quinta",,,,,
"Viviendas particulares (010)",15,7,5,,3
"Ocupantes presentes (011)",47,30,9,,8
"Vivienda en casa de vecindad",,,,,
"Viviendas particulares (013)",14,,,14,
"Ocupantes presentes (014)",50,,,50,
"Choza o cabaña",,,,,
"Vivienda improvisada",,,,,
"Viviendas particulares (019)",4,,,2,2
"Ocupantes presentes (020)",17,,,11,6
"Local no dest.para hab. humana",,,,,
"Viviendas particulares (022)",3,1,,1,1
"Ocupantes presentes (023)",7,2,,1,4
"Otro tipo",,,,,
"Viviendas particulares (025)",2,1,,,1
"Ocupantes presentes (026)",4,1,,,3
,,,,,
URBANA,,,,,
"Viviendas particulares (028)",996,231,133,301,331
"Ocupantes presentes (029)",3719,747,489,1222,1261
"Casa independiente",,,,,
"Viviendas particulares (031)",958,222,128,284,324
"Ocupantes presentes (032)",3594,714,480,1160,1240
"Departamento en edificio",,,,,
"Vivienda en quinta",,,,,
"Viviendas particulares (037)",15,7,5,,3
"Ocupantes presentes (038)",47,30,9,,8
"Vivienda en casa de vecindad",,,,,
"Viviendas particulares (040)",14,,,14,
"Ocupantes presentes (041)",50,,,50,
"Choza o cabaña",,,,,
"Vivienda improvisada",,,,,
"Viviendas particulares (046)",4,,,2,2
"Ocupantes presentes (047)",17,,,11,6
"Local no dest.para hab. humana",,,,,
"Viviendas particulares (049)",3,1,,1,1
"Ocupantes presentes (050)",7,2,,1,4
"Otro tipo",,,,,
"Viviendas particulares (052)",2,1,,,1
"Ocupantes presentes (053)",4,1,,,3
,,,,,
RURAL,,,,,
"Viviendas particulares (055)",38,20,2,13,3
"Ocupantes presentes (056)",148,78,9,51,10
"Casa independiente",,,,,
"Viviendas particulares (058)",38,20,2,13,3
"Ocupantes presentes (059)",148,78,9,51,10
"Departamento en edificio",,,,,
"Vivienda en quinta",,,,,
"Vivienda en casa de vecindad",,,,,
"Choza o cabaña",,,,,
"Vivienda improvisada",,,,,
"Local no dest.para hab. humana",,,,,
"Otro tipo",,,,,
