"CUADRO Nº 1: POBLACIÓN TOTAL, POR AFILIACIÓN A ALGÚN TIPO DE SEGURO DE SALUD, SEGÚN DEPARTAMENTO, PROVINCIA, DISTRITO, ÁREA URBANA Y RURAL, SEXO Y GRUPOS DE EDAD",,,,,
,,,,,
"DEPARTAMENTO, PROVINCIA, DISTRITO, ÁREA URBANA Y RURAL, SEXO Y GRUPOS DE EDAD",TOTAL,"AFILIADO A ALGÚN SEGURO DE SALUD",,,
,,"SIS (SEGURO INTEGRAL DE SALUD)",ESSALUD,"OTRO SEGURO DE SALUD",NINGUNO
,,,,,
"Provincia HUANTA (000)",93360,40106,4844,1668,46872
"Menos de 1 año (001)",1885,1345,89,24,428
"De 1 a 14 años (002)",35925,23402,1661,498,10399
"De 15 a 29 años (003)",23807,6908,762,615,15570
"De 30 a 44 años (004)",15563,4181,1259,298,9852
"De 45 a 64 años (005)",11087,2788,807,170,7338
"De 65 y mas años (006)",5093,1482,266,63,3285
"Hombres (008)",46378,18968,2332,1042,24120
"Menos de 1 año (009)",938,671,49,14,205
"De 1 a 14 años (010)",18348,11908,834,258,5365
"De 15 a 29 años (011)",12198,2988,355,457,8434
"De 30 a 44 años (012)",7589,1678,570,185,5171
"De 45 a 64 años (013)",5123,1116,397,91,3531
"De 65 y mas años (014)",2182,607,127,37,1414
"Mujeres (016)",46982,21138,2512,626,22752
"Menos de 1 año (017)",947,674,40,10,223
"De 1 a 14 años (018)",17577,11494,827,240,5034
"De 15 a 29 años (019)",11609,3920,407,158,7136
"De 30 a 44 años (020)",7974,2503,689,113,4681
"De 45 a 64 años (021)",5964,1672,410,79,3807
"De 65 y mas años (022)",2911,875,139,26,1871
,,,,,
"URBANA (024)",42816,12105,4258,1388,25161
"Menos de 1 año (025)",769,423,75,19,253
"De 1 a 14 años (026)",15902,7476,1471,426,6557
"De 15 a 29 años (027)",11617,2102,637,492,8417
"De 30 a 44 años (028)",7419,1068,1099,258,5016
"De 45 a 64 años (029)",5057,673,737,139,3519
"De 65 y mas años (030)",2052,363,239,54,1399
"Hombres (032)",20903,5637,2023,867,12439
"Menos de 1 año (033)",376,206,40,11,120
"De 1 a 14 años (034)",8084,3784,738,226,3351
"De 15 a 29 años (035)",5820,856,285,364,4339
"De 30 a 44 años (036)",3456,382,488,161,2437
"De 45 a 64 años (037)",2311,264,359,75,1621
"De 65 y mas años (038)",856,145,113,30,571
"Mujeres (040)",21913,6468,2235,521,12722
"Menos de 1 año (041)",393,217,35,8,133
"De 1 a 14 años (042)",7818,3692,733,200,3206
"De 15 a 29 años (043)",5797,1246,352,128,4078
"De 30 a 44 años (044)",3963,686,611,97,2579
"De 45 a 64 años (045)",2746,409,378,64,1898
"De 65 y mas años (046)",1196,218,126,24,828
,,,,,
"RURAL (048)",50544,28001,586,280,21711
"Menos de 1 año (049)",1116,922,14,5,175
"De 1 a 14 años (050)",20023,15926,190,72,3842
"De 15 a 29 años (051)",12190,4806,125,123,7153
"De 30 a 44 años (052)",8144,3113,160,40,4836
"De 45 a 64 años (053)",6030,2115,70,31,3819
"De 65 y mas años (054)",3041,1119,27,9,1886
"Hombres (056)",25475,13331,309,175,11681
"Menos de 1 año (057)",562,465,9,3,85
"De 1 a 14 años (058)",10264,8124,96,32,2014
"De 15 a 29 años (059)",6378,2132,70,93,4095
"De 30 a 44 años (060)",4133,1296,82,24,2734
"De 45 a 64 años (061)",2812,852,38,16,1910
"De 65 y mas años (062)",1326,462,14,7,843
"Mujeres (064)",25069,14670,277,105,10030
"Menos de 1 año (065)",554,457,5,2,90
"De 1 a 14 años (066)",9759,7802,94,40,1828
"De 15 a 29 años (067)",5812,2674,55,30,3058
"De 30 a 44 años (068)",4011,1817,78,16,2102
"De 45 a 64 años (069)",3218,1263,32,15,1909
"De 65 y mas años (070)",1715,657,13,2,1043
