"CUADRO Nº 1: POBLACIÓN TOTAL, POR AFILIACIÓN A ALGÚN TIPO DE SEGURO DE SALUD, SEGÚN DEPARTAMENTO, PROVINCIA, DISTRITO, ÁREA URBANA Y RURAL, SEXO Y GRUPOS DE EDAD",,,,,
,,,,,
"DEPARTAMENTO, PROVINCIA, DISTRITO, ÁREA URBANA Y RURAL, SEXO Y GRUPOS DE EDAD",TOTAL,"AFILIADO A ALGÚN SEGURO DE SALUD",,,
,,"SIS (SEGURO INTEGRAL DE SALUD)",ESSALUD,"OTRO SEGURO DE SALUD",NINGUNO
,,,,,
"Provincia NAZCA (000)",57531,6027,13635,2735,35355
"Menos de 1 año (001)",951,221,188,28,517
"De 1 a 14 años (002)",15473,3746,3358,538,7877
"De 15 a 29 años (003)",15183,1113,2232,623,11256
"De 30 a 44 años (004)",12729,515,3305,748,8233
"De 45 a 64 años (005)",9521,287,3143,559,5580
"De 65 y mas años (006)",3674,145,1409,239,1892
"Hombres (008)",29492,2943,7265,1647,17778
"Menos de 1 año (009)",472,104,92,13,265
"De 1 a 14 años (010)",8022,1972,1748,288,4036
"De 15 a 29 años (011)",7724,477,1198,408,5670
"De 30 a 44 años (012)",6425,190,1740,451,4092
"De 45 a 64 años (013)",4926,123,1645,337,2854
"De 65 y mas años (014)",1923,77,842,150,861
"Mujeres (016)",28039,3084,6370,1088,17577
"Menos de 1 año (017)",479,117,96,15,252
"De 1 a 14 años (018)",7451,1774,1610,250,3841
"De 15 a 29 años (019)",7459,636,1034,215,5586
"De 30 a 44 años (020)",6304,325,1565,297,4141
"De 45 a 64 años (021)",4595,164,1498,222,2726
"De 65 y mas años (022)",1751,68,567,89,1031
,,,,,
"URBANA (024)",50507,4685,12937,2551,30547
"Menos de 1 año (025)",844,171,177,27,472
"De 1 a 14 años (026)",13714,2822,3264,509,7164
"De 15 a 29 años (027)",13336,877,2148,581,9771
"De 30 a 44 años (028)",11333,436,3198,702,7064
"De 45 a 64 años (029)",8257,245,2982,525,4552
"De 65 y mas años (030)",3023,134,1168,207,1524
"Hombres (032)",25669,2249,6865,1524,15166
"Menos de 1 año (033)",421,81,87,13,242
"De 1 a 14 años (034)",7092,1478,1698,272,3666
"De 15 a 29 años (035)",6704,360,1148,379,4846
"De 30 a 44 años (036)",5676,157,1681,420,3461
"De 45 a 64 años (037)",4220,101,1563,314,2275
"De 65 y mas años (038)",1556,72,688,126,676
"Mujeres (040)",24838,2436,6072,1027,15381
"Menos de 1 año (041)",423,90,90,14,230
"De 1 a 14 años (042)",6622,1344,1566,237,3498
"De 15 a 29 años (043)",6632,517,1000,202,4925
"De 30 a 44 años (044)",5657,279,1517,282,3603
"De 45 a 64 años (045)",4037,144,1419,211,2277
"De 65 y mas años (046)",1467,62,480,81,848
,,,,,
"RURAL (048)",7024,1342,698,184,4808
"Menos de 1 año (049)",107,50,11,1,45
"De 1 a 14 años (050)",1759,924,94,29,713
"De 15 a 29 años (051)",1847,236,84,42,1485
"De 30 a 44 años (052)",1396,79,107,46,1169
"De 45 a 64 años (053)",1264,42,161,34,1028
"De 65 y mas años (054)",651,11,241,32,368
"Hombres (056)",3823,694,400,123,2612
"Menos de 1 año (057)",51,23,5,,23
"De 1 a 14 años (058)",930,494,50,16,370
"De 15 a 29 años (059)",1020,117,50,29,824
"De 30 a 44 años (060)",749,33,59,31,631
"De 45 a 64 años (061)",706,22,82,23,579
"De 65 y mas años (062)",367,5,154,24,185
"Mujeres (064)",3201,648,298,61,2196
"Menos de 1 año (065)",56,27,6,1,22
"De 1 a 14 años (066)",829,430,44,13,343
"De 15 a 29 años (067)",827,119,34,13,661
"De 30 a 44 años (068)",647,46,48,15,538
"De 45 a 64 años (069)",558,20,79,11,449
"De 65 y mas años (070)",284,6,87,8,183
