"CUADRO Nº 11: POBLACIÓN OCUPADA DE 6 Y MÁS AÑOS DE EDAD, POR TAMAÑO DE ESTABLECIMIENTO DONDE TRABAJA, SEGÚN DEPARTAMENTO, PROVINCIA, ÁREA URBANA Y RURAL, NIVEL EDUCATIVO ALCANZADO Y GRANDES GRUPOS DE EDAD",,,,,
,,,,,
"DEPARTAMENTO, PROVINCIA, ÁREA URBANA Y RURAL, NIVEL EDUCATIVO ALCANZADO Y GRANDES GRUPOS DE EDAD",TOTAL,"TAMAÑO DE ESTABLECIMIENTO",,,
,,"1 A 5 PERSONAS","6 A 10 PERSONAS","11 A 50 PERSONAS","51 Y MÁS PERSONAS"
,,,,,
"Provincia CHUCUITO (000)",43840,39016,2303,632,1889
"Sin nivel (001)",3156,3101,43,9,3
"Educación inicial (002)",28,26,,1,1
"Primaria (003)",14676,14146,433,40,57
"Secundaria (004)",19884,18288,1042,133,421
"Superior no univ. incompleta (005)",1526,1173,138,38,177
"Superior no univ. completa (006)",2148,1193,273,150,532
"Superior univ. incompleta (007)",609,406,52,21,130
"Superior univ. completa (008)",1813,683,322,240,568
"De 06 a 14 años (010)",541,522,11,7,1
"Sin nivel (011)",9,9,,,
"Educación inicial (012)",6,6,,,
"Primaria (013)",339,330,5,4,
"Secundaria (014)",187,177,6,3,1
"De 15 a 29 años (020)",13938,12391,844,150,553
"Sin nivel (021)",107,102,3,1,1
"Educación inicial (022)",6,6,,,
"Primaria (023)",1967,1889,61,6,11
"Secundaria (024)",9639,8886,537,51,165
"Superior no univ. incompleta (025)",734,594,66,14,60
"Superior no univ. completa (026)",793,502,88,43,160
"Superior univ. incompleta (027)",253,194,19,5,35
"Superior univ. completa (028)",439,218,70,30,121
"De 30 a 44 años (030)",14356,12357,867,281,851
"Sin nivel (031)",276,267,7,1,1
"Educación inicial (032)",16,14,,1,1
"Primaria (033)",4165,3982,160,12,11
"Secundaria (034)",7143,6605,364,42,132
"Superior no univ. incompleta (035)",588,452,50,16,70
"Superior no univ. completa (036)",984,548,108,68,260
"Superior univ. incompleta (037)",249,159,21,5,64
"Superior univ. completa (038)",935,330,157,136,312
"De 45 a 64 años (040)",11132,9961,526,188,457
"Sin nivel (041)",1388,1361,22,5,
"Primaria (043)",6021,5797,180,15,29
"Secundaria (044)",2682,2402,128,37,115
"Superior no univ. incompleta (045)",189,118,20,8,43
"Superior no univ. completa (046)",341,121,74,39,107
"Superior univ. incompleta (047)",102,48,12,11,31
"Superior univ. completa (048)",409,114,90,73,132
"De 65 y más años (050)",3873,3785,55,6,27
"Sin nivel (051)",1376,1362,11,2,1
"Primaria (053)",2184,2148,27,3,6
"Secundaria (054)",233,218,7,,8
"Superior no univ. incompleta (055)",15,9,2,,4
"Superior no univ. completa (056)",30,22,3,,5
"Superior univ. incompleta (057)",5,5,,,
"Superior univ. completa (058)",30,21,5,1,3
,,,,,
