"CUADRO Nº 36: POBLACIÓN DESOCUPADA DE 14 Y MÁS AÑOS DE EDAD, POR TIPO DE DESEMPLEO, SEGÚN DEPARTAMENTO, PROVINCIA Y DISTRITO, ÁREA URBANA Y RURAL, SEXO Y GRUPOS DE EDAD",,,
,,,
"DEPARTAMENTO Y PROVINCIA, ÁREA URBANA Y RURAL, SEXO Y GRUPOS DE EDAD",TOTAL,"TIPO DE DESEMPLEO",
,,ASPIRANTE,CESANTE
,,,
"Provincia MOHO (000)",479,201,278
"De 14 a 29 años (001)",255,143,112
"De 30 a 44 años (002)",138,53,85
"De 45 a 64 años (003)",56,5,51
"De 65 y más años (004)",30,,30
"Hombres (005)",378,160,218
"De 14 a 29 años (006)",190,107,83
"De 30 a 44 años (007)",119,48,71
"De 45 a 64 años (008)",46,5,41
"De 65 y más años (009)",23,,23
"Mujeres (010)",101,41,60
"De 14 a 29 años (011)",65,36,29
"De 30 a 44 años (012)",19,5,14
"De 45 a 64 años (013)",10,,10
"De 65 y más años (014)",7,,7
,,,
"AREA URBANA (015)",207,75,132
"De 14 a 29 años (016)",102,53,49
"De 30 a 44 años (017)",68,19,49
"De 45 a 64 años (018)",25,3,22
"De 65 y más años (019)",12,,12
"Hombres (020)",162,60,102
"De 14 a 29 años (021)",74,40,34
"De 30 a 44 años (022)",58,17,41
"De 45 a 64 años (023)",22,3,19
"De 65 y más años (024)",8,,8
"Mujeres (025)",45,15,30
"De 14 a 29 años (026)",28,13,15
"De 30 a 44 años (027)",10,2,8
"De 45 a 64 años (028)",3,,3
"De 65 y más años (029)",4,,4
,,,
"AREA RURAL (030)",272,126,146
"De 14 a 29 años (031)",153,90,63
"De 30 a 44 años (032)",70,34,36
"De 45 a 64 años (033)",31,2,29
"De 65 y más años (034)",18,,18
"Hombres (035)",216,100,116
"De 14 a 29 años (036)",116,67,49
"De 30 a 44 años (037)",61,31,30
"De 45 a 64 años (038)",24,2,22
"De 65 y más años (039)",15,,15
"Mujeres (040)",56,26,30
"De 14 a 29 años (041)",37,23,14
"De 30 a 44 años (042)",9,3,6
"De 45 a 64 años (043)",7,,7
"De 65 y más años (044)",3,,3
