"CUADRO Nº 3: POBLACIÓN DE 3 Y MÁS AÑOS DE EDAD, POR AFILIACIÓN A ALGÚN TIPO DE SEGURO DE SALUD, SEGÚN DEPARTAMENTO, PROVINCIA, ÁREA URBANA Y RURAL, SEXO Y LENGUA O IDIOMA CON EL QUE APRENDIÓ A HABLAR",,,,,
,,,,,
"DEPARTAMENTO, PROVINCIA, ÁREA URBANA Y RURAL, SEXO Y LENGUA O IDIOMA CON LA QUE APRENDIO A HABLAR",TOTAL,"AFILIADO A ALGÚN SEGURO DE SALUD",,,
,,"SIS (SEGURO INTEGRAL DE SALUD)",ESSALUD,"OTRO SEGURO DE SALUD",NINGUNO
,,,,,
"Provincia PALPA (000)",12121,2664,2012,343,7119
"Quechua (001)",883,47,157,25,655
"Aymara (002)",21,1,7,1,13
"Castellano (005)",11198,2613,1846,315,6439
"Idioma Extranjero (006)",4,2,,2,
"Es Sordomudo/a (007)",15,1,2,,12
"Hombres (009)",6204,1258,1017,185,3754
"Quechua (010)",405,13,81,13,298
"Aymara (011)",11,1,4,1,6
"Castellano (014)",5775,1241,930,170,3443
"Idioma Extranjero (015)",3,2,,1,
"Es Sordomudo/a (016)",10,1,2,,7
"Mujeres (018)",5917,1406,995,158,3365
"Quechua (019)",478,34,76,12,357
"Aymara (020)",10,,3,,7
"Castellano (023)",5423,1372,916,145,2996
"Idioma Extranjero (024)",1,,,1,
"Es Sordomudo/a (025)",5,,,,5
,,,,,
"URBANA (027)",7984,1681,1509,295,4512
"Quechua (028)",596,33,92,19,452
"Aymara (029)",18,1,5,1,12
"Castellano (032)",7359,1644,1410,275,4042
"Idioma Extranjero (033)",2,2,,,
"Es Sordomudo/a (034)",9,1,2,,6
"Hombres (036)",3979,798,742,157,2291
"Quechua (037)",279,12,49,12,206
"Aymara (038)",8,1,2,1,5
"Castellano (041)",3683,782,689,144,2076
"Idioma Extranjero (042)",2,2,,,
"Es Sordomudo/a (043)",7,1,2,,4
"Mujeres (045)",4005,883,767,138,2221
"Quechua (046)",317,21,43,7,246
"Aymara (047)",10,,3,,7
"Castellano (050)",3676,862,721,131,1966
"Es Sordomudo/a (052)",2,,,,2
,,,,,
"RURAL (054)",4137,983,503,48,2607
"Quechua (055)",287,14,65,6,203
"Aymara (056)",3,,2,,1
"Castellano (059)",3839,969,436,40,2397
"Idioma Extranjero (060)",2,,,2,
"Es Sordomudo/a (061)",6,,,,6
"Hombres (063)",2225,460,275,28,1463
"Quechua (064)",126,1,32,1,92
"Aymara (065)",3,,2,,1
"Castellano (068)",2092,459,241,26,1367
"Idioma Extranjero (069)",1,,,1,
"Es Sordomudo/a (070)",3,,,,3
"Mujeres (072)",1912,523,228,20,1144
"Quechua (073)",161,13,33,5,111
"Castellano (077)",1747,510,195,14,1030
"Idioma Extranjero (078)",1,,,1,
"Es Sordomudo/a (079)",3,,,,3
