"CUADRO Nº 14: POBLACIÓN OCUPADA DE 6 Y MÁS AÑOS DE EDAD, POR TAMAÑO DE ESTABLECIMIENTO DONDE TRABAJA, SEGÚN DEPARTAMENTO, PROVINCIA, ÁREA URBANA Y RURAL, GRANDES GRUPOS DE EDAD Y CATEGORÍA DE OCUPACIÓN",,,,,
,,,,,
"DEPARTAMENTO, PROVINCIA, ÁREA URBANA Y RURAL, GRANDES GRUPOS DE EDAD Y CATEGORIA DE OCUPACION",TOTAL,"TAMAÑO DE ESTABLECIMIENTO",,,
,,"1 A 5 PERSONAS","6 A 10 PERSONAS","11 A 50 PERSONAS","51 Y MÁS PERSONAS"
,,,,,
"Provincia PIURA (000)",226138,156020,21925,20529,27664
"Empleado (001)",67601,22380,9632,14917,20672
"Obrero (002)",45052,26423,6899,5049,6681
"Trabajador independiente (003)",88942,84790,4152,,
"Empleador o patrono (004)",4657,3630,558,319,150
"Trabajador familiar no remunerado (005)",12086,10997,684,244,161
"Trabajador del hogar (006)",7800,7800,,,
"De 06 a 14 años (008)",3013,2594,254,92,73
"Empleado (009)",347,277,52,12,6
"Obrero (010)",564,377,85,42,60
"Trabajador independiente (011)",708,671,37,,
"Empleador o patrono (012)",2,2,,,
"Trabajador familiar no remunerado (013)",1200,1075,80,38,7
"Trabajador del hogar (014)",192,192,,,
"De 15 a 29 años (016)",75803,52096,8637,6918,8152
"Empleado (017)",23876,10122,3858,4692,5204
"Obrero (018)",18391,10583,2936,2049,2823
"Trabajador independiente (019)",22828,21444,1384,,
"Empleador o patrono (020)",936,688,131,77,40
"Trabajador familiar no remunerado (021)",5622,5109,328,100,85
"Trabajador del hogar (022)",4150,4150,,,
"De 30 a 44 años (024)",82689,54371,8124,8746,11448
"Empleado (025)",26930,7741,3716,6656,8817
"Obrero (026)",15960,9022,2452,1934,2552
"Trabajador independiente (027)",33057,31450,1607,,
"Empleador o patrono (028)",1609,1271,189,102,47
"Trabajador familiar no remunerado (029)",2920,2674,160,54,32
"Trabajador del hogar (030)",2213,2213,,,
"De 45 a 64 años (032)",55536,38932,4463,4518,7623
"Empleado (033)",15589,3868,1914,3426,6381
"Obrero (034)",8756,5385,1277,937,1157
"Trabajador independiente (035)",26544,25567,977,,
"Empleador o patrono (036)",1667,1278,207,123,59
"Trabajador familiar no remunerado (037)",1842,1696,88,32,26
"Trabajador del hogar (038)",1138,1138,,,
"De 65 y más años (040)",9097,8027,447,255,368
"Empleado (041)",859,372,92,131,264
"Obrero (042)",1381,1056,149,87,89
"Trabajador independiente (043)",5805,5658,147,,
"Empleador o patrono (044)",443,391,31,17,4
"Trabajador familiar no remunerado (045)",502,443,28,20,11
"Trabajador del hogar (046)",107,107,,,
,,,,,
"URBANA (048)",197951,131670,19473,19782,27026
"Empleado (049)",66623,21872,9439,14793,20519
"Obrero (050)",31864,16039,5145,4469,6211
