"CUADRO Nº 4: POBLACIÓN DE 6 Y MÁS AÑOS DE EDAD, POR AFILIACIÓN A ALGÚN TIPO DE SEGURO DE SALUD, SEGÚN DEPARTAMENTO, PROVINCIA, DISTRITO, ÁREA URBANA Y RURAL, SEXO Y CONDICIÓN DE ACTIVIDAD",,,,,
,,,,,
"DEPARTAMENTO, PROVINCIA, DISTRITO, ÁREA URBANA Y RURAL, SEXO Y CONDICION DE ACTIVIDAD",TOTAL,"AFILIADO A ALGÚN SEGURO DE SALUD",,,
,,"SIS (SEGURO INTEGRAL DE SALUD)",ESSALUD,"OTRO SEGURO DE SALUD",NINGUNO
,,,,,
"Provincia ALTO AMAZONAS (000)",86049,31548,8149,2031,44483
"Hombres (001)",44009,15103,4100,1124,23778
"Mujeres (002)",42040,16445,4049,907,20705
"PEA (003)",34644,7061,3895,1010,22796
"Hombres (004)",24678,4752,2341,707,16952
"Mujeres (005)",9966,2309,1554,303,5844
"Ocupada (006)",33372,6790,3797,982,21918
"Hombres (007)",23727,4561,2266,683,16288
"Mujeres (008)",9645,2229,1531,299,5630
"Desocupada (009)",1272,271,98,28,878
"Hombres (010)",951,191,75,24,664
"Mujeres (011)",321,80,23,4,214
"No PEA (012)",51405,24487,4254,1021,21687
"Hombres (013)",19331,10351,1759,417,6826
"Mujeres (014)",32074,14136,2495,604,14861
,,,,,
"URBANA (018)",53196,15106,7616,1944,28676
"Hombres (019)",26528,6962,3800,1080,14775
"Mujeres (020)",26668,8144,3816,864,13901
"PEA (021)",22764,3870,3609,966,14427
"Hombres (022)",14710,2200,2124,676,9780
"Mujeres (023)",8054,1670,1485,290,4647
"Ocupada (024)",21840,3721,3513,939,13772
"Hombres (025)",14059,2107,2051,653,9315
"Mujeres (026)",7781,1614,1462,286,4457
"Desocupada (027)",924,149,96,27,655
"Hombres (028)",651,93,73,23,465
"Mujeres (029)",273,56,23,4,190
"No PEA (030)",30432,11236,4007,978,14249
"Hombres (031)",11818,4762,1676,404,4995
"Mujeres (032)",18614,6474,2331,574,9254
,,,,,
"RURAL (036)",32853,16442,533,87,15807
"Hombres (037)",17481,8141,300,44,9003
"Mujeres (038)",15372,8301,233,43,6804
"PEA (039)",11880,3191,286,44,8369
"Hombres (040)",9968,2552,217,31,7172
"Mujeres (041)",1912,639,69,13,1197
"Ocupada (042)",11532,3069,284,43,8146
"Hombres (043)",9668,2454,215,30,6973
"Mujeres (044)",1864,615,69,13,1173
"Desocupada (045)",348,122,2,1,223
"Hombres (046)",300,98,2,1,199
"Mujeres (047)",48,24,,,24
"No PEA (048)",20973,13251,247,43,7438
"Hombres (049)",7513,5589,83,13,1831
"Mujeres (050)",13460,7662,164,30,5607
