"CUADRO Nº 5: POBLACIÓN DE 12 Y MÁS AÑOS DE EDAD, POR AFILIACIÓN A ALGÚN TIPO DE SEGURO DE SALUD, SEGÚN DEPARTAMENTO, PROVINCIA, ÁREA URBANA Y RURAL, SEXO Y ESTADO CIVIL",,,,,
,,,,,
"DEPARTAMENTO, PROVINCIA, ÁREA URBANA Y RURAL, SEXO Y ESTADO CIVIL",TOTAL,"AFILIADO A ALGÚN SEGURO DE SALUD",,,
,,"SIS (SEGURO INTEGRAL DE SALUD)",ESSALUD,"OTRO SEGURO DE SALUD",NINGUNO
,,,,,
"Provincia SANCHEZ CARRION (000)",89885,21654,4080,961,63255
"Conviviente (001)",32856,6419,1164,261,25030
"Separado(a) (002)",3552,647,127,25,2755
"Casado(a) (003)",16070,2326,1400,280,12102
"Viudo(a) (004)",4042,412,76,22,3532
"Divorciado(a) (005)",298,42,22,3,231
"Soltero(a) (006)",33067,11808,1291,370,19605
"Hombres (008)",42942,9419,1986,661,30923
"Conviviente (009)",15867,2276,587,179,12834
"Separado(a) (010)",429,52,25,8,344
"Casado(a) (011)",7917,931,720,194,6104
"Viudo(a) (012)",1005,85,14,5,901
"Divorciado(a) (013)",61,7,7,1,46
"Soltero(a) (014)",17663,6068,633,274,10694
"Mujeres (016)",46943,12235,2094,300,32332
"Conviviente (017)",16989,4143,577,82,12196
"Separado(a) (018)",3123,595,102,17,2411
"Casado(a) (019)",8153,1395,680,86,5998
"Viudo(a) (020)",3037,327,62,17,2631
"Divorciado(a) (021)",237,35,15,2,185
"Soltero(a) (022)",15404,5740,658,96,8911
,,,,,
"URBANA (024)",26229,3760,3514,797,18207
"Conviviente (025)",8540,1071,941,189,6354
"Separado(a) (026)",1095,122,106,25,844
"Casado(a) (027)",5200,488,1254,245,3243
"Viudo(a) (028)",917,79,67,14,757
"Divorciado(a) (029)",90,5,18,3,64
"Soltero(a) (030)",10387,1995,1128,321,6945
"Hombres (032)",12253,1612,1693,547,8438
"Conviviente (033)",4015,383,477,125,3039
"Separado(a) (034)",142,6,22,8,106
"Casado(a) (035)",2545,209,631,172,1559
"Viudo(a) (036)",159,13,13,2,131
"Divorciado(a) (037)",29,3,7,1,18
"Soltero(a) (038)",5363,998,543,239,3585
"Mujeres (040)",13976,2148,1821,250,9769
"Conviviente (041)",4525,688,464,64,3315
"Separado(a) (042)",953,116,84,17,738
"Casado(a) (043)",2655,279,623,73,1684
"Viudo(a) (044)",758,66,54,12,626
"Divorciado(a) (045)",61,2,11,2,46
"Soltero(a) (046)",5024,997,585,82,3360
,,,,,
"RURAL (048)",63656,17894,566,164,45048
"Conviviente (049)",24316,5348,223,72,18676
"Separado(a) (050)",2457,525,21,,1911
"Casado(a) (051)",10870,1838,146,35,8859
"Viudo(a) (052)",3125,333,9,8,2775
"Divorciado(a) (053)",208,37,4,,167
"Soltero(a) (054)",22680,9813,163,49,12660
"Hombres (056)",30689,7807,293,114,22485
"Conviviente (057)",11852,1893,110,54,9795
"Separado(a) (058)",287,46,3,,238
"Casado(a) (059)",5372,722,89,22,4545
"Viudo(a) (060)",846,72,1,3,770
"Divorciado(a) (061)",32,4,,,28
"Soltero(a) (062)",12300,5070,90,35,7109
"Mujeres (064)",32967,10087,273,50,22563
"Conviviente (065)",12464,3455,113,18,8881
"Separado(a) (066)",2170,479,18,,1673
"Casado(a) (067)",5498,1116,57,13,4314
"Viudo(a) (068)",2279,261,8,5,2005
"Divorciado(a) (069)",176,33,4,,139
"Soltero(a) (070)",10380,4743,73,14,5551
