"CUADRO Nº 20: TOTAL DE VIVIENDAS PARTICULARES CON OCUPANTES PRESENTES, POR RÉGIMEN DE TENENCIA, SEGÚN DEPARTAMENTO, PROVINCIA, ÁREA URBANA Y RURAL, TIPO DE VIVIENDA Y TOTAL DE OCUPANTES PRESENTES",,,,,,,
,,,,,,,
"DEPARTAMENTO, PROVINCIA, ÁREA URBANA Y RURAL, TIPO DE VIVIENDA Y TOTAL DE OCUPANTES PRESENTES",TOTAL,"RÉGIMEN DE TENENCIA",,,,,
,,ALQUILADA,"PROPIA POR INVASIÓN","PROPIA PAGÁNDOLA A PLAZOS","PROPIA TOTALMENTE PAGADA","CEDIDA POR EL CENTRO DE TRABAJO/OTRO HOGAR /INSTITUCIÓN","OTRA FORMA"
,,,,,,,
"Provincia HUANCABAMBA",,,,,,,
"Viviendas particulares (001)",28586,1394,786,178,24701,546,981
"Ocupantes presentes (002)",123735,4862,3017,811,109139,2127,3779
"Casa independiente",,,,,,,
"Viviendas particulares (004)",28025,1335,781,175,24250,510,974
"Ocupantes presentes (005)",121579,4668,3003,795,107346,2007,3760
"Departamento en edificio",,,,,,,
"Vivienda en quinta",,,,,,,
"Viviendas particulares (010)",32,15,,,17,,
"Ocupantes presentes (011)",121,51,,,70,,
"Vivienda en casa de vecindad",,,,,,,
"Viviendas particulares (013)",51,28,,1,19,2,1
"Ocupantes presentes (014)",194,86,,9,88,8,3
"Choza o cabaña",,,,,,,
"Viviendas particulares (016)",457,10,5,2,408,27,5
"Ocupantes presentes (017)",1779,35,14,7,1612,98,13
"Vivienda improvisada",,,,,,,
"Viviendas particulares (019)",10,5,,,2,2,1
"Ocupantes presentes (020)",32,20,,,3,6,3
"Local no dest.para hab. humana",,,,,,,
"Viviendas particulares (022)",9,1,,,3,5,
"Ocupantes presentes (023)",19,2,,,9,8,
"Otro tipo",,,,,,,
"Viviendas particulares (025)",2,,,,2,,
"Ocupantes presentes (026)",11,,,,11,,
,,,,,,,
URBANA,,,,,,,
"Viviendas particulares (028)",3864,692,34,48,2837,57,196
"Ocupantes presentes (029)",15078,2381,129,209,11495,175,689
"Casa independiente",,,,,,,
"Viviendas particulares (031)",3768,644,34,47,2798,51,194
"Ocupantes presentes (032)",14722,2224,129,200,11329,157,683
"Departamento en edificio",,,,,,,
"Vivienda en quinta",,,,,,,
"Viviendas particulares (037)",32,15,,,17,,
"Ocupantes presentes (038)",121,51,,,70,,
"Vivienda en casa de vecindad",,,,,,,
"Viviendas particulares (040)",51,28,,1,19,2,1
"Ocupantes presentes (041)",194,86,,9,88,8,3
"Choza o cabaña",,,,,,,
"Vivienda improvisada",,,,,,,
"Viviendas particulares (046)",10,5,,,2,2,1
"Ocupantes presentes (047)",32,20,,,3,6,3
"Local no dest.para hab. humana",,,,,,,
"Viviendas particulares (049)",2,,,,,2,
"Ocupantes presentes (050)",4,,,,,4,
"Otro tipo",,,,,,,
"Viviendas particulares (052)",1,,,,1,,
"Ocupantes presentes (053)",5,,,,5,,
,,,,,,,
RURAL,,,,,,,
"Viviendas particulares (055)",24722,702,752,130,21864,489,785
"Ocupantes presentes (056)",108657,2481,2888,602,97644,1952,3090
"Casa independiente",,,,,,,
"Viviendas particulares (058)",24257,691,747,128,21452,459,780
"Ocupantes presentes (059)",106857,2444,2874,595,96017,1850,3077
"Departamento en edificio",,,,,,,
"Vivienda en quinta",,,,,,,
"Vivienda en casa de vecindad",,,,,,,
"Choza o cabaña",,,,,,,
"Viviendas particulares (070)",457,10,5,2,408,27,5
"Ocupantes presentes (071)",1779,35,14,7,1612,98,13
"Vivienda improvisada",,,,,,,
"Local no dest.para hab. humana",,,,,,,
"Viviendas particulares (076)",7,1,,,3,3,
"Ocupantes presentes (077)",15,2,,,9,4,
"Otro tipo",,,,,,,
"Viviendas particulares (079)",1,,,,1,,
"Ocupantes presentes (080)",6,,,,6,,
