"CUADRO Nº 4: POBLACIÓN DE 6 Y MÁS AÑOS DE EDAD, POR AFILIACIÓN A ALGÚN TIPO DE SEGURO DE SALUD, SEGÚN DEPARTAMENTO, PROVINCIA, DISTRITO, ÁREA URBANA Y RURAL, SEXO Y CONDICIÓN DE ACTIVIDAD",,,,,
,,,,,
"DEPARTAMENTO, PROVINCIA, DISTRITO, ÁREA URBANA Y RURAL, SEXO Y CONDICION DE ACTIVIDAD",TOTAL,"AFILIADO A ALGÚN SEGURO DE SALUD",,,
,,"SIS (SEGURO INTEGRAL DE SALUD)",ESSALUD,"OTRO SEGURO DE SALUD",NINGUNO
,,,,,
"Provincia PARINACOCHAS (000)",26146,13031,3388,436,9306
"Hombres (001)",13150,5965,1794,300,5101
"Mujeres (002)",12996,7066,1594,136,4205
"PEA (003)",10292,3783,1782,284,4453
"Hombres (004)",6986,2362,1103,224,3305
"Mujeres (005)",3306,1421,679,60,1148
"Ocupada (006)",10001,3668,1770,278,4295
"Hombres (007)",6788,2294,1097,220,3185
"Mujeres (008)",3213,1374,673,58,1110
"Desocupada (009)",291,115,12,6,158
"Hombres (010)",198,68,6,4,120
"Mujeres (011)",93,47,6,2,38
"No PEA (012)",15854,9248,1606,152,4853
"Hombres (013)",6164,3603,691,76,1796
"Mujeres (014)",9690,5645,915,76,3057
,,,,,
"URBANA (018)",15115,6486,2872,309,5461
"Hombres (019)",7493,2899,1430,200,2973
"Mujeres (020)",7622,3587,1442,109,2488
"PEA (021)",6261,2002,1424,192,2653
"Hombres (022)",4043,1161,813,141,1936
"Mujeres (023)",2218,841,611,51,717
"Ocupada (024)",6061,1922,1413,188,2548
"Hombres (025)",3920,1121,808,139,1860
"Mujeres (026)",2141,801,605,49,688
"Desocupada (027)",200,80,11,4,105
"Hombres (028)",123,40,5,2,76
"Mujeres (029)",77,40,6,2,29
"No PEA (030)",8854,4484,1448,117,2808
"Hombres (031)",3450,1738,617,59,1037
"Mujeres (032)",5404,2746,831,58,1771
,,,,,
"RURAL (036)",11031,6545,516,127,3845
"Hombres (037)",5657,3066,364,100,2128
"Mujeres (038)",5374,3479,152,27,1717
"PEA (039)",4031,1781,358,92,1800
"Hombres (040)",2943,1201,290,83,1369
"Mujeres (041)",1088,580,68,9,431
"Ocupada (042)",3940,1746,357,90,1747
"Hombres (043)",2868,1173,289,81,1325
"Mujeres (044)",1072,573,68,9,422
"Desocupada (045)",91,35,1,2,53
"Hombres (046)",75,28,1,2,44
"Mujeres (047)",16,7,,,9
"No PEA (048)",7000,4764,158,35,2045
"Hombres (049)",2714,1865,74,17,759
"Mujeres (050)",4286,2899,84,18,1286
