"CUADRO Nº 4: POBLACIÓN EN VIVIENDAS PARTICULARES DE 3 Y MÁS AÑOS DE EDAD, POR NIVEL EDUCATIVO ALCANZADO, SEGÚN DEPARTAMENTO, PROVINCIA, ÁREA URBANA Y RURAL, SEXO Y RELACIÓN DE PARENTESCO CON EL JEFE DEL HOGAR",,,,,,,,,
,,,,,,,,,
"DEPARTAMENTO, PROVINCIA, ÁREA URBANA Y RURAL, SEXO E IDIOMA O LENGUA CON LA QUE APRENDIÓ A HABLAR",TOTAL,"NIVEL EDUCATIVO ALCANZADO",,,,,,,
,,"SIN NIVEL","EDUCACIÓN INICIAL",PRIMARIA,SECUNDARIA,"SUP. NO UNIV. INCOMPLETA","SUP. NO UNIV. COMPLETA","SUP. UNIV. INCOMPLETA","SUP. UNIV. COMPLETA"
,,,,,,,,,
"Provincia LA UNION (000)",14442,3571,415,5883,2989,293,572,174,545
"Jefe o Jefa (001)",4710,1056,2,1851,977,126,287,83,328
"Esposa(o)/ compa¤era(o) (002)",2602,882,5,946,453,52,140,24,100
"Hijo(a)/ hijastro(a) (003)",5351,1109,344,2438,1187,78,84,50,61
"Yerno/ nuera (004)",148,22,,45,47,8,15,2,9
"Nieto(a) (005)",439,144,38,195,55,4,,2,1
"Padres/ suegros (006)",199,120,,64,10,2,1,,2
"Otro(a) pariente (007)",668,176,21,251,160,15,23,5,17
"Trabajador(a) del hogar (008)",34,8,,10,15,,1,,
"Pensionista (009)",4,,,3,1,,,,
"Otro(a) no pariente (010)",287,54,5,80,84,8,21,8,27
"Hombres (012)",7168,1188,202,3089,1817,171,313,107,281
"Jefe o Jefa (013)",3215,413,1,1416,795,96,221,64,209
"Esposa(o)/ compa¤era(o) (014)",230,30,,67,82,7,27,2,15
"Hijo(a)/ hijastro(a) (015)",2829,551,171,1254,711,47,37,31,27
"Yerno/ nuera (016)",66,8,,14,26,4,7,2,5
"Nieto(a) (017)",222,75,16,94,33,3,,,1
"Padres/ suegros (018)",48,14,,30,3,1,,,
"Otro(a) pariente (019)",359,65,10,153,100,8,11,2,10
"Trabajador(a) del hogar (020)",14,3,,5,5,,1,,
"Pensionista (021)",4,,,3,1,,,,
"Otro(a) no pariente (022)",181,29,4,53,61,5,9,6,14
"Mujeres (024)",7274,2383,213,2794,1172,122,259,67,264
"Jefe o Jefa (025)",1495,643,1,435,182,30,66,19,119
"Esposa(o)/ compa¤era(o) (026)",2372,852,5,879,371,45,113,22,85
"Hijo(a)/ hijastro(a) (027)",2522,558,173,1184,476,31,47,19,34
"Yerno/ nuera (028)",82,14,,31,21,4,8,,4
"Nieto(a) (029)",217,69,22,101,22,1,,2,
"Padres/ suegros (030)",151,106,,34,7,1,1,,2
"Otro(a) pariente (031)",309,111,11,98,60,7,12,3,7
"Trabajador(a) del hogar (032)",20,5,,5,10,,,,
"Otro(a) no pariente (034)",106,25,1,27,23,3,12,2,13
,,,,,,,,,
"URBANA (036)",6932,1247,225,2678,1676,191,369,118,428
"Jefe o Jefa (037)",2309,359,1,829,542,84,174,61,259
"Esposa(o)/ compa¤era(o) (038)",1181,267,3,435,244,38,94,13,87
"Hijo(a)/ hijastro(a) (039)",2569,422,187,1119,666,49,57,28,41
"Yerno/ nuera (040)",57,2,,13,24,4,7,1,6
"Nieto(a) (041)",191,55,19,85,30,,,2,
"Padres/ suegros (042)",88,53,,26,7,,,,2
"Otro(a) pariente (043)",322,59,12,114,97,8,18,5,9
"Trabajador(a) del hogar (044)",22,1,,8,12,,1,,
"Pensionista (045)",3,,,3,,,,,
"Otro(a) no pariente (046)",190,29,3,46,54,8,18,8,24
"Hombres (048)",3399,377,114,1356,983,109,177,74,209
"Jefe o Jefa (049)",1509,87,1,603,426,66,121,46,159
