"CUADRO Nº 14: VIVIENDAS PARTICULARES CON OCUPANTES PRESENTES QUE NO DISPONEN DEL SERVICIO DE AGUA TODOS LOS DÍAS DE LA SEMANA, POR NÚMERO DE HORAS AL DÍA QUE DISPONEN DEL SERVICIO EN LOS DÍAS QUE CUENTAN CON ESTE SERVICIO, SEGÚN DEPARTAMENTO, PROVINCIA, DISTRITO, ÁREA URBANA Y RURAL, TIPO DE VIVIENDA Y TOTAL DE OCUPANTES PRESENTES",,,,,,,,,
,,,,,,,,,
"DEPARTAMENTO, PROVINCIA, DISTRITO, ÁREA URBANA Y RURAL, TIPO DE VIVIENDA Y TOTAL DE OCUPANTES PRESENTES",TOTAL,"NÚMERO DE HORAS AL DÍA QUE DISPONE DE AGUA",,,,,,,
,,1-3,4-6,7-9,10-12,13-15,16-18,19-21,22-24
,,,,,,,,,
"Provincia SATIPO",,,,,,,,,
"Viviendas particulares (001)",1593,369,187,111,185,36,21,19,665
"Ocupantes presentes (002)",7099,1504,880,501,756,126,65,88,3179
"Casa independiente",,,,,,,,,
"Viviendas particulares (004)",1308,284,164,95,134,20,16,16,579
"Ocupantes presentes (005)",6032,1220,778,432,586,86,54,80,2796
"Departamento en edificio",,,,,,,,,
"Viviendas particulares (007)",16,3,1,4,2,2,,,4
"Ocupantes presentes (008)",61,8,8,13,7,7,,,18
"Vivienda en quinta",,,,,,,,,
"Viviendas particulares (010)",105,30,7,9,36,6,3,1,13
"Ocupantes presentes (011)",381,118,38,43,109,18,7,4,44
"Vivienda en casa de vecindad",,,,,,,,,
"Viviendas particulares (013)",118,23,9,3,12,7,2,2,60
"Ocupantes presentes (014)",446,56,34,13,50,14,4,4,271
"Choza o cabaña",,,,,,,,,
"Viviendas particulares (016)",29,24,4,,,,,,1
"Ocupantes presentes (017)",109,86,14,,,,,,9
"Vivienda improvisada",,,,,,,,,
"Viviendas particulares (019)",16,5,2,,1,,,,8
"Ocupantes presentes (020)",69,16,8,,4,,,,41
"Local no dest.para hab. humana",,,,,,,,,
"Viviendas particulares (022)",1,,,,,1,,,
"Ocupantes presentes (023)",1,,,,,1,,,
"Otro tipo",,,,,,,,,
,,,,,,,,,
URBANA,,,,,,,,,
"Viviendas particulares (028)",1402,303,144,89,165,34,19,13,635
"Ocupantes presentes (029)",6286,1259,704,392,655,123,55,58,3040
"Casa independiente",,,,,,,,,
"Viviendas particulares (031)",1146,242,125,73,114,18,14,10,550
"Ocupantes presentes (032)",5328,1061,616,323,485,83,44,50,2666
"Departamento en edificio",,,,,,,,,
"Viviendas particulares (034)",16,3,1,4,2,2,,,4
"Ocupantes presentes (035)",61,8,8,13,7,7,,,18
"Vivienda en quinta",,,,,,,,,
"Viviendas particulares (037)",105,30,7,9,36,6,3,1,13
"Ocupantes presentes (038)",381,118,38,43,109,18,7,4,44
"Vivienda en casa de vecindad",,,,,,,,,
"Viviendas particulares (040)",118,23,9,3,12,7,2,2,60
"Ocupantes presentes (041)",446,56,34,13,50,14,4,4,271
"Choza o cabaña",,,,,,,,,
"Vivienda improvisada",,,,,,,,,
"Viviendas particulares (046)",16,5,2,,1,,,,8
"Ocupantes presentes (047)",69,16,8,,4,,,,41
"Local no dest.para hab. humana",,,,,,,,,
"Viviendas particulares (049)",1,,,,,1,,,
"Ocupantes presentes (050)",1,,,,,1,,,
"Otro tipo",,,,,,,,,
,,,,,,,,,
RURAL,,,,,,,,,
"Viviendas particulares (055)",191,66,43,22,20,2,2,6,30
"Ocupantes presentes (056)",813,245,176,109,101,3,10,30,139
"Casa independiente",,,,,,,,,
"Viviendas particulares (058)",162,42,39,22,20,2,2,6,29
"Ocupantes presentes (059)",704,159,162,109,101,3,10,30,130
"Departamento en edificio",,,,,,,,,
"Vivienda en quinta",,,,,,,,,
"Vivienda en casa de vecindad",,,,,,,,,
"Choza o cabaña",,,,,,,,,
"Viviendas particulares (070)",29,24,4,,,,,,1
"Ocupantes presentes (071)",109,86,14,,,,,,9
"Vivienda improvisada",,,,,,,,,
"Local no dest.para hab. humana",,,,,,,,,
"Otro tipo",,,,,,,,,
