"CUADRO Nº 5: POBLACIÓN DE 12 Y MÁS AÑOS DE EDAD, POR AFILIACIÓN A ALGÚN TIPO DE SEGURO DE SALUD, SEGÚN DEPARTAMENTO, PROVINCIA, ÁREA URBANA Y RURAL, SEXO Y ESTADO CIVIL",,,,,
,,,,,
"DEPARTAMENTO, PROVINCIA, ÁREA URBANA Y RURAL, SEXO Y ESTADO CIVIL",TOTAL,"AFILIADO A ALGÚN SEGURO DE SALUD",,,
,,"SIS (SEGURO INTEGRAL DE SALUD)",ESSALUD,"OTRO SEGURO DE SALUD",NINGUNO
,,,,,
"Provincia HUALGAYOC (000)",66438,6972,3840,890,54856
"Conviviente (001)",25197,1453,1134,235,22402
"Separado(a) (002)",2138,123,76,17,1924
"Casado(a) (003)",13759,610,1394,337,11476
"Viudo(a) (004)",2827,77,74,15,2662
"Divorciado(a) (005)",173,8,18,5,143
"Soltero(a) (006)",22344,4701,1144,281,16249
"Hombres (008)",31796,3253,2392,598,25657
"Conviviente (009)",12372,472,763,169,10992
"Separado(a) (010)",269,8,22,7,234
"Casado(a) (011)",6919,249,886,245,5594
"Viudo(a) (012)",702,18,29,7,649
"Divorciado(a) (013)",41,2,10,4,26
"Soltero(a) (014)",11493,2504,682,166,8162
"Mujeres (016)",34642,3719,1448,292,29199
"Conviviente (017)",12825,981,371,66,11410
"Separado(a) (018)",1869,115,54,10,1690
"Casado(a) (019)",6840,361,508,92,5882
"Viudo(a) (020)",2125,59,45,8,2013
"Divorciado(a) (021)",132,6,8,1,117
"Soltero(a) (022)",10851,2197,462,115,8087
,,,,,
"URBANA (024)",15840,1035,2969,562,11384
"Conviviente (025)",4936,218,850,120,3772
"Separado(a) (026)",481,27,65,12,379
"Casado(a) (027)",4359,194,1111,243,2865
"Viudo(a) (028)",498,12,57,6,424
"Divorciado(a) (029)",64,6,15,2,42
"Soltero(a) (030)",5502,578,871,179,3902
"Hombres (032)",8133,485,1849,381,5514
"Conviviente (033)",2571,72,581,85,1855
"Separado(a) (034)",88,3,22,5,60
"Casado(a) (035)",2318,84,693,175,1417
"Viudo(a) (036)",136,1,22,3,111
"Divorciado(a) (037)",23,2,9,2,11
"Soltero(a) (038)",2997,323,522,111,2060
"Mujeres (040)",7707,550,1120,181,5870
"Conviviente (041)",2365,146,269,35,1917
"Separado(a) (042)",393,24,43,7,319
"Casado(a) (043)",2041,110,418,68,1448
"Viudo(a) (044)",362,11,35,3,313
"Divorciado(a) (045)",41,4,6,,31
"Soltero(a) (046)",2505,255,349,68,1842
,,,,,
"RURAL (048)",50598,5937,871,328,43472
"Conviviente (049)",20261,1235,284,115,18630
"Separado(a) (050)",1657,96,11,5,1545
"Casado(a) (051)",9400,416,283,94,8611
"Viudo(a) (052)",2329,65,17,9,2238
"Divorciado(a) (053)",109,2,3,3,101
"Soltero(a) (054)",16842,4123,273,102,12347
"Hombres (056)",23663,2768,543,217,20143
"Conviviente (057)",9801,400,182,84,9137
"Separado(a) (058)",181,5,,2,174
"Casado(a) (059)",4601,165,193,70,4177
"Viudo(a) (060)",566,17,7,4,538
"Divorciado(a) (061)",18,,1,2,15
"Soltero(a) (062)",8496,2181,160,55,6102
"Mujeres (064)",26935,3169,328,111,23329
"Conviviente (065)",10460,835,102,31,9493
"Separado(a) (066)",1476,91,11,3,1371
"Casado(a) (067)",4799,251,90,24,4434
"Viudo(a) (068)",1763,48,10,5,1700
"Divorciado(a) (069)",91,2,2,1,86
"Soltero(a) (070)",8346,1942,113,47,6245
