"CUADRO Nº 4: POBLACIÓN TOTAL EN VIVIENDAS PARTICULARES, POR GRANDES GRUPOS DE EDAD, SEGÚN DEPARTAMENTO, PROVINCIA, ÁREA URBANA Y RURAL, SEXO Y PARENTESCO CON EL JEFE DEL HOGAR",,,,,,,
,,,,,,,
"PROVINCIA, DISTRITO, ÁREA, URBANA Y RURAL, SEXO Y PARENTESCO CON EL JEFE DEL HOGAR",TOTAL,"GRANDES GRUPOS DE EDAD",,,,,
,,"MENOS DE 1 AÑO","1 A 14 AÑOS","15 A 29 AÑOS","30 A 44 AÑOS","45 A 64 AÑOS","65 A MÁS AÑOS"
,,,,,,,
"Provincia BELLAVISTA (000)",48716,1164,16849,12860,9885,5936,2022
"Jefe o Jefa (001)",11686,,24,2304,4893,3368,1097
"Esposa(o) / compañera(o) (002)",8857,,23,3004,3507,1904,419
"Hijo(a) / hijastro(a) (003)",20294,835,13689,5044,612,113,1
"Yerno / nuera (004)",708,,26,524,142,15,1
"Nieto(a) (005)",2232,221,1721,275,15,,
"Padres / suegros (006)",623,,,2,49,186,386
"Otro(a) pariente (007)",3229,94,1236,1123,441,239,96
"Trabajador(a) del hogar (008)",120,,16,88,8,8,
"Pensionistas (009)",35,,,20,11,4,
"Otro(a) no pariente (010)",932,14,114,476,207,99,22
"Hombres (011)",25909,584,8673,6723,5498,3396,1035
"Jefe o Jefa (012)",10145,,19,1967,4364,2945,850
"Esposa(o) / compañera(o) (013)",312,,5,100,133,60,14
"Hijo(a) / hijastro(a) (014)",11163,420,7022,3234,416,71,
"Yerno / nuera (015)",261,,7,141,100,12,1
"Nieto(a) (016)",1226,111,919,187,9,,
"Padres / suegros (017)",216,,,1,24,77,114
"Otro(a) pariente (018)",1896,46,635,756,277,140,42
"Trabajador(a) del hogar (019)",16,,2,8,4,2,
"Pensionistas (020)",27,,,12,11,4,
"Otro(a) no pariente (021)",647,7,64,317,160,85,14
"Mujeres (022)",22807,580,8176,6137,4387,2540,987
"Jefe o Jefa (023)",1541,,5,337,529,423,247
"Esposa(o) / compañera(o) (024)",8545,,18,2904,3374,1844,405
"Hijo(a) / hijastro(a) (025)",9131,415,6667,1810,196,42,1
"Yerno / nuera (026)",447,,19,383,42,3,
"Nieto(a) (027)",1006,110,802,88,6,,
"Padres / suegros (028)",407,,,1,25,109,272
"Otro(a) pariente (029)",1333,48,601,367,164,99,54
"Trabajador(a) del hogar (030)",104,,14,80,4,6,
"Pensionistas (031)",8,,,8,,,
"Otro(a) no pariente (032)",285,7,50,159,47,14,8
,,,,,,,
"URBANA (033)",26604,547,8627,6848,5747,3563,1272
"Jefe o Jefa (034)",6501,,10,1004,2783,2031,673
"Esposa(o) / compañera(o) (035)",4867,,4,1348,2088,1159,268
"Hijo(a) / hijastro(a) (036)",10733,360,6853,3039,402,78,1
"Yerno / nuera (037)",416,,11,301,94,9,1
"Nieto(a) (038)",1454,142,1119,183,10,,
"Padres / suegros (039)",351,,,,7,83,261
"Otro(a) pariente (040)",1592,35,544,584,233,142,54
"Trabajador(a) del hogar (041)",104,,14,77,7,6,
"Pensionistas (042)",13,,,9,2,2,
"Otro(a) no pariente (043)",573,10,72,303,121,53,14
"Hombres (044)",13869,266,4457,3467,3068,1989,622
"Jefe o Jefa (045)",5509,,9,815,2424,1756,505
"Esposa(o) / compañera(o) (046)",160,,3,47,66,30,14
"Hijo(a) / hijastro(a) (047)",5867,180,3532,1847,263,45,
"Yerno / nuera (048)",157,,3,79,67,7,1
"Nieto(a) (049)",794,67,600,121,6,,
"Padres / suegros (050)",103,,,,3,24,76
"Otro(a) pariente (051)",903,13,268,377,146,80,19
"Trabajador(a) del hogar (052)",12,,2,5,4,1,
"Pensionistas (053)",9,,,5,2,2,
"Otro(a) no pariente (054)",355,6,40,171,87,44,7
"Mujeres (055)",12735,281,4170,3381,2679,1574,650
"Jefe o Jefa (056)",992,,1,189,359,275,168
"Esposa(o) / compañera(o) (057)",4707,,1,1301,2022,1129,254
"Hijo(a) / hijastro(a) (058)",4866,180,3321,1192,139,33,1
"Yerno / nuera (059)",259,,8,222,27,2,
"Nieto(a) (060)",660,75,519,62,4,,
"Padres / suegros (061)",248,,,,4,59,185
"Otro(a) pariente (062)",689,22,276,207,87,62,35
"Trabajador(a) del hogar (063)",92,,12,72,3,5,
"Pensionistas (064)",4,,,4,,,
"Otro(a) no pariente (065)",218,4,32,132,34,9,7
,,,,,,,
"RURAL (066)",22112,617,8222,6012,4138,2373,750
"Jefe o Jefa (067)",5185,,14,1300,2110,1337,424
"Esposa(o) / compañera(o) (068)",3990,,19,1656,1419,745,151
"Hijo(a) / hijastro(a) (069)",9561,475,6836,2005,210,35,
"Yerno / nuera (070)",292,,15,223,48,6,
"Nieto(a) (071)",778,79,602,92,5,,
"Padres / suegros (072)",272,,,2,42,103,125
"Otro(a) pariente (073)",1637,59,692,539,208,97,42
"Trabajador(a) del hogar (074)",16,,2,11,1,2,
"Pensionistas (075)",22,,,11,9,2,
"Otro(a) no pariente (076)",359,4,42,173,86,46,8
"Hombres (077)",12040,318,4216,3256,2430,1407,413
"Jefe o Jefa (078)",4636,,10,1152,1940,1189,345
"Esposa(o) / compañera(o) (079)",152,,2,53,67,30,
"Hijo(a) / hijastro(a) (080)",5296,240,3490,1387,153,26,
"Yerno / nuera (081)",104,,4,62,33,5,
"Nieto(a) (082)",432,44,319,66,3,,
"Padres / suegros (083)",113,,,1,21,53,38
"Otro(a) pariente (084)",993,33,367,379,131,60,23
"Trabajador(a) del hogar (085)",4,,,3,,1,
"Pensionistas (086)",18,,,7,9,2,
"Otro(a) no pariente (087)",292,1,24,146,73,41,7
"Mujeres (088)",10072,299,4006,2756,1708,966,337
"Jefe o Jefa (089)",549,,4,148,170,148,79
"Esposa(o) / compañera(o) (090)",3838,,17,1603,1352,715,151
"Hijo(a) / hijastro(a) (091)",4265,235,3346,618,57,9,
"Yerno / nuera (092)",188,,11,161,15,1,
"Nieto(a) (093)",346,35,283,26,2,,
"Padres / suegros (094)",159,,,1,21,50,87
"Otro(a) pariente (095)",644,26,325,160,77,37,19
"Trabajador(a) del hogar (096)",12,,2,8,1,1,
"Pensionistas (097)",4,,,4,,,
"Otro(a) no pariente (098)",67,3,18,27,13,5,1
