"CUADRO Nº 19: VIVIENDAS PARTICULARES CON OCUPANTES PRESENTES, POR NÚMERO DE HABITACIONES DE LA VIVIENDA, SEGÚN DEPARTAMENTO, PROVINCIA, DISTRITO, ÁREA URBANA Y RURAL, TIPO DE VIVIENDA Y TOTAL DE OCUPANTES PRESENTES",,,,,,,,,
,,,,,,,,,
"DEPARTAMENTO, PROVINCIA, DISTRITO, ÁREA URBANA Y RURAL, TIPO DE VIVIENDA Y TOTAL DE OCUPANTES PRESENTES",TOTAL,"NÚMERO DE HABITACIONES DE LA VIVIENDA",,,,,,,
,,1,2,3,4,5,6,7,"8 Y MÁS"
,,,,,,,,,
"Provincia ACOBAMBA",,,,,,,,,
"Viviendas particulares (001)",14895,2584,5354,2498,2853,613,549,124,320
"Ocupantes presentes (002)",63458,8559,21561,11734,13454,3153,2786,611,1600
"Casa independiente",,,,,,,,,
"Viviendas particulares (004)",14493,2449,5229,2449,2810,598,541,117,300
"Ocupantes presentes (005)",61918,8181,21051,11477,13267,3068,2753,592,1529
"Departamento en edificio",,,,,,,,,
"Vivienda en quinta",,,,,,,,,
"Viviendas particulares (010)",171,60,35,15,19,7,8,7,20
"Ocupantes presentes (011)",628,166,131,90,86,32,33,19,71
"Vivienda en casa de vecindad",,,,,,,,,
"Viviendas particulares (013)",47,24,10,4,7,2,,,
"Ocupantes presentes (014)",163,61,38,17,33,14,,,
"Choza o cabaña",,,,,,,,,
"Viviendas particulares (016)",171,43,76,29,17,6,,,
"Ocupantes presentes (017)",706,133,324,142,68,39,,,
"Vivienda improvisada",,,,,,,,,
"Viviendas particulares (019)",5,3,1,1,,,,,
"Ocupantes presentes (020)",19,7,4,8,,,,,
"Local no dest.para hab. humana",,,,,,,,,
"Viviendas particulares (022)",6,3,3,,,,,,
"Ocupantes presentes (023)",20,7,13,,,,,,
"Otro tipo",,,,,,,,,
"Viviendas particulares (025)",2,2,,,,,,,
"Ocupantes presentes (026)",4,4,,,,,,,
,,,,,,,,,
URBANA,,,,,,,,,
"Viviendas particulares (028)",4686,553,1339,802,1133,320,267,67,205
"Ocupantes presentes (029)",19014,1588,4924,3414,5045,1533,1268,296,946
"Casa independiente",,,,,,,,,
"Viviendas particulares (031)",4461,465,1292,782,1107,311,259,60,185
"Ocupantes presentes (032)",18202,1353,4750,3299,4926,1487,1235,277,875
"Departamento en edificio",,,,,,,,,
"Vivienda en quinta",,,,,,,,,
"Viviendas particulares (037)",171,60,35,15,19,7,8,7,20
"Ocupantes presentes (038)",628,166,131,90,86,32,33,19,71
"Vivienda en casa de vecindad",,,,,,,,,
"Viviendas particulares (040)",47,24,10,4,7,2,,,
"Ocupantes presentes (041)",163,61,38,17,33,14,,,
"Choza o cabaña",,,,,,,,,
"Vivienda improvisada",,,,,,,,,
"Viviendas particulares (046)",5,3,1,1,,,,,
"Ocupantes presentes (047)",19,7,4,8,,,,,
"Local no dest.para hab. humana",,,,,,,,,
"Viviendas particulares (049)",2,1,1,,,,,,
"Ocupantes presentes (050)",2,1,1,,,,,,
"Otro tipo",,,,,,,,,
,,,,,,,,,
RURAL,,,,,,,,,
"Viviendas particulares (055)",10209,2031,4015,1696,1720,293,282,57,115
"Ocupantes presentes (056)",44444,6971,16637,8320,8409,1620,1518,315,654
"Casa independiente",,,,,,,,,
"Viviendas particulares (058)",10032,1984,3937,1667,1703,287,282,57,115
"Ocupantes presentes (059)",43716,6828,16301,8178,8341,1581,1518,315,654
"Departamento en edificio",,,,,,,,,
"Vivienda en quinta",,,,,,,,,
"Vivienda en casa de vecindad",,,,,,,,,
"Choza o cabaña",,,,,,,,,
"Viviendas particulares (070)",171,43,76,29,17,6,,,
"Ocupantes presentes (071)",706,133,324,142,68,39,,,
"Vivienda improvisada",,,,,,,,,
"Local no dest.para hab. humana",,,,,,,,,
"Viviendas particulares (076)",4,2,2,,,,,,
"Ocupantes presentes (077)",18,6,12,,,,,,
"Otro tipo",,,,,,,,,
"Viviendas particulares (079)",2,2,,,,,,,
"Ocupantes presentes (080)",4,4,,,,,,,
