"CUADRO Nº 9: POBLACIÓN DE 3 A 24 AÑOS DE EDAD, POR CONDICIÓN DE ALFABETISMO, SEGÚN DEPARTAMENTO, PROVINCIA, DISTRITO, ÁREA URBANA Y RURAL, SEXO Y GRUPOS DE EDAD NORMATIVA DE ESTUDIOS",,,
,,,
"DEPARTAMENTO, PROVINCIA, DISTRITO, ÁREA URBANA Y RURAL, SEXO Y EDAD NORMATIVA DE ESTUDIOS",TOTAL,"CONDICIÓN DE ALFABETISMO",
,,"SABE LEER Y ESCRIBIR","NO SABE LEER NI ESCRIBIR"
,,,
"Provincia JULCAN (000)",16186,12800,3386
"De 3 a 5 años (001)",2599,130,2469
"De 6 a 11 años (002)",5193,4568,625
"De 12 a 16 años (003)",4303,4209,94
"De 17 a 24 años (004)",4091,3893,198
"Hombres (005)",8182,6536,1646
"De 3 a 5 años (006)",1311,66,1245
"De 6 a 11 años (007)",2588,2283,305
"De 12 a 16 años (008)",2246,2207,39
"De 17 a 24 años (009)",2037,1980,57
"Mujeres (010)",8004,6264,1740
"De 3 a 5 años (011)",1288,64,1224
"De 6 a 11 años (012)",2605,2285,320
"De 12 a 16 años (013)",2057,2002,55
"De 17 a 24 años (014)",2054,1913,141
,,,
"URBANA (015)",2154,1787,367
"De 3 a 5 años (016)",315,30,285
"De 6 a 11 años (017)",655,600,55
"De 12 a 16 años (018)",662,651,11
"De 17 a 24 años (019)",522,506,16
"Hombres (020)",1079,902,177
"De 3 a 5 años (021)",161,19,142
"De 6 a 11 años (022)",320,295,25
"De 12 a 16 años (023)",355,351,4
"De 17 a 24 años (024)",243,237,6
"Mujeres (025)",1075,885,190
"De 3 a 5 años (026)",154,11,143
"De 6 a 11 años (027)",335,305,30
"De 12 a 16 años (028)",307,300,7
"De 17 a 24 años (029)",279,269,10
,,,
"RURAL (030)",14032,11013,3019
"De 3 a 5 años (031)",2284,100,2184
"De 6 a 11 años (032)",4538,3968,570
"De 12 a 16 años (033)",3641,3558,83
"De 17 a 24 años (034)",3569,3387,182
"Hombres (035)",7103,5634,1469
"De 3 a 5 años (036)",1150,47,1103
"De 6 a 11 años (037)",2268,1988,280
"De 12 a 16 años (038)",1891,1856,35
"De 17 a 24 años (039)",1794,1743,51
"Mujeres (040)",6929,5379,1550
"De 3 a 5 años (041)",1134,53,1081
"De 6 a 11 años (042)",2270,1980,290
"De 12 a 16 años (043)",1750,1702,48
"De 17 a 24 años (044)",1775,1644,131
