"CUADRO Nº 3: POBLACIÓN DE 3 Y MÁS AÑOS DE EDAD, POR AFILIACIÓN A ALGÚN TIPO DE SEGURO DE SALUD, SEGÚN DEPARTAMENTO, PROVINCIA, ÁREA URBANA Y RURAL, SEXO Y LENGUA O IDIOMA CON EL QUE APRENDIÓ A HABLAR",,,,,
,,,,,
"DEPARTAMENTO, PROVINCIA, ÁREA URBANA Y RURAL, SEXO Y LENGUA O IDIOMA CON LA QUE APRENDIO A HABLAR",TOTAL,"AFILIADO A ALGÚN SEGURO DE SALUD",,,
,,"SIS (SEGURO INTEGRAL DE SALUD)",ESSALUD,"OTRO SEGURO DE SALUD",NINGUNO
,,,,,
"Provincia CHINCHEROS (000)",47959,19439,2674,692,25190
"Quechua (001)",38563,15384,1118,395,21681
"Aymara (002)",67,19,12,2,35
"Asháninka (003)",8,5,,1,3
"Otra lengua nativa (004)",6,1,,,5
"Castellano (005)",9154,3972,1542,293,3366
"Idioma Extranjero (006)",1,,,,1
"Es Sordomudo/a (007)",160,58,2,1,99
"Hombres (009)",23808,9241,1343,359,12892
"Quechua (010)",19030,7265,605,175,10995
"Aymara (011)",32,12,7,2,12
"Asháninka (012)",6,3,,1,3
"Otra lengua nativa (013)",4,,,,4
"Castellano (014)",4646,1927,730,181,1823
"Idioma Extranjero (015)",1,,,,1
"Es Sordomudo/a (016)",89,34,1,,54
"Mujeres (018)",24151,10198,1331,333,12298
"Quechua (019)",19533,8119,513,220,10686
"Aymara (020)",35,7,5,,23
"Asháninka (021)",2,2,,,
"Otra lengua nativa (022)",2,1,,,1
"Castellano (023)",4508,2045,812,112,1543
"Es Sordomudo/a (025)",71,24,1,1,45
,,,,,
"URBANA (027)",15523,4895,2060,381,8208
"Quechua (028)",10243,3040,736,137,6336
"Aymara (029)",31,3,12,1,15
"Asháninka (030)",3,1,,1,2
"Otra lengua nativa (031)",4,,,,4
"Castellano (032)",5218,1844,1311,241,1836
"Idioma Extranjero (033)",1,,,,1
"Es Sordomudo/a (034)",23,7,1,1,14
"Hombres (036)",7656,2306,1027,221,4118
"Quechua (037)",5019,1409,405,66,3143
"Aymara (038)",14,1,7,1,5
"Asháninka (039)",3,1,,1,2
"Otra lengua nativa (040)",3,,,,3
"Castellano (041)",2598,890,615,153,951
"Idioma Extranjero (042)",1,,,,1
"Es Sordomudo/a (043)",18,5,,,13
"Mujeres (045)",7867,2589,1033,160,4090
"Quechua (046)",5224,1631,331,71,3193
"Aymara (047)",17,2,5,,10
"Otra lengua nativa (049)",1,,,,1
"Castellano (050)",2620,954,696,88,885
"Es Sordomudo/a (052)",5,2,1,1,1
,,,,,
"RURAL (054)",32436,14544,614,311,16982
"Quechua (055)",28320,12344,382,258,15345
"Aymara (056)",36,16,,1,20
"Asháninka (057)",5,4,,,1
"Otra lengua nativa (058)",2,1,,,1
"Castellano (059)",3936,2128,231,52,1530
"Es Sordomudo/a (061)",137,51,1,,85
"Hombres (063)",16152,6935,316,138,8774
"Quechua (064)",14011,5856,200,109,7852
"Aymara (065)",18,11,,1,7
"Asháninka (066)",3,2,,,1
"Otra lengua nativa (067)",1,,,,1
"Castellano (068)",2048,1037,115,28,872
"Es Sordomudo/a (070)",71,29,1,,41
"Mujeres (072)",16284,7609,298,173,8208
"Quechua (073)",14309,6488,182,149,7493
"Aymara (074)",18,5,,,13
"Asháninka (075)",2,2,,,
"Otra lengua nativa (076)",1,1,,,
"Castellano (077)",1888,1091,116,24,658
"Es Sordomudo/a (079)",66,22,,,44
