"CUADRO Nº 36: POBLACIÓN DESOCUPADA DE 14 Y MÁS AÑOS DE EDAD, POR TIPO DE DESEMPLEO, SEGÚN DEPARTAMENTO, PROVINCIA Y DISTRITO, ÁREA URBANA Y RURAL, SEXO Y GRUPOS DE EDAD",,,
,,,
"DEPARTAMENTO Y PROVINCIA, ÁREA URBANA Y RURAL, SEXO Y GRUPOS DE EDAD",TOTAL,"TIPO DE DESEMPLEO",
,,ASPIRANTE,CESANTE
,,,
"Provincia MARISCAL NIETO (000)",3231,655,2576
"De 14 a 29 años (001)",1524,459,1065
"De 30 a 44 años (002)",1095,171,924
"De 45 a 64 años (003)",506,25,481
"De 65 y más años (004)",106,,106
"Hombres (005)",1829,275,1554
"De 14 a 29 años (006)",815,217,598
"De 30 a 44 años (007)",586,51,535
"De 45 a 64 años (008)",344,7,337
"De 65 y más años (009)",84,,84
"Mujeres (010)",1402,380,1022
"De 14 a 29 años (011)",709,242,467
"De 30 a 44 años (012)",509,120,389
"De 45 a 64 años (013)",162,18,144
"De 65 y más años (014)",22,,22
,,,
"AREA URBANA (015)",2969,601,2368
"De 14 a 29 años (016)",1401,413,988
"De 30 a 44 años (017)",1012,164,848
"De 45 a 64 años (018)",464,24,440
"De 65 y más años (019)",92,,92
"Hombres (020)",1642,243,1399
"De 14 a 29 años (021)",727,190,537
"De 30 a 44 años (022)",530,47,483
"De 45 a 64 años (023)",313,6,307
"De 65 y más años (024)",72,,72
"Mujeres (025)",1327,358,969
"De 14 a 29 años (026)",674,223,451
"De 30 a 44 años (027)",482,117,365
"De 45 a 64 años (028)",151,18,133
"De 65 y más años (029)",20,,20
,,,
"AREA RURAL (030)",262,54,208
"De 14 a 29 años (031)",123,46,77
"De 30 a 44 años (032)",83,7,76
"De 45 a 64 años (033)",42,1,41
"De 65 y más años (034)",14,,14
"Hombres (035)",187,32,155
"De 14 a 29 años (036)",88,27,61
"De 30 a 44 años (037)",56,4,52
"De 45 a 64 años (038)",31,1,30
"De 65 y más años (039)",12,,12
"Mujeres (040)",75,22,53
"De 14 a 29 años (041)",35,19,16
"De 30 a 44 años (042)",27,3,24
"De 45 a 64 años (043)",11,,11
"De 65 y más años (044)",2,,2
