"CUADRO Nº 3: POBLACIÓN DE 6 Y MÁS AÑOS DE EDAD, POR GRANDES GRUPOS DE EDAD, SEGÚN DEPARTAMENTO, PROVINCIA, ÁREA URBANA Y RURAL, NIVEL EDUCATIVO ALCANZADO Y CONDICIÓN DE ACTIVIDAD ECONÓMICA",,,,,,
,,,,,,
"DEPARTAMENTO Y PROVINCIA, ÁREA URBANA Y RURAL, SEXO Y CONDICIÓN DE ACTIVIDAD ECONÓMICA",TOTAL,"GRANDES GRUPOS DE EDAD",,,,
,,"6 A14 AÑOS","15 A 29 AÑOS","30 A 44 AÑOS","45 A 64 AÑOS","65 A MÁS AÑOS"
,,,,,,
"Provincia MORROPON (000)",140818,32844,38632,29634,26040,13668
"Sin nivel (001)",19269,966,1432,4134,6286,6451
"Educación inicial (002)",2162,2022,102,38,,
"Primaria (003)",66744,23533,11346,12656,13284,5925
"Secundaria (004)",39422,6323,20146,8436,3820,697
"Superior no univ. incompleta (005)",3739,,2202,1001,435,101
"Superior no univ. completa (006)",4239,,1374,1672,979,214
"Superior univ. incompleta (007)",2128,,1329,462,280,57
"Superior univ. completa (008)",3115,,701,1235,956,223
"PEA (010)",51202,894,15742,16396,13899,4271
"Sin nivel (011)",6354,53,547,1755,2426,1573
"Educación inicial (012)",68,17,36,15,,
"Primaria (013)",21580,630,5326,6330,7061,2233
"Secundaria (014)",15369,194,7226,5200,2484,265
"Superior no univ. incompleta (015)",1829,,857,639,301,32
"Superior no univ. completa (016)",2841,,865,1202,706,68
"Superior univ. incompleta (017)",981,,439,317,205,20
"Superior univ. completa (018)",2180,,446,938,716,80
"Ocupada (020)",47136,778,13887,15363,13052,4056
"Sin nivel (021)",5877,46,474,1618,2264,1475
"Educación inicial (022)",61,16,30,15,,
"Primaria (023)",19812,546,4686,5860,6593,2127
"Secundaria (024)",13961,170,6336,4880,2318,257
"Superior no univ. incompleta (025)",1708,,781,607,288,32
"Superior no univ. completa (026)",2704,,779,1169,688,68
"Superior univ. incompleta (027)",914,,397,299,199,19
"Superior univ. completa (028)",2099,,404,915,702,78
