"CUADRO Nº 1: POBLACIÓN TOTAL, POR AFILIACIÓN A ALGÚN TIPO DE SEGURO DE SALUD, SEGÚN DEPARTAMENTO, PROVINCIA, DISTRITO, ÁREA URBANA Y RURAL, SEXO Y GRUPOS DE EDAD",,,,,
,,,,,
"DEPARTAMENTO, PROVINCIA, DISTRITO, ÁREA URBANA Y RURAL, SEXO Y GRUPOS DE EDAD",TOTAL,"AFILIADO A ALGÚN SEGURO DE SALUD",,,
,,"SIS (SEGURO INTEGRAL DE SALUD)",ESSALUD,"OTRO SEGURO DE SALUD",NINGUNO
,,,,,
"Provincia SANTA (000)",396434,27916,96520,21969,251361
"Menos de 1 año (001)",6705,1601,1515,246,3359
"De 1 a 14 años (002)",103981,17667,24599,4612,57349
"De 15 a 29 años (003)",107674,4332,15526,5406,82609
"De 30 a 44 años (004)",86112,2160,22494,5546,56378
"De 45 a 64 años (005)",64741,1399,21046,4579,38076
"De 65 y mas años (006)",27221,757,11340,1580,13590
"Hombres (008)",197865,13671,48307,12518,124193
"Menos de 1 año (009)",3436,848,742,133,1720
"De 1 a 14 años (010)",52990,9156,12490,2360,29104
"De 15 a 29 años (011)",53854,1717,7670,3171,41409
"De 30 a 44 años (012)",42082,829,10837,3232,27483
"De 45 a 64 años (013)",31435,696,10062,2683,18249
"De 65 y mas años (014)",14068,425,6506,939,6228
"Mujeres (016)",198569,14245,48213,9451,127168
"Menos de 1 año (017)",3269,753,773,113,1639
"De 1 a 14 años (018)",50991,8511,12109,2252,28245
"De 15 a 29 años (019)",53820,2615,7856,2235,41200
"De 30 a 44 años (020)",44030,1331,11657,2314,28895
"De 45 a 64 años (021)",33306,703,10984,1896,19827
"De 65 y mas años (022)",13153,332,4834,641,7362
,,,,,
"URBANA (024)",370476,22747,95094,21628,232335
"Menos de 1 año (025)",6259,1373,1476,237,3189
"De 1 a 14 años (026)",95860,14096,24219,4532,53258
"De 15 a 29 años (027)",100950,3584,15249,5338,76977
"De 30 a 44 años (028)",81332,1828,22214,5464,52292
"De 45 a 64 años (029)",60883,1194,20810,4516,34720
"De 65 y mas años (030)",25192,672,11126,1541,11899
"Hombres (032)",183965,11016,47571,12320,113879
"Menos de 1 año (033)",3218,738,725,133,1629
"De 1 a 14 años (034)",48690,7212,12309,2313,26976
"De 15 a 29 años (035)",50230,1400,7531,3131,38280
"De 30 a 44 años (036)",39489,697,10686,3185,25220
"De 45 a 64 años (037)",29334,586,9933,2645,16423
"De 65 y mas años (038)",13004,383,6387,913,5351
"Mujeres (040)",186511,11731,47523,9308,118456
"Menos de 1 año (041)",3041,635,751,104,1560
"De 1 a 14 años (042)",47170,6884,11910,2219,26282
"De 15 a 29 años (043)",50720,2184,7718,2207,38697
"De 30 a 44 años (044)",41843,1131,11528,2279,27072
"De 45 a 64 años (045)",31549,608,10877,1871,18297
"De 65 y mas años (046)",12188,289,4739,628,6548
,,,,,
"RURAL (048)",25958,5169,1426,341,19026
"Menos de 1 año (049)",446,228,39,9,170
"De 1 a 14 años (050)",8121,3571,380,80,4091
"De 15 a 29 años (051)",6724,748,277,68,5632
"De 30 a 44 años (052)",4780,332,280,82,4086
"De 45 a 64 años (053)",3858,205,236,63,3356
"De 65 y mas años (054)",2029,85,214,39,1691
"Hombres (056)",13900,2655,736,198,10314
"Menos de 1 año (057)",218,110,17,,91
"De 1 a 14 años (058)",4300,1944,181,47,2128
"De 15 a 29 años (059)",3624,317,139,40,3129
"De 30 a 44 años (060)",2593,132,151,47,2263
"De 45 a 64 años (061)",2101,110,129,38,1826
"De 65 y mas años (062)",1064,42,119,26,877
"Mujeres (064)",12058,2514,690,143,8712
"Menos de 1 año (065)",228,118,22,9,79
"De 1 a 14 años (066)",3821,1627,199,33,1963
"De 15 a 29 años (067)",3100,431,138,28,2503
"De 30 a 44 años (068)",2187,200,129,35,1823
"De 45 a 64 años (069)",1757,95,107,25,1530
"De 65 y mas años (070)",965,43,95,13,814
