"CUADRO Nº 7: VIVIENDAS PARTICULARES CON OCUPANTES PRESENTES, POR MATERIAL DE PREDOMINANTE EN LAS PAREDES EXTERIORES DE LA VIVIENDA, SEGÚN DEPARTAMENTO, PROVINCIA, DISTRITO, ÁREA URBANA Y RURAL, TIPO DE VIVIENDA Y TOTAL DE OCUPANTES PRESENTES",,,,,,,,,
,,,,,,,,,
"DEPARTAMENTO, PROVINCIA, DISTRITO, ÁREA URBANA Y RURAL, TIPO DE VIVIENDA Y TOTAL DE OCUPANTES PRESENTES",TOTAL,"MATERIAL PREDOMINANTE EN LAS PAREDES EXTERIORES DE LA VIVIENDA",,,,,,,
,,"LADRILLO O BLOQUE DE CEMENTO","ADOBE O TAPIA","MADERA (PONA, TOR-NILLO, ETC.)","QUINCHA (CAÑA CON BARRO)",ESTERA,"PIEDRA CON BARRO","PIEDRA O SILLAR CON CAL O CEMENTO","OTRO MATERIAL"
,,,,,,,,,
"Provincia TARATA",,,,,,,,,
"Viviendas particulares (001)",2717,183,2370,10,23,4,119,,8
"Ocupantes presentes (002)",7686,553,6744,24,59,5,290,,11
"Casa independiente",,,,,,,,,
"Viviendas particulares (004)",2605,179,2308,7,19,2,83,,7
"Ocupantes presentes (005)",7395,549,6554,13,52,3,214,,10
"Departamento en edificio",,,,,,,,,
"Vivienda en quinta",,,,,,,,,
"Vivienda en casa de vecindad",,,,,,,,,
"Viviendas particulares (013)",59,3,55,,1,,,,
"Ocupantes presentes (014)",177,3,170,,4,,,,
"Choza o cabaña",,,,,,,,,
"Viviendas particulares (016)",46,,5,,3,2,36,,
"Ocupantes presentes (017)",92,,11,,3,2,76,,
"Vivienda improvisada",,,,,,,,,
"Viviendas particulares (019)",3,,,3,,,,,
"Ocupantes presentes (020)",11,,,11,,,,,
"Local no dest.para hab. humana",,,,,,,,,
"Viviendas particulares (022)",3,1,2,,,,,,
"Ocupantes presentes (023)",10,1,9,,,,,,
"Otro tipo",,,,,,,,,
"Viviendas particulares (025)",1,,,,,,,,1
"Ocupantes presentes (026)",1,,,,,,,,1
,,,,,,,,,
URBANA,,,,,,,,,
"Viviendas particulares (028)",2062,172,1865,9,6,2,,,8
"Ocupantes presentes (029)",5995,522,5418,22,19,3,,,11
"Casa independiente",,,,,,,,,
"Viviendas particulares (031)",1997,169,1808,6,5,2,,,7
"Ocupantes presentes (032)",5797,519,5239,11,15,3,,,10
"Departamento en edificio",,,,,,,,,
"Vivienda en quinta",,,,,,,,,
"Vivienda en casa de vecindad",,,,,,,,,
"Viviendas particulares (040)",59,3,55,,1,,,,
"Ocupantes presentes (041)",177,3,170,,4,,,,
"Choza o cabaña",,,,,,,,,
"Vivienda improvisada",,,,,,,,,
"Viviendas particulares (046)",3,,,3,,,,,
"Ocupantes presentes (047)",11,,,11,,,,,
"Local no dest.para hab. humana",,,,,,,,,
"Viviendas particulares (049)",2,,2,,,,,,
"Ocupantes presentes (050)",9,,9,,,,,,
"Otro tipo",,,,,,,,,
"Viviendas particulares (052)",1,,,,,,,,1
"Ocupantes presentes (053)",1,,,,,,,,1
,,,,,,,,,
RURAL,,,,,,,,,
"Viviendas particulares (055)",655,11,505,1,17,2,119,,
"Ocupantes presentes (056)",1691,31,1326,2,40,2,290,,
"Casa independiente",,,,,,,,,
"Viviendas particulares (058)",608,10,500,1,14,,83,,
"Ocupantes presentes (059)",1598,30,1315,2,37,,214,,
"Departamento en edificio",,,,,,,,,
"Vivienda en quinta",,,,,,,,,
"Vivienda en casa de vecindad",,,,,,,,,
"Choza o cabaña",,,,,,,,,
"Viviendas particulares (070)",46,,5,,3,2,36,,
"Ocupantes presentes (071)",92,,11,,3,2,76,,
"Vivienda improvisada",,,,,,,,,
"Local no dest.para hab. humana",,,,,,,,,
"Viviendas particulares (076)",1,1,,,,,,,
"Ocupantes presentes (077)",1,1,,,,,,,
"Otro tipo",,,,,,,,,
