"CUADRO Nº 14: POBLACIÓN OCUPADA DE 6 Y MÁS AÑOS DE EDAD, POR TAMAÑO DE ESTABLECIMIENTO DONDE TRABAJA, SEGÚN DEPARTAMENTO, PROVINCIA, ÁREA URBANA Y RURAL, GRANDES GRUPOS DE EDAD Y CATEGORÍA DE OCUPACIÓN",,,,,
,,,,,
"DEPARTAMENTO, PROVINCIA, ÁREA URBANA Y RURAL, GRANDES GRUPOS DE EDAD Y CATEGORIA DE OCUPACION",TOTAL,"TAMAÑO DE ESTABLECIMIENTO",,,
,,"1 A 5 PERSONAS","6 A 10 PERSONAS","11 A 50 PERSONAS","51 Y MÁS PERSONAS"
,,,,,
"Provincia LAMBAYEQUE (000)",78453,56696,7314,6064,8379
"Empleado (001)",12589,4177,1672,2460,4280
"Obrero (002)",31898,20592,3897,3397,4012
"Trabajador independiente (003)",25462,24156,1306,,
"Empleador o patrono (004)",1748,1419,195,103,31
"Trabajador familiar no remunerado (005)",5019,4615,244,104,56
"Trabajador del hogar (006)",1737,1737,,,
"De 06 a 14 años (008)",1530,1271,127,73,59
"Empleado (009)",72,64,4,3,1
"Obrero (010)",504,320,73,58,53
"Trabajador independiente (011)",171,164,7,,
"Empleador o patrono (012)",2,2,,,
"Trabajador familiar no remunerado (013)",713,653,43,12,5
"Trabajador del hogar (014)",68,68,,,
"De 15 a 29 años (016)",26701,18718,2973,2217,2793
"Empleado (017)",4218,1895,667,686,970
"Obrero (018)",12681,7780,1671,1450,1780
"Trabajador independiente (019)",6351,5879,472,,
"Empleador o patrono (020)",270,198,37,24,11
"Trabajador familiar no remunerado (021)",2216,2001,126,57,32
"Trabajador del hogar (022)",965,965,,,
"De 30 a 44 años (024)",26081,18050,2505,2247,3279
"Empleado (025)",4823,1379,624,1017,1803
"Obrero (026)",10707,6744,1333,1173,1457
"Trabajador independiente (027)",8545,8112,433,,
"Empleador o patrono (028)",509,392,68,38,11
"Trabajador familiar no remunerado (029)",1044,970,47,19,8
"Trabajador del hogar (030)",453,453,,,
"De 45 a 64 años (032)",19486,14482,1482,1409,2113
"Empleado (033)",3272,758,346,727,1441
"Obrero (034)",6645,4646,705,635,659
"Trabajador independiente (035)",7923,7589,334,,
"Empleador o patrono (036)",690,572,74,37,7
"Trabajador familiar no remunerado (037)",737,698,23,10,6
"Trabajador del hogar (038)",219,219,,,
"De 65 y más años (040)",4655,4175,227,118,135
"Empleado (041)",204,81,31,27,65
"Obrero (042)",1361,1102,115,81,63
"Trabajador independiente (043)",2472,2412,60,,
"Empleador o patrono (044)",277,255,16,4,2
"Trabajador familiar no remunerado (045)",309,293,5,6,5
"Trabajador del hogar (046)",32,32,,,
,,,,,
"URBANA (048)",40458,26330,4484,3935,5709
"Empleado (049)",11112,3468,1494,2282,3868
"Obrero (050)",10096,5061,1697,1535,1803
"Trabajador independiente (051)",15419,14395,1024,,
