"CUADRO Nº 11: VIVIENDAS PARTICULARES CON OCUPANTES PRESENTES, POR TIPO DE ABASTECIMIENTO DE AGUA POTABLE, SEGÚN DEPARTAMENTO, PROVINCIA, ÁREA URBANA Y RURAL, DISPONIBILIDAD DE AGUA TODOS LOS DÍAS DE LA SEMANA, TIPO DE VIVIENDA Y TOTAL DE OCUPANTES PRESENTES",,,,
,,,,
"DEPARTAMENTO, PROVINCIA, ÁREA URBANA Y RURAL, DISPONIBILIDAD DE AGUA TODOS LOS DÍAS DE LA SEMANA, TIPO DE VIVIENDA Y TOTAL DE OCUPANTES PRESENTES",TOTAL,"TIPO DE ABASTECIMIENTO DE AGUA POTABLE",,
,,"RED PÚBLICA DENTRO DE LA VIVIENDA (AGUA POTABLE)","RED PÚBLICA FUERA DE LA VIVIENDA PERO DENTRO DE LA EDIFICACIÓN (AGUA POTABLE)","PILÓN DE USO PÚBLICO (AGUA POTABLE)"
,,,,
"Provincia HUAYLAS",,,,
"Viviendas particulares (001)",8668,6539,1963,166
"Ocupantes presentes (002)",37718,28133,8855,730
"Casa independiente",,,,
"Viviendas particulares (004)",8548,6463,1920,165
"Ocupantes presentes (005)",37295,27855,8711,729
"Departamento en edificio",,,,
"Viviendas particulares (007)",28,23,5,
"Ocupantes presentes (008)",99,84,15,
"Vivienda en quinta",,,,
"Viviendas particulares (010)",45,27,18,
"Ocupantes presentes (011)",153,81,72,
"Vivienda en casa de vecindad",,,,
"Viviendas particulares (013)",42,23,18,1
"Ocupantes presentes (014)",156,103,52,1
"Choza o cabaña",,,,
"Vivienda improvisada",,,,
"Local no dest.para hab. humana",,,,
"Viviendas particulares (022)",5,3,2,
"Ocupantes presentes (023)",15,10,5,
"Otro tipo",,,,
Si,,,,
"Viviendas particulares (028)",8321,6284,1875,162
"Ocupantes presentes (029)",36236,27055,8465,716
"Casa independiente",,,,
"Viviendas particulares (031)",8201,6208,1832,161
"Ocupantes presentes (032)",35813,26777,8321,715
"Departamento en edificio",,,,
"Viviendas particulares (034)",28,23,5,
"Ocupantes presentes (035)",99,84,15,
"Vivienda en quinta",,,,
"Viviendas particulares (037)",45,27,18,
"Ocupantes presentes (038)",153,81,72,
"Vivienda en casa de vecindad",,,,
"Viviendas particulares (040)",42,23,18,1
"Ocupantes presentes (041)",156,103,52,1
"Choza o cabaña",,,,
"Vivienda improvisada",,,,
"Local no dest.para hab. humana",,,,
"Viviendas particulares (049)",5,3,2,
"Ocupantes presentes (050)",15,10,5,
"Otro tipo",,,,
No,,,,
"Viviendas particulares (055)",347,255,88,4
"Ocupantes presentes (056)",1482,1078,390,14
"Casa independiente",,,,
"Viviendas particulares (058)",347,255,88,4
"Ocupantes presentes (059)",1482,1078,390,14
"Departamento en edificio",,,,
"Vivienda en quinta",,,,
"Vivienda en casa de vecindad",,,,
"Choza o cabaña",,,,
"Vivienda improvisada",,,,
"Local no dest.para hab. humana",,,,
"Otro tipo",,,,
"No especificado",,,,
"Casa independiente",,,,
"Departamento en edificio",,,,
"Vivienda en quinta",,,,
"Vivienda en casa de vecindad",,,,
"Choza o cabaña",,,,
"Vivienda improvisada",,,,
"Local no dest.para hab. humana",,,,
"Otro tipo",,,,
,,,,
URBANA,,,,
"Viviendas particulares (109)",3790,3415,361,14
"Ocupantes presentes (110)",15780,14302,1436,42
"Casa independiente",,,,
"Viviendas particulares (112)",3673,3340,320,13
"Ocupantes presentes (113)",15365,14027,1297,41
"Departamento en edificio",,,,
"Viviendas particulares (115)",28,23,5,
"Ocupantes presentes (116)",99,84,15,
"Vivienda en quinta",,,,
"Viviendas particulares (118)",45,27,18,
"Ocupantes presentes (119)",153,81,72,
"Vivienda en casa de vecindad",,,,
"Viviendas particulares (121)",42,23,18,1
"Ocupantes presentes (122)",156,103,52,1
"Choza o cabaña",,,,
"Vivienda improvisada",,,,
"Local no dest.para hab. humana",,,,
"Viviendas particulares (130)",2,2,,
"Ocupantes presentes (131)",7,7,,
"Otro tipo",,,,
Si,,,,
"Viviendas particulares (136)",3695,3331,350,14
"Ocupantes presentes (137)",15373,13945,1386,42
"Casa independiente",,,,
"Viviendas particulares (139)",3578,3256,309,13
"Ocupantes presentes (140)",14958,13670,1247,41
"Departamento en edificio",,,,
"Viviendas particulares (142)",28,23,5,
"Ocupantes presentes (143)",99,84,15,
"Vivienda en quinta",,,,
"Viviendas particulares (145)",45,27,18,
"Ocupantes presentes (146)",153,81,72,
"Vivienda en casa de vecindad",,,,
"Viviendas particulares (148)",42,23,18,1
"Ocupantes presentes (149)",156,103,52,1
"Choza o cabaña",,,,
"Vivienda improvisada",,,,
"Local no dest.para hab. humana",,,,
"Viviendas particulares (157)",2,2,,
"Ocupantes presentes (158)",7,7,,
"Otro tipo",,,,
No,,,,
"Viviendas particulares (163)",95,84,11,
"Ocupantes presentes (164)",407,357,50,
"Casa independiente",,,,
"Viviendas particulares (166)",95,84,11,
"Ocupantes presentes (167)",407,357,50,
"Departamento en edificio",,,,
"Vivienda en quinta",,,,
"Vivienda en casa de vecindad",,,,
"Choza o cabaña",,,,
"Vivienda improvisada",,,,
"Local no dest.para hab. humana",,,,
"Otro tipo",,,,
"No especificado",,,,
"Casa independiente",,,,
"Departamento en edificio",,,,
"Vivienda en quinta",,,,
"Vivienda en casa de vecindad",,,,
"Choza o cabaña",,,,
"Vivienda improvisada",,,,
"Local no dest.para hab. humana",,,,
"Otro tipo",,,,
,,,,
RURAL,,,,
"Viviendas particulares (217)",4878,3124,1602,152
"Ocupantes presentes (218)",21938,13831,7419,688
"Casa independiente",,,,
"Viviendas particulares (220)",4875,3123,1600,152
"Ocupantes presentes (221)",21930,13828,7414,688
"Departamento en edificio",,,,
"Vivienda en quinta",,,,
"Vivienda en casa de vecindad",,,,
"Choza o cabaña",,,,
"Vivienda improvisada",,,,
"Local no dest.para hab. humana",,,,
"Viviendas particulares (238)",3,1,2,
"Ocupantes presentes (239)",8,3,5,
"Otro tipo",,,,
Si,,,,
"Viviendas particulares (244)",4626,2953,1525,148
"Ocupantes presentes (245)",20863,13110,7079,674
"Casa independiente",,,,
"Viviendas particulares (247)",4623,2952,1523,148
"Ocupantes presentes (248)",20855,13107,7074,674
"Departamento en edificio",,,,
"Vivienda en quinta",,,,
"Vivienda en casa de vecindad",,,,
"Choza o cabaña",,,,
"Vivienda improvisada",,,,
"Local no dest.para hab. humana",,,,
"Viviendas particulares (265)",3,1,2,
"Ocupantes presentes (266)",8,3,5,
"Otro tipo",,,,
No,,,,
"Viviendas particulares (271)",252,171,77,4
"Ocupantes presentes (272)",1075,721,340,14
"Casa independiente",,,,
"Viviendas particulares (274)",252,171,77,4
"Ocupantes presentes (275)",1075,721,340,14
"Departamento en edificio",,,,
"Vivienda en quinta",,,,
"Vivienda en casa de vecindad",,,,
"Choza o cabaña",,,,
"Vivienda improvisada",,,,
"Local no dest.para hab. humana",,,,
"Otro tipo",,,,
"No especificado",,,,
"Casa independiente",,,,
"Departamento en edificio",,,,
"Vivienda en quinta",,,,
"Vivienda en casa de vecindad",,,,
"Choza o cabaña",,,,
"Vivienda improvisada",,,,
"Local no dest.para hab. humana",,,,
"Otro tipo",,,,
