"CUADRO Nº 9: POBLACIÓN OCUPADA DE 6 Y MÁS AÑOS DE EDAD, POR GRANDES GRUPOS DE EDAD, SEGÚN DEPARTAMENTO, PROVINCIA, ÁREA URBANA Y RURAL, SEXO Y CATEGORÍA DE OCUPACIÓN",,,,,,
,,,,,,
"DEPARTAMENTO, PROVINCIA, ÁREA URBANA Y RURAL, SEXO Y CATEGORIA DE OCUPACION",TOTAL,"GRANDES GRUPOS DE EDAD",,,,
,,"6 A 14 AÑOS","15 A 29 AÑOS","30 A 44 AÑOS","45 A 64 AÑOS","65 Y MÁS AÑOS"
,,,,,,
"Provincia CHEPEN (000)",26640,461,8257,9706,6926,1290
"Empleado (001)",4943,39,1562,2164,1108,70
"Obrero (002)",10212,215,3877,3431,2295,394
"Trabajador independiente (003)",9150,50,2031,3422,2965,682
"Empleador o patrono (004)",671,1,114,226,255,75
"Trabajador familiar no remunerado (005)",1058,149,400,268,186,55
"Trabajador del hogar (006)",606,7,273,195,117,14
"Hombres (008)",18992,334,6030,6613,4976,1039
"Empleado (009)",2674,24,811,1106,678,55
"Obrero (010)",8552,159,3294,2816,1931,352
"Trabajador independiente (011)",6577,40,1542,2396,2069,530
"Empleador o patrono (012)",604,1,97,202,234,70
"Trabajador familiar no remunerado (013)",569,110,278,87,63,31
"Trabajador del hogar (014)",16,,8,6,1,1
"Mujeres (016)",7648,127,2227,3093,1950,251
"Empleado (017)",2269,15,751,1058,430,15
"Obrero (018)",1660,56,583,615,364,42
"Trabajador independiente (019)",2573,10,489,1026,896,152
"Empleador o patrono (020)",67,,17,24,21,5
"Trabajador familiar no remunerado (021)",489,39,122,181,123,24
"Trabajador del hogar (022)",590,7,265,189,116,13
,,,,,,
"URBANA (024)",22281,362,6650,8308,5897,1064
"Empleado (025)",4763,39,1502,2081,1074,67
"Obrero (026)",7537,170,2761,2562,1742,302
"Trabajador independiente (027)",8053,46,1775,3062,2599,571
"Empleador o patrono (028)",592,,103,208,217,64
"Trabajador familiar no remunerado (029)",765,100,252,211,155,47
"Trabajador del hogar (030)",571,7,257,184,110,13
"Hombres (032)",15338,259,4692,5461,4090,836
"Empleado (033)",2554,24,777,1050,650,53
"Obrero (034)",6265,124,2334,2086,1451,270
"Trabajador independiente (035)",5620,39,1330,2078,1746,427
"Empleador o patrono (036)",526,,86,184,197,59
"Trabajador familiar no remunerado (037)",357,72,157,57,45,26
"Trabajador del hogar (038)",16,,8,6,1,1
"Mujeres (040)",6943,103,1958,2847,1807,228
"Empleado (041)",2209,15,725,1031,424,14
"Obrero (042)",1272,46,427,476,291,32
"Trabajador independiente (043)",2433,7,445,984,853,144
"Empleador o patrono (044)",66,,17,24,20,5
"Trabajador familiar no remunerado (045)",408,28,95,154,110,21
"Trabajador del hogar (046)",555,7,249,178,109,12
,,,,,,
"RURAL (048)",4359,99,1607,1398,1029,226
"Empleado (049)",180,,60,83,34,3
"Obrero (050)",2675,45,1116,869,553,92
"Trabajador independiente (051)",1097,4,256,360,366,111
"Empleador o patrono (052)",79,1,11,18,38,11
"Trabajador familiar no remunerado (053)",293,49,148,57,31,8
"Trabajador del hogar (054)",35,,16,11,7,1
"Hombres (056)",3654,75,1338,1152,886,203
"Empleado (057)",120,,34,56,28,2
"Obrero (058)",2287,35,960,730,480,82
"Trabajador independiente (059)",957,1,212,318,323,103
"Empleador o patrono (060)",78,1,11,18,37,11
"Trabajador familiar no remunerado (061)",212,38,121,30,18,5
"Mujeres (064)",705,24,269,246,143,23
"Empleado (065)",60,,26,27,6,1
"Obrero (066)",388,10,156,139,73,10
"Trabajador independiente (067)",140,3,44,42,43,8
"Empleador o patrono (068)",1,,,,1,
"Trabajador familiar no remunerado (069)",81,11,27,27,13,3
"Trabajador del hogar (070)",35,,16,11,7,1
