"CUADRO Nº 27: POBLACIÓN OCUPADA DE 6 Y MÁS AÑOS DE EDAD, POR CATEGORÍA DE OCUPACIÓN, SEGÚN DEPARTAMENTO, PROVINCIA, ÁREA URBANA Y RURAL, SEXO Y NIVEL EDUCATIVO ALCANZADO",,,,,,,
,,,,,,,
"DEPARTAMENTO, PROVINCIA, ÁREA URBANA Y RURAL, SEXO Y NIVEL EDUCATIVO ALCANZADO",TOTAL,"CATEGORIA DE OCUPACION",,,,,
,,EMPLEADO,OBRERO,"TRABAJADOR INDEPENDIENTE","EMPLEADOR O PATRONO","TRABAJADOR FAMILIAR NO REMUNERADO","TRABAJADOR DEL HOGAR"
,,,,,,,
"Provincia CHANCHAMAYO (000)",64233,10095,13460,29731,2817,6900,1230
"Sin nivel (001)",4744,163,1000,2593,285,578,125
"Educación inicial (002)",78,7,9,31,1,25,5
"Primaria (003)",20242,831,4875,10397,1052,2714,373
"Secundaria (004)",25542,2959,6181,11891,1028,2890,593
"Superior no univ. incompleta (005)",3211,936,470,1385,111,255,54
"Superior no univ. completa (006)",3684,1697,419,1227,117,186,38
"Superior univ. incompleta (007)",2120,781,235,873,97,117,17
"Superior univ. completa (008)",4612,2721,271,1334,126,135,25
"Hombres (010)",46748,5415,11777,22883,2355,4234,84
"Sin nivel (011)",2908,49,712,1723,210,210,4
"Educación inicial (012)",40,1,6,18,1,14,
"Primaria (013)",15298,357,4176,8218,937,1593,17
"Secundaria (014)",19796,1754,5636,9466,874,2016,50
"Superior no univ. incompleta (015)",2177,494,413,1015,87,159,9
"Superior no univ. completa (016)",2220,817,386,833,79,103,2
"Superior univ. incompleta (017)",1466,488,207,629,71,70,1
"Superior univ. completa (018)",2843,1455,241,981,96,69,1
"Mujeres (020)",17485,4680,1683,6848,462,2666,1146
"Sin nivel (021)",1836,114,288,870,75,368,121
"Educación inicial (022)",38,6,3,13,,11,5
"Primaria (023)",4944,474,699,2179,115,1121,356
"Secundaria (024)",5746,1205,545,2425,154,874,543
"Superior no univ. incompleta (025)",1034,442,57,370,24,96,45
"Superior no univ. completa (026)",1464,880,33,394,38,83,36
"Superior univ. incompleta (027)",654,293,28,244,26,47,16
"Superior univ. completa (028)",1769,1266,30,353,30,66,24
,,,,,,,
"URBANA (030)",35801,8852,6169,16318,1249,2295,918
"Sin nivel (031)",1567,126,313,861,60,129,78
"Educación inicial (032)",50,7,2,23,1,14,3
"Primaria (033)",8057,681,1773,4285,334,714,270
"Secundaria (034)",15011,2620,3161,7260,508,1007,455
"Superior no univ. incompleta (035)",2500,846,298,1092,73,143,48
"Superior no univ. completa (036)",2938,1467,249,973,102,119,28
"Superior univ. incompleta (037)",1772,712,182,719,73,74,12
"Superior univ. completa (038)",3906,2393,191,1105,98,95,24
"Hombres (040)",23424,4714,5323,11227,948,1167,45
"Sin nivel (041)",658,43,207,338,27,42,1
"Educación inicial (042)",23,1,2,11,1,8,
"Primaria (043)",5193,310,1442,2805,279,348,9
"Secundaria (044)",10779,1541,2857,5389,398,567,27
"Superior no univ. incompleta (045)",1615,452,258,778,51,70,6
"Superior no univ. completa (046)",1651,677,230,620,71,53,
"Superior univ. incompleta (047)",1189,443,158,501,50,36,1
"Superior univ. completa (048)",2316,1247,169,785,71,43,1
"Mujeres (050)",12377,4138,846,5091,301,1128,873
"Sin nivel (051)",909,83,106,523,33,87,77
"Educación inicial (052)",27,6,,12,,6,3
"Primaria (053)",2864,371,331,1480,55,366,261
"Secundaria (054)",4232,1079,304,1871,110,440,428
"Superior no univ. incompleta (055)",885,394,40,314,22,73,42
"Superior no univ. completa (056)",1287,790,19,353,31,66,28
"Superior univ. incompleta (057)",583,269,24,218,23,38,11
"Superior univ. completa (058)",1590,1146,22,320,27,52,23
,,,,,,,
"RURAL (060)",28432,1243,7291,13413,1568,4605,312
"Sin nivel (061)",3177,37,687,1732,225,449,47
"Educación inicial (062)",28,,7,8,,11,2
"Primaria (063)",12185,150,3102,6112,718,2000,103
"Secundaria (064)",10531,339,3020,4631,520,1883,138
"Superior no univ. incompleta (065)",711,90,172,293,38,112,6
"Superior no univ. completa (066)",746,230,170,254,15,67,10
"Superior univ. incompleta (067)",348,69,53,154,24,43,5
"Superior univ. completa (068)",706,328,80,229,28,40,1
"Hombres (070)",23324,701,6454,11656,1407,3067,39
"Sin nivel (071)",2250,6,505,1385,183,168,3
"Educación inicial (072)",17,,4,7,,6,
"Primaria (073)",10105,47,2734,5413,658,1245,8
"Secundaria (074)",9017,213,2779,4077,476,1449,23
"Superior no univ. incompleta (075)",562,42,155,237,36,89,3
"Superior no univ. completa (076)",569,140,156,213,8,50,2
"Superior univ. incompleta (077)",277,45,49,128,21,34,
"Superior univ. completa (078)",527,208,72,196,25,26,
"Mujeres (080)",5108,542,837,1757,161,1538,273
"Sin nivel (081)",927,31,182,347,42,281,44
"Educación inicial (082)",11,,3,1,,5,2
"Primaria (083)",2080,103,368,699,60,755,95
"Secundaria (084)",1514,126,241,554,44,434,115
"Superior no univ. incompleta (085)",149,48,17,56,2,23,3
"Superior no univ. completa (086)",177,90,14,41,7,17,8
"Superior univ. incompleta (087)",71,24,4,26,3,9,5
"Superior univ. completa (088)",179,120,8,33,3,14,1
