"CUADRO Nº 9: VIVIENDAS PARTICULARES CON OCUPANTES PRESENTES, POR TIPO DE ABASTECIMIENTO DE AGUA, SEGÚN DEPARTAMENTO, PROVINCIA, DISTRITO, ÁREA URBANA Y RURAL, TIPO DE VIVIENDA Y TOTAL DE OCUPANTES PRESENTES",,,,,,,,,
,,,,,,,,,
"DEPARTAMENTO, PROVINCIA, DISTRITO, ÁREA URBANA Y RURAL, TIPO VIVIENDA Y TOTAL DE OCUPANTES PRESENTES",TOTAL,"TIPO DE ABASTECIMIENTO DE AGUA",,,,,,,
,,"RED PÚBLICA DENTRO DE LA VIVIENDA (AGUA POTABLE)","RED PÚBLICA FUERA DE LA VIVIENDA PERO DENTRO DE LA EDIFICACIÓN (AGUA POTABLE)","PILÓN DE USO PÚBLICO (AGUA POTABLE)","CAMIÓN-CISTERNA U OTRO SIMILAR",POZO,"RÍO, ACEQUIA, MANANTIAL O SIMILAR",VECINO,OTRO
,,,,,,,,,
"Provincia ANDAHUAYLAS",,,,,,,,,
"Viviendas particulares (001)",35330,14893,10531,751,22,662,5987,2229,255
"Ocupantes presentes (002)",142511,62446,44626,3180,120,2530,21648,7031,930
"Casa independiente",,,,,,,,,
"Viviendas particulares (004)",34100,14442,10429,729,21,643,5427,2162,247
"Ocupantes presentes (005)",138536,60847,44237,3087,113,2468,20060,6825,899
"Departamento en edificio",,,,,,,,,
"Viviendas particulares (007)",227,207,19,,,,,1,
"Ocupantes presentes (008)",747,658,79,,,,,10,
"Vivienda en quinta",,,,,,,,,
"Viviendas particulares (010)",128,107,20,,,,,1,
"Ocupantes presentes (011)",478,399,74,,,,,5,
"Vivienda en casa de vecindad",,,,,,,,,
"Viviendas particulares (013)",309,118,58,2,,8,106,15,2
"Ocupantes presentes (014)",1066,471,220,7,,27,292,45,4
"Choza o cabaña",,,,,,,,,
"Viviendas particulares (016)",506,,,8,,10,450,34,4
"Ocupantes presentes (017)",1468,,,39,,28,1282,99,20
"Vivienda improvisada",,,,,,,,,
"Viviendas particulares (019)",33,8,5,12,,,2,5,1
"Ocupantes presentes (020)",118,29,16,47,,,4,21,1
"Local no dest.para hab. humana",,,,,,,,,
"Viviendas particulares (022)",20,11,,,1,1,2,4,1
"Ocupantes presentes (023)",85,42,,,7,7,10,13,6
"Otro tipo",,,,,,,,,
"Viviendas particulares (025)",7,,,,,,,7,
"Ocupantes presentes (026)",13,,,,,,,13,
,,,,,,,,,
URBANA,,,,,,,,,
"Viviendas particulares (028)",15527,9355,3320,174,4,220,1546,773,135
"Ocupantes presentes (029)",63451,39649,13574,655,23,855,5747,2462,486
"Casa independiente",,,,,,,,,
"Viviendas particulares (031)",14807,8904,3218,160,4,212,1438,740,131
"Ocupantes presentes (032)",60968,38050,13185,601,23,828,5451,2355,475
"Departamento en edificio",,,,,,,,,
"Viviendas particulares (034)",227,207,19,,,,,1,
"Ocupantes presentes (035)",747,658,79,,,,,10,
"Vivienda en quinta",,,,,,,,,
"Viviendas particulares (037)",128,107,20,,,,,1,
"Ocupantes presentes (038)",478,399,74,,,,,5,
"Vivienda en casa de vecindad",,,,,,,,,
"Viviendas particulares (040)",309,118,58,2,,8,106,15,2
"Ocupantes presentes (041)",1066,471,220,7,,27,292,45,4
"Choza o cabaña",,,,,,,,,
"Vivienda improvisada",,,,,,,,,
"Viviendas particulares (046)",33,8,5,12,,,2,5,1
"Ocupantes presentes (047)",118,29,16,47,,,4,21,1
"Local no dest.para hab. humana",,,,,,,,,
"Viviendas particulares (049)",16,11,,,,,,4,1
"Ocupantes presentes (050)",61,42,,,,,,13,6
"Otro tipo",,,,,,,,,
"Viviendas particulares (052)",7,,,,,,,7,
"Ocupantes presentes (053)",13,,,,,,,13,
,,,,,,,,,
RURAL,,,,,,,,,
"Viviendas particulares (055)",19803,5538,7211,577,18,442,4441,1456,120
"Ocupantes presentes (056)",79060,22797,31052,2525,97,1675,15901,4569,444
"Casa independiente",,,,,,,,,
"Viviendas particulares (058)",19293,5538,7211,569,17,431,3989,1422,116
"Ocupantes presentes (059)",77568,22797,31052,2486,90,1640,14609,4470,424
"Departamento en edificio",,,,,,,,,
"Vivienda en quinta",,,,,,,,,
"Vivienda en casa de vecindad",,,,,,,,,
"Choza o cabaña",,,,,,,,,
"Viviendas particulares (070)",506,,,8,,10,450,34,4
"Ocupantes presentes (071)",1468,,,39,,28,1282,99,20
"Vivienda improvisada",,,,,,,,,
"Local no dest.para hab. humana",,,,,,,,,
"Viviendas particulares (076)",4,,,,1,1,2,,
"Ocupantes presentes (077)",24,,,,7,7,10,,
"Otro tipo",,,,,,,,,
