"CUADRO Nº 14: POBLACIÓN FEMENINA DE 12 Y MÁS AÑOS DE EDAD, POR EDAD QUE TENÍA CUANDO NACIÓ SU PRIMER HIJO(A) NACIDO VIVO, SEGÚN DEPARTAMENTO, PROVINCIA, ÁREA URBANA Y RURAL, Y ESTADO CIVIL",,,,,,,,,,,
,,,,,,,,,,,
"DEPARTAMENTO, PROVINCIA, ÁREA URBANA Y RURAL Y ESTADO CIVIL",TOTAL,"EDAD QUE TENÍA CUANDO NACIÓ SU PRIMER HIJO",,,,,,,,,"NO ESPECIFICADO"
,,"DE 12 A 14 AÑOS","DE 15 A 19 AÑOS","DE 20 A 24 AÑOS","DE 25 A 29 AÑOS","DE 30 A 34 AÑOS","DE 35 A 39 AÑOS","DE 40 A 44 AÑOS","DE 45 A 49 AÑOS","DE 50 A MÁS AÑOS",
,,,,,,,,,,,
"Provincia YAUYOS (000)",7147,66,2469,2591,874,279,167,47,6,,648
"Conviviente (001)",2127,32,862,742,226,56,32,9,,,168
"Separado(a) (002)",350,6,114,135,50,20,4,2,,,19
"Casado(a) (003)",2949,16,1001,1136,395,131,92,26,3,,149
"Viudo(a) (004)",914,7,292,362,121,38,18,8,2,,66
"Divorciado(a) (005)",34,1,10,11,5,1,2,,,,4
"Soltero(a) (006)",773,4,190,205,77,33,19,2,1,,242
,,,,,,,,,,,
"URBANA (008)",4490,34,1436,1681,601,200,107,30,6,,395
"Conviviente (009)",1213,17,454,451,141,35,21,4,,,90
"Separado(a) (010)",229,4,67,90,35,18,2,1,,,12
"Casado(a) (011)",1922,8,618,751,280,93,58,16,3,,95
"Viudo(a) (012)",598,3,184,247,82,28,9,7,2,,36
"Divorciado(a) (013)",25,1,5,10,4,1,2,,,,2
"Soltero(a) (014)",503,1,108,132,59,25,15,2,1,,160
,,,,,,,,,,,
"RURAL (016)",2657,32,1033,910,273,79,60,17,,,253
"Conviviente (017)",914,15,408,291,85,21,11,5,,,78
"Separado(a) (018)",121,2,47,45,15,2,2,1,,,7
"Casado(a) (019)",1027,8,383,385,115,38,34,10,,,54
"Viudo(a) (020)",316,4,108,115,39,10,9,1,,,30
"Divorciado(a) (021)",9,,5,1,1,,,,,,2
"Soltero(a) (022)",270,3,82,73,18,8,4,,,,82
