"CUADRO Nº 37: POBLACIÓN DESOCUPADA DE 14 Y MÁS AÑOS DE EDAD, POR TIPO DE DESEMPLEO, SEGÚN DEPARTAMENTO, PROVINCIA Y DISTRITO, ÁREA URBANA Y RURAL, SEXO Y NIVEL EDUCATIVO ALCANZADO",,,
,,,
"DEPARTAMENTO Y PROVINCIA, ÁREA URBANA Y RURAL, SEXO Y NIVEL EDUCATIVO ALCANZADO",TOTAL,"TIPO DE DESEMPLEO",
,,ASPIRANTE,CESANTE
,,,
"Provincia DANIEL ALCIDES CARRION (000)",1371,523,848
"Sin nivel (001)",51,11,40
"Educación inicial (002)",4,2,2
"Primaria (003)",218,64,154
"Secundaria (004)",752,318,434
"Superior no univ. incompleta (005)",87,40,47
"Superior no univ. completa (006)",57,19,38
"Superior univ. incompleta (007)",53,27,26
"Superior univ. completa (008)",149,42,107
"Hombres (010)",1006,325,681
"Sin nivel (011)",43,8,35
"Educación inicial (012)",2,2,
"Primaria (013)",164,36,128
"Secundaria (014)",567,204,363
"Superior no univ. incompleta (015)",58,24,34
"Superior no univ. completa (016)",36,10,26
"Superior univ. incompleta (017)",37,15,22
"Superior univ. completa (018)",99,26,73
"Mujeres (020)",365,198,167
"Sin nivel (021)",8,3,5
"Educación inicial (022)",2,,2
"Primaria (023)",54,28,26
"Secundaria (024)",185,114,71
"Superior no univ. incompleta (025)",29,16,13
"Superior no univ. completa (026)",21,9,12
"Superior univ. incompleta (027)",16,12,4
"Superior univ. completa (028)",50,16,34
,,,
"AREA URBANA (030)",714,240,474
"Sin nivel (031)",20,3,17
"Educación inicial (032)",2,1,1
"Primaria (033)",92,16,76
"Secundaria (034)",384,133,251
"Superior no univ. incompleta (035)",44,18,26
"Superior no univ. completa (036)",39,13,26
"Superior univ. incompleta (037)",43,23,20
"Superior univ. completa (038)",90,33,57
"Hombres (040)",514,147,367
"Sin nivel (041)",13,,13
"Educación inicial (042)",1,1,
"Primaria (043)",75,12,63
"Secundaria (044)",293,88,205
"Superior no univ. incompleta (045)",28,8,20
"Superior no univ. completa (046)",23,7,16
"Superior univ. incompleta (047)",29,12,17
"Superior univ. completa (048)",52,19,33
"Mujeres (050)",200,93,107
"Sin nivel (051)",7,3,4
"Educación inicial (052)",1,,1
"Primaria (053)",17,4,13
"Secundaria (054)",91,45,46
"Superior no univ. incompleta (055)",16,10,6
"Superior no univ. completa (056)",16,6,10
"Superior univ. incompleta (057)",14,11,3
"Superior univ. completa (058)",38,14,24
,,,
"AREA RURAL (060)",657,283,374
"Sin nivel (061)",31,8,23
"Educación inicial (062)",2,1,1
"Primaria (063)",126,48,78
"Secundaria (064)",368,185,183
"Superior no univ. incompleta (065)",43,22,21
"Superior no univ. completa (066)",18,6,12
"Superior univ. incompleta (067)",10,4,6
"Superior univ. completa (068)",59,9,50
"Hombres (070)",492,178,314
"Sin nivel (071)",30,8,22
"Educación inicial (072)",1,1,
"Primaria (073)",89,24,65
"Secundaria (074)",274,116,158
"Superior no univ. incompleta (075)",30,16,14
"Superior no univ. completa (076)",13,3,10
"Superior univ. incompleta (077)",8,3,5
"Superior univ. completa (078)",47,7,40
"Mujeres (080)",165,105,60
"Sin nivel (081)",1,,1
"Educación inicial (082)",1,,1
"Primaria (083)",37,24,13
"Secundaria (084)",94,69,25
"Superior no univ. incompleta (085)",13,6,7
"Superior no univ. completa (086)",5,3,2
"Superior univ. incompleta (087)",2,1,1
"Superior univ. completa (088)",12,2,10
