"CUADRO Nº 5: POBLACIÓN EN VIVIENDAS COLECTIVAS Y OTRO TIPO, POR ÁREA URBANA Y RURAL, SEGÚN DEPARTAMENTO, PROVINCIA Y TIPO DE VIVIENDA",,,
,,,
"DEPARTAMENTO, PROVINCIA Y TIPO DE VIVIENDA",TOTAL,ÁREA,
,,URBANA,RURAL
,,,
"Provincia HUARI (000)",2797,503,2294
"Vivienda colectiva",,,
"Hotel,hostal, hospedaje (002)",139,139,
"Casa pensión (003)",11,11,
"Hospital, clinica (004)",16,16,
"Aldea infantil, orfelinato, etc (007)",58,58,
"Otro (008)",2489,195,2294
"Otro tipo",,,
"En la calle, personas sin vivienda, garita, puerto (010)",84,84,
