"CUADRO Nº 37: POBLACIÓN DESOCUPADA DE 14 Y MÁS AÑOS DE EDAD, POR TIPO DE DESEMPLEO, SEGÚN DEPARTAMENTO, PROVINCIA Y DISTRITO, ÁREA URBANA Y RURAL, SEXO Y NIVEL EDUCATIVO ALCANZADO",,,
,,,
"DEPARTAMENTO Y PROVINCIA, ÁREA URBANA Y RURAL, SEXO Y NIVEL EDUCATIVO ALCANZADO",TOTAL,"TIPO DE DESEMPLEO",
,,ASPIRANTE,CESANTE
,,,
"Provincia ANTONIO RAYMONDI (000)",483,103,380
"Sin nivel (001)",35,3,32
"Educación inicial (002)",2,,2
"Primaria (003)",192,29,163
"Secundaria (004)",197,55,142
"Superior no univ. incompleta (005)",15,7,8
"Superior no univ. completa (006)",24,9,15
"Superior univ. incompleta (007)",4,,4
"Superior univ. completa (008)",14,,14
"Hombres (010)",421,84,337
"Sin nivel (011)",26,2,24
"Educación inicial (012)",2,,2
"Primaria (013)",170,24,146
"Secundaria (014)",174,46,128
"Superior no univ. incompleta (015)",13,6,7
"Superior no univ. completa (016)",19,6,13
"Superior univ. incompleta (017)",4,,4
"Superior univ. completa (018)",13,,13
"Mujeres (020)",62,19,43
"Sin nivel (021)",9,1,8
"Primaria (023)",22,5,17
"Secundaria (024)",23,9,14
"Superior no univ. incompleta (025)",2,1,1
"Superior no univ. completa (026)",5,3,2
"Superior univ. completa (028)",1,,1
,,,
"AREA URBANA (030)",130,27,103
"Sin nivel (031)",4,,4
"Primaria (033)",34,4,30
"Secundaria (034)",55,15,40
"Superior no univ. incompleta (035)",5,3,2
"Superior no univ. completa (036)",17,5,12
"Superior univ. incompleta (037)",2,,2
"Superior univ. completa (038)",13,,13
"Hombres (040)",107,21,86
"Sin nivel (041)",2,,2
"Primaria (043)",27,3,24
"Secundaria (044)",47,13,34
"Superior no univ. incompleta (045)",4,2,2
"Superior no univ. completa (046)",13,3,10
"Superior univ. incompleta (047)",2,,2
"Superior univ. completa (048)",12,,12
"Mujeres (050)",23,6,17
"Sin nivel (051)",2,,2
"Primaria (053)",7,1,6
"Secundaria (054)",8,2,6
"Superior no univ. incompleta (055)",1,1,
"Superior no univ. completa (056)",4,2,2
"Superior univ. completa (058)",1,,1
,,,
"AREA RURAL (060)",353,76,277
"Sin nivel (061)",31,3,28
"Educación inicial (062)",2,,2
"Primaria (063)",158,25,133
"Secundaria (064)",142,40,102
"Superior no univ. incompleta (065)",10,4,6
"Superior no univ. completa (066)",7,4,3
"Superior univ. incompleta (067)",2,,2
"Superior univ. completa (068)",1,,1
"Hombres (070)",314,63,251
"Sin nivel (071)",24,2,22
"Educación inicial (072)",2,,2
"Primaria (073)",143,21,122
"Secundaria (074)",127,33,94
"Superior no univ. incompleta (075)",9,4,5
"Superior no univ. completa (076)",6,3,3
"Superior univ. incompleta (077)",2,,2
"Superior univ. completa (078)",1,,1
"Mujeres (080)",39,13,26
"Sin nivel (081)",7,1,6
"Primaria (083)",15,4,11
"Secundaria (084)",15,7,8
"Superior no univ. incompleta (085)",1,,1
"Superior no univ. completa (086)",1,1,
