"CUADRO Nº 1: POBLACIÓN DE 6 Y MÁS AÑOS DE EDAD, POR GRANDES GRUPOS DE EDAD, SEGÚN DEPARTAMENTO, PROVINCIA Y DISTRITO, ÁREA URBANA Y RURAL, SEXO Y CONDICIÓN DE ACTIVIDAD ECONÓMICA",,,,,,
,,,,,,
"DEPARTAMENTO, PROVINCIA, DISTRITO, ÁREA URBANA Y RURAL, SEXO Y CONDICIÓN DE ACTIVIDAD ECONÓMICA",TOTAL,"GRANDES GRUPOS DE EDAD",,,,
,,"6 A 14 AÑOS","15 A 29 AÑOS","30 A 44 AÑOS","45 A 64 AÑOS","65 A MÁS AÑOS"
,,,,,,
"Provincia HUANCAYO (000)",414076,89596,133048,90261,70900,30271
"Hombres (001)",196096,45383,63660,40573,32390,14090
"Mujeres (002)",217980,44213,69388,49688,38510,16181
"PEA (003)",180744,2756,59948,64786,44766,8488
"Hombres (004)",105217,1644,34491,36941,26628,5513
"Mujeres (005)",75527,1112,25457,27845,18138,2975
"Ocupada (006)",172189,2665,55429,62309,43504,8282
"Hombres (007)",99955,1589,31927,35436,25670,5333
"Mujeres (008)",72234,1076,23502,26873,17834,2949
"Desocupada (009)",8555,91,4519,2477,1262,206
"Hombres (010)",5262,55,2564,1505,958,180
"Mujeres (011)",3293,36,1955,972,304,26
"No PEA (012)",233332,86840,73100,25475,26134,21783
"Hombres (013)",90879,43739,29169,3632,5762,8577
"Mujeres (014)",142453,43101,43931,21843,20372,13206
,,,,,,
"URBANA (018)",367022,77063,119674,81120,63040,26125
"Hombres (019)",173249,39009,57164,36221,28683,12172
"Mujeres (020)",193773,38054,62510,44899,34357,13953
"PEA (021)",162430,2232,54047,59087,40158,6906
"Hombres (022)",93028,1338,30674,33088,23515,4413
"Mujeres (023)",69402,894,23373,25999,16643,2493
"Ocupada (024)",154623,2153,49949,56806,38990,6725
"Hombres (025)",88321,1293,28396,31744,22634,4254
"Mujeres (026)",66302,860,21553,25062,16356,2471
"Desocupada (027)",7807,79,4098,2281,1168,181
"Hombres (028)",4707,45,2278,1344,881,159
"Mujeres (029)",3100,34,1820,937,287,22
"No PEA (030)",204592,74831,65627,22033,22882,19219
"Hombres (031)",80221,37671,26490,3133,5168,7759
"Mujeres (032)",124371,37160,39137,18900,17714,11460
,,,,,,
"RURAL (036)",47054,12533,13374,9141,7860,4146
"Hombres (037)",22847,6374,6496,4352,3707,1918
"Mujeres (038)",24207,6159,6878,4789,4153,2228
"PEA (039)",18314,524,5901,5699,4608,1582
"Hombres (040)",12189,306,3817,3853,3113,1100
"Mujeres (041)",6125,218,2084,1846,1495,482
"Ocupada (042)",17566,512,5480,5503,4514,1557
"Hombres (043)",11634,296,3531,3692,3036,1079
"Mujeres (044)",5932,216,1949,1811,1478,478
"Desocupada (045)",748,12,421,196,94,25
"Hombres (046)",555,10,286,161,77,21
"Mujeres (047)",193,2,135,35,17,4
"No PEA (048)",28740,12009,7473,3442,3252,2564
"Hombres (049)",10658,6068,2679,499,594,818
"Mujeres (050)",18082,5941,4794,2943,2658,1746
