"CUADRO Nº 4: POBLACIÓN TOTAL EN VIVIENDAS PARTICULARES, POR GRANDES GRUPOS DE EDAD, SEGÚN DEPARTAMENTO, PROVINCIA, ÁREA URBANA Y RURAL, SEXO Y PARENTESCO CON EL JEFE DEL HOGAR",,,,,,,
,,,,,,,
"PROVINCIA, DISTRITO, ÁREA, URBANA Y RURAL, SEXO Y PARENTESCO CON EL JEFE DEL HOGAR",TOTAL,"GRANDES GRUPOS DE EDAD",,,,,
,,"MENOS DE 1 AÑO","1 A 14 AÑOS","15 A 29 AÑOS","30 A 44 AÑOS","45 A 64 AÑOS","65 A MÁS AÑOS"
,,,,,,,
"Provincia MARISCAL NIETO (000)",71151,1056,16798,19303,16642,12195,5157
"Jefe o Jefa (001)",23565,,63,4069,8592,7661,3180
"Esposa(o) / compañera(o) (002)",11540,,29,2521,4639,3347,1004
"Hijo(a) / hijastro(a) (003)",25494,725,13507,9085,1831,330,16
"Yerno / nuera (004)",936,,8,538,321,64,5
"Nieto(a) (005)",2828,259,2015,505,49,,
"Padres / suegros (006)",939,,,1,25,233,680
"Otro(a) pariente (007)",4190,67,1039,1795,688,371,230
"Trabajador(a) del hogar (008)",109,,8,67,19,10,5
"Pensionistas (009)",80,,2,40,26,10,2
"Otro(a) no pariente (010)",1470,5,127,682,452,169,35
"Hombres (011)",35939,516,8679,9464,8243,6333,2704
"Jefe o Jefa (012)",16178,,35,2587,5897,5423,2236
"Esposa(o) / compañera(o) (013)",995,,20,268,373,248,86
"Hijo(a) / hijastro(a) (014)",13295,345,7012,4759,1004,166,9
"Yerno / nuera (015)",485,,2,233,196,50,4
"Nieto(a) (016)",1449,131,1019,273,26,,
"Padres / suegros (017)",320,,,1,4,84,231
"Otro(a) pariente (018)",2255,36,526,959,405,220,109
"Trabajador(a) del hogar (019)",13,,1,5,4,1,2
"Pensionistas (020)",50,,2,19,18,9,2
"Otro(a) no pariente (021)",899,4,62,360,316,132,25
"Mujeres (022)",35212,540,8119,9839,8399,5862,2453
"Jefe o Jefa (023)",7387,,28,1482,2695,2238,944
"Esposa(o) / compañera(o) (024)",10545,,9,2253,4266,3099,918
"Hijo(a) / hijastro(a) (025)",12199,380,6495,4326,827,164,7
"Yerno / nuera (026)",451,,6,305,125,14,1
"Nieto(a) (027)",1379,128,996,232,23,,
"Padres / suegros (028)",619,,,,21,149,449
"Otro(a) pariente (029)",1935,31,513,836,283,151,121
"Trabajador(a) del hogar (030)",96,,7,62,15,9,3
"Pensionistas (031)",30,,,21,8,1,
"Otro(a) no pariente (032)",571,1,65,322,136,37,10
,,,,,,,
"URBANA (033)",61771,944,14786,17026,14623,10303,4089
"Jefe o Jefa (034)",20142,,61,3525,7595,6483,2478
"Esposa(o) / compañera(o) (035)",9925,,28,2201,4090,2833,773
"Hijo(a) / hijastro(a) (036)",22456,635,11877,8078,1584,269,13
"Yerno / nuera (037)",825,,7,486,279,50,3
"Nieto(a) (038)",2497,239,1783,432,43,,
"Padres / suegros (039)",848,,,1,23,214,610
"Otro(a) pariente (040)",3673,65,911,1617,598,297,185
"Trabajador(a) del hogar (041)",99,,7,65,17,9,1
"Pensionistas (042)",74,,2,36,25,9,2
"Otro(a) no pariente (043)",1232,5,110,585,369,139,24
"Hombres (044)",30898,463,7597,8241,7165,5297,2135
"Jefe o Jefa (045)",13638,,34,2207,5134,4529,1734
"Esposa(o) / compañera(o) (046)",938,,19,255,350,236,78
"Hijo(a) / hijastro(a) (047)",11623,304,6127,4195,863,127,7
"Yerno / nuera (048)",432,,2,216,172,39,3
"Nieto(a) (049)",1269,120,899,228,22,,
"Padres / suegros (050)",290,,,1,4,78,207
"Otro(a) pariente (051)",1941,35,462,834,351,171,88
"Trabajador(a) del hogar (052)",9,,,4,4,1,
"Pensionistas (053)",46,,2,17,17,8,2
"Otro(a) no pariente (054)",712,4,52,284,248,108,16
"Mujeres (055)",30873,481,7189,8785,7458,5006,1954
"Jefe o Jefa (056)",6504,,27,1318,2461,1954,744
"Esposa(o) / compañera(o) (057)",8987,,9,1946,3740,2597,695
"Hijo(a) / hijastro(a) (058)",10833,331,5750,3883,721,142,6
"Yerno / nuera (059)",393,,5,270,107,11,
"Nieto(a) (060)",1228,119,884,204,21,,
"Padres / suegros (061)",558,,,,19,136,403
"Otro(a) pariente (062)",1732,30,449,783,247,126,97
"Trabajador(a) del hogar (063)",90,,7,61,13,8,1
"Pensionistas (064)",28,,,19,8,1,
"Otro(a) no pariente (065)",520,1,58,301,121,31,8
,,,,,,,
"RURAL (066)",9380,112,2012,2277,2019,1892,1068
"Jefe o Jefa (067)",3423,,2,544,997,1178,702
"Esposa(o) / compañera(o) (068)",1615,,1,320,549,514,231
"Hijo(a) / hijastro(a) (069)",3038,90,1630,1007,247,61,3
"Yerno / nuera (070)",111,,1,52,42,14,2
"Nieto(a) (071)",331,20,232,73,6,,
"Padres / suegros (072)",91,,,,2,19,70
"Otro(a) pariente (073)",517,2,128,178,90,74,45
"Trabajador(a) del hogar (074)",10,,1,2,2,1,4
"Pensionistas (075)",6,,,4,1,1,
"Otro(a) no pariente (076)",238,,17,97,83,30,11
"Hombres (077)",5041,53,1082,1223,1078,1036,569
"Jefe o Jefa (078)",2540,,1,380,763,894,502
"Esposa(o) / compañera(o) (079)",57,,1,13,23,12,8
"Hijo(a) / hijastro(a) (080)",1672,41,885,564,141,39,2
"Yerno / nuera (081)",53,,,17,24,11,1
"Nieto(a) (082)",180,11,120,45,4,,
"Padres / suegros (083)",30,,,,,6,24
"Otro(a) pariente (084)",314,1,64,125,54,49,21
"Trabajador(a) del hogar (085)",4,,1,1,,,2
"Pensionistas (086)",4,,,2,1,1,
"Otro(a) no pariente (087)",187,,10,76,68,24,9
"Mujeres (088)",4339,59,930,1054,941,856,499
"Jefe o Jefa (089)",883,,1,164,234,284,200
"Esposa(o) / compañera(o) (090)",1558,,,307,526,502,223
"Hijo(a) / hijastro(a) (091)",1366,49,745,443,106,22,1
"Yerno / nuera (092)",58,,1,35,18,3,1
"Nieto(a) (093)",151,9,112,28,2,,
"Padres / suegros (094)",61,,,,2,13,46
"Otro(a) pariente (095)",203,1,64,53,36,25,24
"Trabajador(a) del hogar (096)",6,,,1,2,1,2
"Pensionistas (097)",2,,,2,,,
