"CUADRO Nº 35: POBLACIÓN DESOCUPADA DE 12 Y MÁS AÑOS DE EDAD, POR GRANDES GRUPOS DE EDAD, SEGÚN DEPARTAMENTO, PROVINCIA, ÁREA URBANA Y RURAL, SEXO Y ESTADO CIVIL",,,,,,
,,,,,,
"DEPARTAMENTO Y PROVINCIA, ÁREA URBANA Y RURAL, SEXO Y ESTADO CIVIL",TOTAL,"GRANDES GRUPOS DE EDAD",,,,
,,"12 A 14 AÑOS","15 A 29 AÑOS","30 A 44 AÑOS","45 A 64 AÑOS","65 A MÁS AÑOS"
,,,,,,
"Provincia GRAN CHIMU (000)",353,18,224,81,23,7
"Conviviente (001)",92,,38,36,13,5
"Separado(a) (002)",4,,3,,1,
"Casado(a) (003)",35,,8,20,7,
"Viudo(a) (004)",4,,,2,,2
"Divorciado(a) (005)",1,,,1,,
"Soltero(a) (006)",217,18,175,22,2,
"Hombres (008)",296,10,183,74,22,7
"Conviviente (009)",87,,36,34,12,5
"Separado(a) (010)",1,,,,1,
"Casado(a) (011)",31,,6,18,7,
"Viudo(a) (012)",3,,,1,,2
"Divorciado(a) (013)",1,,,1,,
"Soltero(a) (014)",173,10,141,20,2,
"Mujeres (016)",57,8,41,7,1,
"Conviviente (017)",5,,2,2,1,
"Separado(a) (018)",3,,3,,,
"Casado(a) (019)",4,,2,2,,
"Viudo(a) (020)",1,,,1,,
"Soltero(a) (022)",44,8,34,2,,
,,,,,,
"AREA URBANA (024)",66,1,46,12,6,1
"Conviviente (025)",11,,4,4,3,
"Separado(a) (026)",2,,1,,1,
"Casado(a) (027)",7,,3,3,1,
"Viudo(a) (028)",1,,,,,1
"Soltero(a) (030)",45,1,38,5,1,
"Hombres (032)",53,,35,11,6,1
"Conviviente (033)",11,,4,4,3,
"Separado(a) (034)",1,,,,1,
"Casado(a) (035)",5,,1,3,1,
"Viudo(a) (036)",1,,,,,1
"Soltero(a) (038)",35,,30,4,1,
"Mujeres (040)",13,1,11,1,,
"Separado(a) (042)",1,,1,,,
"Casado(a) (043)",2,,2,,,
"Soltero(a) (046)",10,1,8,1,,
,,,,,,
"AREA RURAL (048)",287,17,178,69,17,6
"Conviviente (049)",81,,34,32,10,5
"Separado(a) (050)",2,,2,,,
"Casado(a) (051)",28,,5,17,6,
"Viudo(a) (052)",3,,,2,,1
"Divorciado(a) (053)",1,,,1,,
"Soltero(a) (054)",172,17,137,17,1,
"Hombres (056)",243,10,148,63,16,6
"Conviviente (057)",76,,32,30,9,5
"Casado(a) (059)",26,,5,15,6,
"Viudo(a) (060)",2,,,1,,1
"Divorciado(a) (061)",1,,,1,,
"Soltero(a) (062)",138,10,111,16,1,
"Mujeres (064)",44,7,30,6,1,
"Conviviente (065)",5,,2,2,1,
"Separado(a) (066)",2,,2,,,
"Casado(a) (067)",2,,,2,,
"Viudo(a) (068)",1,,,1,,
"Soltero(a) (070)",34,7,26,1,,
