"CUADRO Nº 6: TOTAL DE HOGARES EN VIVIENDAS PARTICULARES CON OCUPANTES PRESENTES, POR PERSONAS QUE PERTENECÍAN AL HOGAR Y AHORA VIVEN PERMANENTEMENTE EN OTRO PAÍS, SEGÚN DEPARTAMENTO, PROVINCIA, DISTRITO, ÁREA URBANA Y RURAL, TIPO DE VIVIENDA Y TOTAL DE OCUPANTES PRESENTES",,,,,,,,,
,,,,,,,,,
"DEPARTAMENTO Y PROVINCIA, ÁREA URBANA Y RURAL, TIPO DE VIVIENDA Y TOTAL DE OCUPANTES PRESENTES",TOTAL,"NÚMERO DE PERSONAS QUE VIVEN PERMANENTEMENTE EN OTRO PAÍS",,,,,,,NINGUNA
,,1,2,3,4,5,6,"7 Y MÁS",
,,,,,,,,,
"Provincia PADRE ABAD",,,,,,,,,
"Hogares (001)",12269,216,113,92,78,67,58,67,11578
"Ocupantes presentes (002)",48740,748,400,297,305,305,276,371,46038
"Casa independiente",,,,,,,,,
"Hogares (004)",9077,166,87,73,67,58,47,57,8522
"Ocupantes presentes (005)",37535,616,336,237,266,263,226,309,35282
"Departamento en edificio",,,,,,,,,
"Hogares (007)",87,3,1,1,,,1,,81
"Ocupantes presentes (008)",275,5,1,3,,,3,,263
"Vivienda en quinta",,,,,,,,,
"Hogares (010)",391,7,8,6,4,3,1,2,360
"Ocupantes presentes (011)",1284,12,26,18,18,11,4,11,1184
"Vivienda en casa de vecindad",,,,,,,,,
"Hogares (013)",97,4,,2,1,,2,1,87
"Ocupantes presentes (014)",370,15,,7,4,,12,8,324
"Choza o cabaña",,,,,,,,,
"Hogares (016)",2525,33,13,7,6,6,7,7,2446
"Ocupantes presentes (017)",8939,93,27,23,17,31,31,43,8674
"Vivienda improvisada",,,,,,,,,
"Hogares (019)",57,3,1,1,,,,,52
"Ocupantes presentes (020)",223,7,2,3,,,,,211
"Local no dest.para hab. humana",,,,,,,,,
"Hogares (022)",28,,2,2,,,,,24
"Ocupantes presentes (023)",88,,6,6,,,,,76
"Otro tipo",,,,,,,,,
"Hogares (025)",7,,1,,,,,,6
"Ocupantes presentes (026)",26,,2,,,,,,24
,,,,,,,,,
URBANA,,,,,,,,,
"Hogares (028)",5906,144,78,67,56,44,43,45,5429
"Ocupantes presentes (029)",24907,525,303,218,229,202,215,255,22960
"Casa independiente",,,,,,,,,
"Hogares (031)",5252,127,66,55,51,41,39,42,4831
"Ocupantes presentes (032)",22673,486,268,181,207,191,196,236,20908
"Departamento en edificio",,,,,,,,,
"Hogares (034)",87,3,1,1,,,1,,81
"Ocupantes presentes (035)",275,5,1,3,,,3,,263
"Vivienda en quinta",,,,,,,,,
"Hogares (037)",391,7,8,6,4,3,1,2,360
"Ocupantes presentes (038)",1284,12,26,18,18,11,4,11,1184
"Vivienda en casa de vecindad",,,,,,,,,
"Hogares (040)",97,4,,2,1,,2,1,87
"Ocupantes presentes (041)",370,15,,7,4,,12,8,324
"Choza o cabaña",,,,,,,,,
"Vivienda improvisada",,,,,,,,,
"Hogares (046)",57,3,1,1,,,,,52
"Ocupantes presentes (047)",223,7,2,3,,,,,211
"Local no dest.para hab. humana",,,,,,,,,
"Hogares (049)",18,,2,2,,,,,14
"Ocupantes presentes (050)",63,,6,6,,,,,51
"Otro tipo",,,,,,,,,
"Hogares (052)",4,,,,,,,,4
"Ocupantes presentes (053)",19,,,,,,,,19
,,,,,,,,,
RURAL,,,,,,,,,
"Hogares (055)",6363,72,35,25,22,23,15,22,6149
"Ocupantes presentes (056)",23833,223,97,79,76,103,61,116,23078
"Casa independiente",,,,,,,,,
"Hogares (058)",3825,39,21,18,16,17,8,15,3691
"Ocupantes presentes (059)",14862,130,68,56,59,72,30,73,14374
"Departamento en edificio",,,,,,,,,
"Vivienda en quinta",,,,,,,,,
"Vivienda en casa de vecindad",,,,,,,,,
"Choza o cabaña",,,,,,,,,
"Hogares (070)",2525,33,13,7,6,6,7,7,2446
"Ocupantes presentes (071)",8939,93,27,23,17,31,31,43,8674
"Vivienda improvisada",,,,,,,,,
"Local no dest.para hab. humana",,,,,,,,,
"Hogares (076)",10,,,,,,,,10
"Ocupantes presentes (077)",25,,,,,,,,25
"Otro tipo",,,,,,,,,
"Hogares (079)",3,,1,,,,,,2
"Ocupantes presentes (080)",7,,2,,,,,,5
