"CUADRO Nº 15: POBLACIÓN OCUPADA DE 6 Y MÁS AÑOS DE EDAD, POR NIVEL EDUCATIVO ALCANZADO, SEGÚN DEPARTAMENTO, PROVINCIA, ÁREA URBANA Y RURAL, SEXO Y CATEGORÍA DE OCUPACIÓN",,,,,,,,,
,,,,,,,,,
"DEPARTAMENTO, PROVINCIA, ÁREA URBANA Y RURAL, SEXO Y CATEGORIA DE OCUPACIÓN",TOTAL,"NIVEL EDUCATIVO ALCANZADO",,,,,,,
,,"SIN NIVEL","EDUCACIÓN INICIAL",PRIMARIA,SECUNDARIA,"SUP. NO UNIV. INCOMPLETA","SUP. NO UNIV. COMPLETA","SUP. UNIV. INCOMPLETA","SUP. UNIV. COMPLETA"
,,,,,,,,,
"Provincia ACOMAYO (000)",7633,1139,13,3407,2172,162,421,77,242
"Empleado (001)",683,13,,43,127,37,252,36,175
"Obrero (002)",1069,88,4,470,421,31,34,9,12
"Trabajador independiente (003)",4047,651,7,2021,1115,72,106,30,45
"Empleador o patrono (004)",195,36,1,95,54,3,3,,3
"Trabajador familiar no remunerado (005)",1555,337,1,737,428,17,26,2,7
"Trabajador del hogar (006)",84,14,,41,27,2,,,
"Hombres (008)",5093,367,5,2397,1683,131,291,60,159
"Empleado (009)",415,3,,19,76,25,156,26,110
"Obrero (010)",897,35,,395,386,30,31,8,12
"Trabajador independiente (011)",3017,275,3,1639,904,58,83,24,31
"Empleador o patrono (012)",141,11,1,74,48,3,2,,2
"Trabajador familiar no remunerado (013)",599,40,1,259,261,13,19,2,4
"Trabajador del hogar (014)",24,3,,11,8,2,,,
"Mujeres (016)",2540,772,8,1010,489,31,130,17,83
"Empleado (017)",268,10,,24,51,12,96,10,65
"Obrero (018)",172,53,4,75,35,1,3,1,
"Trabajador independiente (019)",1030,376,4,382,211,14,23,6,14
"Empleador o patrono (020)",54,25,,21,6,,1,,1
"Trabajador familiar no remunerado (021)",956,297,,478,167,4,7,,3
"Trabajador del hogar (022)",60,11,,30,19,,,,
,,,,,,,,,
"URBANA (024)",4486,628,8,1812,1319,111,348,63,197
"Empleado (025)",564,10,,31,95,28,217,32,151
"Obrero (026)",633,51,3,241,278,22,26,5,7
"Trabajador independiente (027)",2243,350,4,1056,651,47,80,24,31
"Empleador o patrono (028)",102,19,,45,31,2,3,,2
"Trabajador familiar no remunerado (029)",891,190,1,410,250,10,22,2,6
"Trabajador del hogar (030)",53,8,,29,14,2,,,
"Hombres (032)",2826,153,2,1192,987,86,234,49,123
"Empleado (033)",343,2,,16,62,18,131,23,91
"Obrero (034)",505,16,,183,251,21,23,4,7
"Trabajador independiente (035)",1546,110,1,805,492,36,61,20,21
"Empleador o patrono (036)",67,3,,33,26,2,2,,1
"Trabajador familiar no remunerado (037)",350,21,1,148,151,7,17,2,3
"Trabajador del hogar (038)",15,1,,7,5,2,,,
"Mujeres (040)",1660,475,6,620,332,25,114,14,74
"Empleado (041)",221,8,,15,33,10,86,9,60
"Obrero (042)",128,35,3,58,27,1,3,1,
"Trabajador independiente (043)",697,240,3,251,159,11,19,4,10
"Empleador o patrono (044)",35,16,,12,5,,1,,1
"Trabajador familiar no remunerado (045)",541,169,,262,99,3,5,,3
"Trabajador del hogar (046)",38,7,,22,9,,,,
,,,,,,,,,
"RURAL (048)",3147,511,5,1595,853,51,73,14,45
"Empleado (049)",119,3,,12,32,9,35,4,24
"Obrero (050)",436,37,1,229,143,9,8,4,5
"Trabajador independiente (051)",1804,301,3,965,464,25,26,6,14
"Empleador o patrono (052)",93,17,1,50,23,1,,,1
"Trabajador familiar no remunerado (053)",664,147,,327,178,7,4,,1
"Trabajador del hogar (054)",31,6,,12,13,,,,
"Hombres (056)",2267,214,3,1205,696,45,57,11,36
"Empleado (057)",72,1,,3,14,7,25,3,19
"Obrero (058)",392,19,,212,135,9,8,4,5
"Trabajador independiente (059)",1471,165,2,834,412,22,22,4,10
"Empleador o patrono (060)",74,8,1,41,22,1,,,1
"Trabajador familiar no remunerado (061)",249,19,,111,110,6,2,,1
"Trabajador del hogar (062)",9,2,,4,3,,,,
"Mujeres (064)",880,297,2,390,157,6,16,3,9
"Empleado (065)",47,2,,9,18,2,10,1,5
"Obrero (066)",44,18,1,17,8,,,,
"Trabajador independiente (067)",333,136,1,131,52,3,4,2,4
"Empleador o patrono (068)",19,9,,9,1,,,,
"Trabajador familiar no remunerado (069)",415,128,,216,68,1,2,,
"Trabajador del hogar (070)",22,4,,8,10,,,,
