"CUADRO Nº 7: POBLACIÓN OCUPADA DE 6 Y MÁS AÑOS DE EDAD, POR GRANDES GRUPOS DE EDAD, SEGÚN DEPARTAMENTO, PROVINCIA, ÁREA URBANA Y RURAL, SEXO Y RAMA DE ACTIVIDAD ECONÓMICA",,,,,,
,,,,,,
"DEPARTAMENTO, PROVINCIA, ÁREA URBANA Y RURAL, SEXO Y RAMA DE ACTIVIDAD ECONOMICA",TOTAL,"GRANDES GRUPOS DE EDAD",,,,
,,"6 A 14 AÑOS","15 A 29 AÑOS","30 A 44 AÑOS","45 A 64 AÑOS","65 Y MÁS AÑOS"
,,,,,,
"Provincia PARINACOCHAS (000)",10001,198,2992,3331,2545,935
"Agric., ganadería, caza y silvicultura (001)",4469,133,1045,1164,1380,747
"Pesca (002)",1,,,1,,
"Explotación de minas y canteras (003)",986,3,529,350,97,7
"Industrias manufactureras (004)",317,10,134,83,64,26
"Suministro de electricidad, gas y agua (005)",20,,9,7,4,
"Construcción (006)",400,4,152,163,71,10
"Comerc., rep. veh. autom.,motoc. efect. pers. (007)",883,21,261,330,208,63
"Venta, mant.y rep. veh.autom.y motoc. (008)",43,,22,16,5,
"Comercio al por mayor (009)",18,,6,7,4,1
"Comercio al por menor (010)",822,21,233,307,199,62
"Hoteles y restaurantes (011)",248,3,91,86,48,20
"Trans., almac. y comunicaciones (012)",255,3,104,104,40,4
"Intermediación financiera (013)",13,,1,8,4,
"Activid.inmobil., empres. y alquileres (014)",138,,51,55,29,3
"Admin.pub. y defensa; p. segur.soc.afil (015)",298,,90,112,91,5
"Enseñanza (016)",1077,,172,589,311,5
"Servicios sociales y de salud (017)",191,,29,85,75,2
"Otras activ. serv.comun.soc y personales (018)",109,4,42,39,20,4
"Hogares privados con servicio doméstico (019)",190,15,116,33,23,3
"Actividad economica no especificada (021)",406,2,166,122,80,36
"Hombres (022)",6788,126,2085,2245,1701,631
"Agric., ganadería, caza y silvicultura (023)",3233,86,778,863,978,528
"Pesca (024)",1,,,1,,
"Explotación de minas y canteras (025)",908,2,487,326,87,6
"Industrias manufactureras (026)",228,9,107,59,37,16
"Suministro de electricidad, gas y agua (027)",19,,8,7,4,
"Construcción (028)",388,4,149,158,67,10
"Comerc., rep. veh. autom.,motoc. efect. pers. (029)",373,14,108,138,85,28
"Venta, mant.y rep. veh.autom.y motoc. (030)",40,,22,14,4,
"Comercio al por mayor (031)",8,,4,2,2,
"Comercio al por menor (032)",325,14,82,122,79,28
"Hoteles y restaurantes (033)",65,1,29,23,9,3
"Trans., almac. y comunicaciones (034)",243,3,96,102,38,4
"Intermediación financiera (035)",7,,1,3,3,
"Activid.inmobil., empres. y alquileres (036)",107,,36,43,25,3
"Admin.pub. y defensa; p. segur.soc.afil (037)",231,,57,93,77,4
"Enseñanza (038)",573,,71,292,206,4
"Servicios sociales y de salud (039)",72,,11,36,23,2
"Otras activ. serv.comun.soc y personales (040)",60,4,23,18,12,3
"Hogares privados con servicio doméstico (041)",21,2,13,3,2,1
