"CUADRO Nº 11: POBLACIÓN OCUPADA DE 6 Y MÁS AÑOS DE EDAD, POR TAMAÑO DE ESTABLECIMIENTO DONDE TRABAJA, SEGÚN DEPARTAMENTO, PROVINCIA, ÁREA URBANA Y RURAL, NIVEL EDUCATIVO ALCANZADO Y GRANDES GRUPOS DE EDAD",,,,,
,,,,,
"DEPARTAMENTO, PROVINCIA, ÁREA URBANA Y RURAL, NIVEL EDUCATIVO ALCANZADO Y GRANDES GRUPOS DE EDAD",TOTAL,"TAMAÑO DE ESTABLECIMIENTO",,,
,,"1 A 5 PERSONAS","6 A 10 PERSONAS","11 A 50 PERSONAS","51 Y MÁS PERSONAS"
,,,,,
"Provincia GENERAL SANCHEZ CERRO (000)",10201,6931,1026,1025,1219
"Sin nivel (001)",583,491,58,23,11
"Educación inicial (002)",8,6,1,1,
"Primaria (003)",2707,2342,160,139,66
"Secundaria (004)",3561,2530,356,339,336
"Superior no univ. incompleta (005)",739,422,89,60,168
"Superior no univ. completa (006)",1139,510,138,181,310
"Superior univ. incompleta (007)",385,210,33,37,105
"Superior univ. completa (008)",1079,420,191,245,223
"De 06 a 14 años (010)",136,125,5,6,
"Sin nivel (011)",1,1,,,
"Educación inicial (012)",3,3,,,
"Primaria (013)",79,73,3,3,
"Secundaria (014)",53,48,2,3,
"De 15 a 29 años (020)",2839,1761,318,319,441
"Sin nivel (021)",28,22,1,3,2
"Educación inicial (022)",2,1,1,,
"Primaria (023)",259,220,16,19,4
"Secundaria (024)",1401,974,163,144,120
"Superior no univ. incompleta (025)",370,212,47,30,81
"Superior no univ. completa (026)",430,188,37,66,139
"Superior univ. incompleta (027)",139,63,19,18,39
"Superior univ. completa (028)",210,81,34,39,56
"De 30 a 44 años (030)",3407,1990,392,472,553
"Sin nivel (031)",113,99,8,4,2
"Educación inicial (032)",3,2,,1,
"Primaria (033)",613,506,45,38,24
"Secundaria (034)",1187,784,125,135,143
"Superior no univ. incompleta (035)",269,141,30,25,73
"Superior no univ. completa (036)",515,197,80,95,143
"Superior univ. incompleta (037)",153,80,8,15,50
"Superior univ. completa (038)",554,181,96,159,118
"De 45 a 64 años (040)",2585,1930,254,194,207
"Sin nivel (041)",205,166,26,7,6
"Primaria (043)",1053,891,70,62,30
"Secundaria (044)",763,584,61,53,65
"Superior no univ. incompleta (045)",82,51,12,5,14
"Superior no univ. completa (046)",156,89,21,18,28
"Superior univ. incompleta (047)",72,47,6,3,16
"Superior univ. completa (048)",254,102,58,46,48
"De 65 y más años (050)",1234,1125,57,34,18
"Sin nivel (051)",236,203,23,9,1
"Primaria (053)",703,652,26,17,8
"Secundaria (054)",157,140,5,4,8
"Superior no univ. incompleta (055)",18,18,,,
"Superior no univ. completa (056)",38,36,,2,
"Superior univ. incompleta (057)",21,20,,1,
"Superior univ. completa (058)",61,56,3,1,1
,,,,,
