"CUADRO Nº 10: VIVIENDAS PARTICULARES CON OCUPANTES PRESENTES, POR DISPONIBILIDAD DEL SERVICIO DE AGUA POTABLE TODOS LOS DÍAS DE LA SEMANA, SEGÚN DEPARTAMENTO, PROVINCIA, DISTRITO, ÁREA URBANA Y RURAL, TIPO DE VIVIENDA Y TOTAL DE OCUPANTES PRESENTES",,,
,,,
"DEPARTAMENTO, PROVINCIA, DISTRITO, ÁREA URBANA Y RURAL, TIPO DE VIVIENDA Y TOTAL DE OCUPANTES PRESENTES",TOTAL,"DISPONE DE AGUA POTABLE TODOS LOS DÍAS DE LA SEMANA",
,,SI,NO
,,,
"Provincia ICA",,,
"Viviendas particulares (001)",62022,49478,12544
"Ocupantes presentes (002)",272726,219765,52961
"Casa independiente",,,
"Viviendas particulares (004)",55161,44229,10932
"Ocupantes presentes (005)",246504,200102,46402
"Departamento en edificio",,,
"Viviendas particulares (007)",1480,1446,34
"Ocupantes presentes (008)",4942,4816,126
"Vivienda en quinta",,,
"Viviendas particulares (010)",1018,979,39
"Ocupantes presentes (011)",3448,3322,126
"Vivienda en casa de vecindad",,,
"Viviendas particulares (013)",428,360,68
"Ocupantes presentes (014)",1490,1231,259
"Choza o cabaña",,,
"Viviendas particulares (016)",63,21,42
"Ocupantes presentes (017)",251,84,167
"Vivienda improvisada",,,
"Viviendas particulares (019)",3753,2341,1412
"Ocupantes presentes (020)",15740,9918,5822
"Local no dest.para hab. humana",,,
"Viviendas particulares (022)",109,92,17
"Ocupantes presentes (023)",321,262,59
"Otro tipo",,,
"Viviendas particulares (025)",10,10,
"Ocupantes presentes (026)",30,30,
,,,
URBANA,,,
"Viviendas particulares (028)",59115,48922,10193
"Ocupantes presentes (029)",260777,217573,43204
"Casa independiente",,,
"Viviendas particulares (031)",52321,43696,8625
"Ocupantes presentes (032)",234825,198005,36820
"Departamento en edificio",,,
"Viviendas particulares (034)",1480,1446,34
"Ocupantes presentes (035)",4942,4816,126
"Vivienda en quinta",,,
"Viviendas particulares (037)",1018,979,39
"Ocupantes presentes (038)",3448,3322,126
"Vivienda en casa de vecindad",,,
"Viviendas particulares (040)",428,360,68
"Ocupantes presentes (041)",1490,1231,259
"Choza o cabaña",,,
"Vivienda improvisada",,,
"Viviendas particulares (046)",3753,2341,1412
"Ocupantes presentes (047)",15740,9918,5822
"Local no dest.para hab. humana",,,
"Viviendas particulares (049)",107,92,15
"Ocupantes presentes (050)",313,262,51
"Otro tipo",,,
"Viviendas particulares (052)",8,8,
"Ocupantes presentes (053)",19,19,
,,,
RURAL,,,
"Viviendas particulares (055)",2907,556,2351
"Ocupantes presentes (056)",11949,2192,9757
"Casa independiente",,,
"Viviendas particulares (058)",2840,533,2307
"Ocupantes presentes (059)",11679,2097,9582
"Departamento en edificio",,,
"Vivienda en quinta",,,
"Vivienda en casa de vecindad",,,
"Choza o cabaña",,,
"Viviendas particulares (070)",63,21,42
"Ocupantes presentes (071)",251,84,167
"Vivienda improvisada",,,
"Local no dest.para hab. humana",,,
"Viviendas particulares (076)",2,,2
"Ocupantes presentes (077)",8,,8
"Otro tipo",,,
"Viviendas particulares (079)",2,2,
"Ocupantes presentes (080)",11,11,
