"CUADRO Nº 9: POBLACIÓN OCUPADA DE 6 Y MÁS AÑOS DE EDAD, POR GRANDES GRUPOS DE EDAD, SEGÚN DEPARTAMENTO, PROVINCIA, ÁREA URBANA Y RURAL, SEXO Y CATEGORÍA DE OCUPACIÓN",,,,,,
,,,,,,
"DEPARTAMENTO, PROVINCIA, ÁREA URBANA Y RURAL, SEXO Y CATEGORIA DE OCUPACION",TOTAL,"GRANDES GRUPOS DE EDAD",,,,
,,"6 A 14 AÑOS","15 A 29 AÑOS","30 A 44 AÑOS","45 A 64 AÑOS","65 Y MÁS AÑOS"
,,,,,,
"Provincia EL DORADO (000)",13708,878,5113,4341,2719,657
"Empleado (001)",748,5,221,380,140,2
"Obrero (002)",1609,70,692,515,268,64
"Trabajador independiente (003)",7307,118,2341,2606,1763,479
"Empleador o patrono (004)",243,,51,94,76,22
"Trabajador familiar no remunerado (005)",3526,663,1680,670,431,82
"Trabajador del hogar (006)",275,22,128,76,41,8
"Hombres (008)",9889,570,3725,3142,1968,484
"Empleado (009)",437,,121,215,101,
"Obrero (010)",1256,55,547,405,201,48
"Trabajador independiente (011)",6245,89,1925,2284,1543,404
"Empleador o patrono (012)",221,,49,88,70,14
"Trabajador familiar no remunerado (013)",1716,426,1076,147,49,18
"Trabajador del hogar (014)",14,,7,3,4,
"Mujeres (016)",3819,308,1388,1199,751,173
"Empleado (017)",311,5,100,165,39,2
"Obrero (018)",353,15,145,110,67,16
"Trabajador independiente (019)",1062,29,416,322,220,75
"Empleador o patrono (020)",22,,2,6,6,8
"Trabajador familiar no remunerado (021)",1810,237,604,523,382,64
"Trabajador del hogar (022)",261,22,121,73,37,8
,,,,,,
"URBANA (024)",5510,294,1824,1856,1247,289
"Empleado (025)",601,4,169,304,122,2
"Obrero (026)",643,26,245,218,122,32
"Trabajador independiente (027)",2761,39,782,980,755,205
"Empleador o patrono (028)",85,,16,34,26,9
"Trabajador familiar no remunerado (029)",1225,211,519,263,197,35
"Trabajador del hogar (030)",195,14,93,57,25,6
"Hombres (032)",3683,187,1216,1225,854,201
"Empleado (033)",345,,90,169,86,
"Obrero (034)",500,21,189,177,91,22
"Trabajador independiente (035)",2171,30,580,777,619,165
"Empleador o patrono (036)",78,,16,32,23,7
"Trabajador familiar no remunerado (037)",585,136,339,68,35,7
"Trabajador del hogar (038)",4,,2,2,,
"Mujeres (040)",1827,107,608,631,393,88
"Empleado (041)",256,4,79,135,36,2
"Obrero (042)",143,5,56,41,31,10
"Trabajador independiente (043)",590,9,202,203,136,40
"Empleador o patrono (044)",7,,,2,3,2
"Trabajador familiar no remunerado (045)",640,75,180,195,162,28
"Trabajador del hogar (046)",191,14,91,55,25,6
,,,,,,
"RURAL (048)",8198,584,3289,2485,1472,368
"Empleado (049)",147,1,52,76,18,
"Obrero (050)",966,44,447,297,146,32
"Trabajador independiente (051)",4546,79,1559,1626,1008,274
"Empleador o patrono (052)",158,,35,60,50,13
"Trabajador familiar no remunerado (053)",2301,452,1161,407,234,47
"Trabajador del hogar (054)",80,8,35,19,16,2
"Hombres (056)",6206,383,2509,1917,1114,283
"Empleado (057)",92,,31,46,15,
"Obrero (058)",756,34,358,228,110,26
"Trabajador independiente (059)",4074,59,1345,1507,924,239
"Empleador o patrono (060)",143,,33,56,47,7
"Trabajador familiar no remunerado (061)",1131,290,737,79,14,11
"Trabajador del hogar (062)",10,,5,1,4,
"Mujeres (064)",1992,201,780,568,358,85
"Empleado (065)",55,1,21,30,3,
"Obrero (066)",210,10,89,69,36,6
"Trabajador independiente (067)",472,20,214,119,84,35
"Empleador o patrono (068)",15,,2,4,3,6
"Trabajador familiar no remunerado (069)",1170,162,424,328,220,36
"Trabajador del hogar (070)",70,8,30,18,12,2
