"CUADRO Nº 15: VIVIENDAS PARTICULARES CON OCUPANTES PRESENTES, POR DISPONIBILIDAD DE SERVICIO HIGIÉNICO EN LA VIVIENDA, SEGÚN DEPARTAMENTO, PROVINCIA, DISTRITO, ÁREA URBANA Y RURAL, TIPO DE VIVIENDA Y TOTAL DE OCUPANTES PRESENTES",,,,,,,
,,,,,,,
"DEPARTAMENTO, PROVINCIA, DISTRITO, ÁREA URBANA Y RURAL, TIPO DE VIVIENDA Y TOTAL DE OCUPANTES PRESENTES",TOTAL,"SERVICIO HIGIÉNICO CONECTADO A:",,,,,
,,"RED PÚBLICA DE DESAGÜE (DENTRO DE LA VIVIENDA)","RED PÚBLICA DE DESAGÜE (FUERA DE LA VIVIENDA PERO DENTRO DE LA EDIFICACIÓN)","POZO SÉPTICO","POZO CIEGO O NEGRO / LETRINA","RÍO, ACEQUIA O CANAL","NO TIENE"
,,,,,,,
"Provincia ESPINAR",,,,,,,
"Viviendas particulares (001)",16076,2999,1479,711,4052,440,6395
"Ocupantes presentes (002)",60806,12670,6267,2778,16177,1532,21382
"Casa independiente",,,,,,,
"Viviendas particulares (004)",13662,2958,1460,542,3310,352,5040
"Ocupantes presentes (005)",52537,12515,6179,2069,13345,1286,17143
"Departamento en edificio",,,,,,,
"Viviendas particulares (007)",10,10,,,,,
"Ocupantes presentes (008)",40,40,,,,,
"Vivienda en quinta",,,,,,,
"Viviendas particulares (010)",15,4,11,,,,
"Ocupantes presentes (011)",105,35,70,,,,
"Vivienda en casa de vecindad",,,,,,,
"Viviendas particulares (013)",33,18,3,,,,12
"Ocupantes presentes (014)",109,56,11,,,,42
"Choza o cabaña",,,,,,,
"Viviendas particulares (016)",2323,1,,168,739,88,1327
"Ocupantes presentes (017)",7920,4,,704,2817,246,4149
"Vivienda improvisada",,,,,,,
"Viviendas particulares (019)",3,,,,,,3
"Ocupantes presentes (020)",4,,,,,,4
"Local no dest.para hab. humana",,,,,,,
"Viviendas particulares (022)",27,8,5,,3,,11
"Ocupantes presentes (023)",81,20,7,,15,,39
"Otro tipo",,,,,,,
"Viviendas particulares (025)",3,,,1,,,2
"Ocupantes presentes (026)",10,,,5,,,5
,,,,,,,
URBANA,,,,,,,
"Viviendas particulares (028)",6764,2995,1476,157,484,142,1510
"Ocupantes presentes (029)",26878,12656,6260,520,1710,574,5158
"Casa independiente",,,,,,,
"Viviendas particulares (031)",6683,2955,1457,157,483,142,1489
"Ocupantes presentes (032)",26570,12505,6172,520,1700,574,5099
"Departamento en edificio",,,,,,,
"Viviendas particulares (034)",10,10,,,,,
"Ocupantes presentes (035)",40,40,,,,,
"Vivienda en quinta",,,,,,,
"Viviendas particulares (037)",15,4,11,,,,
"Ocupantes presentes (038)",105,35,70,,,,
"Vivienda en casa de vecindad",,,,,,,
"Viviendas particulares (040)",33,18,3,,,,12
"Ocupantes presentes (041)",109,56,11,,,,42
"Choza o cabaña",,,,,,,
"Vivienda improvisada",,,,,,,
"Viviendas particulares (046)",3,,,,,,3
"Ocupantes presentes (047)",4,,,,,,4
"Local no dest.para hab. humana",,,,,,,
"Viviendas particulares (049)",18,8,5,,1,,4
"Ocupantes presentes (050)",45,20,7,,10,,8
"Otro tipo",,,,,,,
"Viviendas particulares (052)",2,,,,,,2
"Ocupantes presentes (053)",5,,,,,,5
,,,,,,,
RURAL,,,,,,,
"Viviendas particulares (055)",9312,4,3,554,3568,298,4885
"Ocupantes presentes (056)",33928,14,7,2258,14467,958,16224
"Casa independiente",,,,,,,
"Viviendas particulares (058)",6979,3,3,385,2827,210,3551
"Ocupantes presentes (059)",25967,10,7,1549,11645,712,12044
"Departamento en edificio",,,,,,,
"Vivienda en quinta",,,,,,,
"Vivienda en casa de vecindad",,,,,,,
"Choza o cabaña",,,,,,,
"Viviendas particulares (070)",2323,1,,168,739,88,1327
"Ocupantes presentes (071)",7920,4,,704,2817,246,4149
"Vivienda improvisada",,,,,,,
"Local no dest.para hab. humana",,,,,,,
"Viviendas particulares (076)",9,,,,2,,7
"Ocupantes presentes (077)",36,,,,5,,31
"Otro tipo",,,,,,,
"Viviendas particulares (079)",1,,,1,,,
"Ocupantes presentes (080)",5,,,5,,,
