"CUADRO Nº 6: POBLACIÓN FEMENINA DE 12 Y MÁS AÑOS DE EDAD, POR NÚMERO DE HIJOS QUE SE ENCUENTRAN ACTUALMENTE VIVOS, SEGÚN DEPARTAMENTO, PROVINCIAL, DISTRITO, ÁREA URBANA Y RURAL, CONDICIÓN DE ACTIVIDAD Y GRUPOS QUINQUENALES DE EDAD",,,,,,,,,,,,
,,,,,,,,,,,,
"DEPARTAMENTO, PROVINCIA, DISTRITO, ÁREA URBANA Y RURAL, CONDICIÓN DE ACTIVIDAD Y GRUPOS QUINQUENALES DE EDAD","TOTAL DE MUJERES","POBLACIÓN FEMENINA POR NÚMERO DE HIJOS ACTUALMENTE VIVOS",,,,,,,,,"SIN DECLARACIÓN","TOTAL DE HIJOS ACTUALMENTE VIVOS"
,,TOTAL,0,1,2,3,"4 A 5","6 A 7","8 A 9","10 A MÁS",,
,,,,,,,,,,,,
"Provincia ANTONIO RAYMONDI (000)",4193,4102,20,583,628,543,986,781,424,137,91,17919
"De 12 a 14 años (001)",4,1,,,1,,,,,,3,2
"De 15 a 19 años (002)",98,93,2,75,15,1,,,,,5,108
"De 20 a 24 años (003)",403,368,2,195,115,50,3,3,,,35,606
"De 25 a 29 años (004)",460,441,1,116,136,111,72,5,,,19,1064
"De 30 a 34 años (005)",405,399,2,32,107,80,132,41,5,,6,1371
"De 35 a 39 años (006)",441,440,,29,52,88,154,78,32,7,1,1933
"De 40 a 44 años (007)",387,378,1,14,39,49,108,92,58,17,9,1981
"De 45 a 49 años (008)",366,366,1,17,29,32,98,93,72,24,,2069
"De 50 y más años (009)",1629,1616,11,105,134,132,419,469,257,89,13,8785
"PEA (010)",437,418,1,103,92,66,80,47,23,6,19,1392
"De 15 a 19 años (012)",6,6,,6,,,,,,,,6
"De 20 a 24 años (013)",54,44,,32,6,5,1,,,,10,63
"De 25 a 29 años (014)",47,43,,26,12,4,1,,,,4,67
"De 30 a 34 años (015)",50,47,,11,17,7,9,3,,,3,122
"De 35 a 39 años (016)",61,61,,6,17,16,16,4,2,,,202
"De 40 a 44 años (017)",59,58,,4,15,13,18,7,1,,1,203
"De 45 a 49 años (018)",48,48,,6,7,9,13,6,5,2,,204
"De 50 y más años (019)",112,111,1,12,18,12,22,27,15,4,1,525
"Ocupada (020)",404,391,1,95,89,64,74,42,20,6,13,1286
"De 15 a 19 años (022)",6,6,,6,,,,,,,,6
"De 20 a 24 años (023)",44,38,,28,5,5,,,,,6,53
"De 25 a 29 años (024)",41,39,,23,11,4,1,,,,2,62
"De 30 a 34 años (025)",49,46,,11,17,7,8,3,,,3,118
