"CUADRO Nº 12: POBLACIÓN FEMENINA DE 12 Y MÁS AÑOS DE EDAD, POR AÑO EN QUE NACIÓ SU ÚLTIMO HIJO NACIDO VIVO, SEGÚN DEPARTAMENTO, PROVINCIA, DISTRITO, ÁREA URBANA Y RURAL, CONDICIÓN DE ACTIVIDAD Y GRUPOS QUINQUENALES DE EDAD",,,,,,,,
,,,,,,,,
"DEPARTAMENTO, PROVINCIA, DISTRITO, ÁREA URBANA Y RURAL, CONDICIÓN DE ACTIVIDAD Y GRUPOS QUINQUENALES DE EDAD",TOTAL,"GRUPO DE AÑOS EN QUE NACIÓ SU ÚLTIMO HIJO NACIDO VIVO",,,,,,"NO ESPECIFICADO"
,,"ANTES DE 1960","1960 A 1969","1970 A 1979","1980 A 1989","1990 A 1999","2000 A 2007",
,,,,,,,,
"Provincia LUCANAS (000)",17527,163,510,1232,1981,3162,5536,4943
"De 12 a 14 años (001)",36,,,,,,2,34
"De 15 a 19 años (002)",436,,,,,,259,177
"De 20 a 24 años (003)",1550,,,,,3,955,592
"De 25 a 29 años (004)",1867,,,,,74,1201,592
"De 30 a 34 años (005)",1832,,,,1,278,1129,424
"De 35 a 39 años (006)",1809,,,,14,477,955,363
"De 40 a 44 años (007)",1680,,,,64,643,619,354
"De 45 a 49 años (008)",1403,,,1,165,659,322,256
"De 50 y más años (009)",6914,163,510,1231,1737,1028,94,2151
"PEA (010)",6438,13,101,358,776,1400,2028,1762
"De 12 a 14 años (011)",5,,,,,,1,4
"De 15 a 19 años (012)",90,,,,,,52,38
"De 20 a 24 años (013)",464,,,,,3,271,190
"De 25 a 29 años (014)",727,,,,,29,429,269
"De 30 a 34 años (015)",754,,,,,131,428,195
"De 35 a 39 años (016)",891,,,,7,247,444,193
"De 40 a 44 años (017)",778,,,,39,323,253,163
"De 45 a 49 años (018)",610,,,1,90,286,114,119
"De 50 y más años (019)",2119,13,101,357,640,381,36,591
"Ocupada (020)",6277,13,99,355,769,1374,1968,1699
"De 12 a 14 años (021)",5,,,,,,1,4
"De 15 a 19 años (022)",87,,,,,,51,36
"De 20 a 24 años (023)",431,,,,,3,253,175
"De 25 a 29 años (024)",689,,,,,29,414,246
"De 30 a 34 años (025)",732,,,,,125,418,189
"De 35 a 39 años (026)",865,,,,7,238,432,188
"De 40 a 44 años (027)",768,,,,38,320,252,158
"De 45 a 49 años (028)",600,,,1,90,282,111,116
"De 50 y más años (029)",2100,13,99,354,634,377,36,587
"Desocupada (030)",161,,2,3,7,26,60,63
"De 15 a 19 años (032)",3,,,,,,1,2
"De 20 a 24 años (033)",33,,,,,,18,15
"De 25 a 29 años (034)",38,,,,,,15,23
"De 30 a 34 años (035)",22,,,,,6,10,6
"De 35 a 39 años (036)",26,,,,,9,12,5
"De 40 a 44 años (037)",10,,,,1,3,1,5
"De 45 a 49 años (038)",10,,,,,4,3,3
"De 50 y más años (039)",19,,2,3,6,4,,4
"No PEA (040)",11089,150,409,874,1205,1762,3508,3181
"De 12 a 14 años (041)",31,,,,,,1,30
"De 15 a 19 años (042)",346,,,,,,207,139
"De 20 a 24 años (043)",1086,,,,,,684,402
"De 25 a 29 años (044)",1140,,,,,45,772,323
"De 30 a 34 años (045)",1078,,,,1,147,701,229
"De 35 a 39 años (046)",918,,,,7,230,511,170
"De 40 a 44 años (047)",902,,,,25,320,366,191
