"CUADRO Nº 12: VIVIENDAS PARTICULARES CON OCUPANTES PRESENTES QUE SI DISPONEN DEL SERVICIO DE AGUA POTABLE TODOS LOS DÍAS DE LA SEMANA, POR NÚMERO DE HORAS AL DÍA, SEGÚN DEPARTAMENTO, PROVINCIA, DISTRITO, ÁREA URBANA Y RURAL, TIPO DE VIVIENDA Y TOTAL DE OCUPANTES PRESENTES",,,,,,,,,
,,,,,,,,,
"DEPARTAMENTO, PROVINCIA, DISTRITO, ÁREA URBANA Y RURAL, TIPO DE VIVIENDA Y TOTAL DE OCUPANTES PRESENTES",TOTAL,"NÚMERO DE HORAS AL DÍA QUE DISPONE DE AGUA POTABLE",,,,,,,
,,1-3,4-6,7-9,10-12,13-15,16-18,19-21,22-24
,,,,,,,,,
"Provincia CHINCHEROS",,,,,,,,,
"Viviendas particulares (001)",5861,314,462,297,334,22,19,125,4288
"Ocupantes presentes (002)",24436,1343,1909,1220,1420,104,87,516,17837
"Casa independiente",,,,,,,,,
"Viviendas particulares (004)",5829,314,446,296,330,22,19,125,4277
"Ocupantes presentes (005)",24319,1343,1860,1214,1410,104,87,516,17785
"Departamento en edificio",,,,,,,,,
"Viviendas particulares (007)",1,,,1,,,,,
"Ocupantes presentes (008)",6,,,6,,,,,
"Vivienda en quinta",,,,,,,,,
"Viviendas particulares (010)",1,,1,,,,,,
"Ocupantes presentes (011)",3,,3,,,,,,
"Vivienda en casa de vecindad",,,,,,,,,
"Viviendas particulares (013)",28,,15,,4,,,,9
"Ocupantes presentes (014)",100,,46,,10,,,,44
"Choza o cabaña",,,,,,,,,
"Viviendas particulares (016)",1,,,,,,,,1
"Ocupantes presentes (017)",6,,,,,,,,6
"Vivienda improvisada",,,,,,,,,
"Local no dest.para hab. humana",,,,,,,,,
"Viviendas particulares (022)",1,,,,,,,,1
"Ocupantes presentes (023)",2,,,,,,,,2
"Otro tipo",,,,,,,,,
,,,,,,,,,
URBANA,,,,,,,,,
"Viviendas particulares (028)",2363,148,358,195,174,12,11,24,1441
"Ocupantes presentes (029)",9599,624,1443,806,749,52,48,104,5773
"Casa independiente",,,,,,,,,
"Viviendas particulares (031)",2333,148,342,194,170,12,11,24,1432
"Ocupantes presentes (032)",9490,624,1394,800,739,52,48,104,5729
"Departamento en edificio",,,,,,,,,
"Viviendas particulares (034)",1,,,1,,,,,
"Ocupantes presentes (035)",6,,,6,,,,,
"Vivienda en quinta",,,,,,,,,
"Viviendas particulares (037)",1,,1,,,,,,
"Ocupantes presentes (038)",3,,3,,,,,,
"Vivienda en casa de vecindad",,,,,,,,,
"Viviendas particulares (040)",28,,15,,4,,,,9
"Ocupantes presentes (041)",100,,46,,10,,,,44
"Choza o cabaña",,,,,,,,,
"Vivienda improvisada",,,,,,,,,
"Local no dest.para hab. humana",,,,,,,,,
"Otro tipo",,,,,,,,,
,,,,,,,,,
RURAL,,,,,,,,,
"Viviendas particulares (055)",3498,166,104,102,160,10,8,101,2847
"Ocupantes presentes (056)",14837,719,466,414,671,52,39,412,12064
"Casa independiente",,,,,,,,,
"Viviendas particulares (058)",3496,166,104,102,160,10,8,101,2845
"Ocupantes presentes (059)",14829,719,466,414,671,52,39,412,12056
"Departamento en edificio",,,,,,,,,
"Vivienda en quinta",,,,,,,,,
"Vivienda en casa de vecindad",,,,,,,,,
"Choza o cabaña",,,,,,,,,
"Viviendas particulares (070)",1,,,,,,,,1
"Ocupantes presentes (071)",6,,,,,,,,6
"Vivienda improvisada",,,,,,,,,
"Local no dest.para hab. humana",,,,,,,,,
"Viviendas particulares (076)",1,,,,,,,,1
"Ocupantes presentes (077)",2,,,,,,,,2
"Otro tipo",,,,,,,,,
