"CUADRO Nº 4: POBLACIÓN DE 6 Y MÁS AÑOS DE EDAD, POR AFILIACIÓN A ALGÚN TIPO DE SEGURO DE SALUD, SEGÚN DEPARTAMENTO, PROVINCIA, DISTRITO, ÁREA URBANA Y RURAL, SEXO Y CONDICIÓN DE ACTIVIDAD",,,,,
,,,,,
"DEPARTAMENTO, PROVINCIA, DISTRITO, ÁREA URBANA Y RURAL, SEXO Y CONDICION DE ACTIVIDAD",TOTAL,"AFILIADO A ALGÚN SEGURO DE SALUD",,,
,,"SIS (SEGURO INTEGRAL DE SALUD)",ESSALUD,"OTRO SEGURO DE SALUD",NINGUNO
,,,,,
"Provincia HUAMANGA (000)",192585,64104,26231,8634,94031
"Hombres (001)",93264,29000,12380,4953,47211
"Mujeres (002)",99321,35104,13851,3681,46820
"PEA (003)",75111,14895,12911,3833,43741
"Hombres (004)",45899,9287,6731,2545,27535
"Mujeres (005)",29212,5608,6180,1288,16206
"Ocupada (006)",71283,14089,12650,3721,41091
"Hombres (007)",43379,8691,6587,2476,25823
"Mujeres (008)",27904,5398,6063,1245,15268
"Desocupada (009)",3828,806,261,112,2650
"Hombres (010)",2520,596,144,69,1712
"Mujeres (011)",1308,210,117,43,938
"No PEA (012)",117474,49209,13320,4801,50290
"Hombres (013)",47365,19713,5649,2408,19676
"Mujeres (014)",70109,29496,7671,2393,30614
,,,,,
"URBANA (018)",142271,29803,25617,8449,78795
"Hombres (019)",68785,13066,12043,4846,39097
"Mujeres (020)",73486,16737,13574,3603,39698
"PEA (021)",61055,7240,12645,3767,37664
"Hombres (022)",35312,3691,6545,2491,22776
"Mujeres (023)",25743,3549,6100,1276,14888
"Ocupada (024)",57995,6875,12389,3658,35333
"Hombres (025)",33456,3480,6402,2425,21339
"Mujeres (026)",24539,3395,5987,1233,13994
"Desocupada (027)",3060,365,256,109,2331
"Hombres (028)",1856,211,143,66,1437
"Mujeres (029)",1204,154,113,43,894
"No PEA (030)",81216,22563,12972,4682,41131
"Hombres (031)",33473,9375,5498,2355,16321
"Mujeres (032)",47743,13188,7474,2327,24810
,,,,,
"RURAL (036)",50314,34301,614,185,15236
"Hombres (037)",24479,15934,337,107,8114
"Mujeres (038)",25835,18367,277,78,7122
"PEA (039)",14056,7655,266,66,6077
"Hombres (040)",10587,5596,186,54,4759
"Mujeres (041)",3469,2059,80,12,1318
"Ocupada (042)",13288,7214,261,63,5758
"Hombres (043)",9923,5211,185,51,4484
"Mujeres (044)",3365,2003,76,12,1274
"Desocupada (045)",768,441,5,3,319
"Hombres (046)",664,385,1,3,275
"Mujeres (047)",104,56,4,,44
"No PEA (048)",36258,26646,348,119,9159
"Hombres (049)",13892,10338,151,53,3355
"Mujeres (050)",22366,16308,197,66,5804
