"CUADRO Nº 9: POBLACIÓN DE 3 A 24 AÑOS DE EDAD, POR CONDICIÓN DE ALFABETISMO, SEGÚN DEPARTAMENTO, PROVINCIA, DISTRITO, ÁREA URBANA Y RURAL, SEXO Y GRUPOS DE EDAD NORMATIVA DE ESTUDIOS",,,
,,,
"DEPARTAMENTO, PROVINCIA, DISTRITO, ÁREA URBANA Y RURAL, SEXO Y EDAD NORMATIVA DE ESTUDIOS",TOTAL,"CONDICIÓN DE ALFABETISMO",
,,"SABE LEER Y ESCRIBIR","NO SABE LEER NI ESCRIBIR"
,,,
"Provincia HUARI (000)",29089,23572,5517
"De 3 a 5 años (001)",4160,235,3925
"De 6 a 11 años (002)",8870,7633,1237
"De 12 a 16 años (003)",7709,7628,81
"De 17 a 24 años (004)",8350,8076,274
"Hombres (005)",15040,12328,2712
"De 3 a 5 años (006)",2081,105,1976
"De 6 a 11 años (007)",4471,3862,609
"De 12 a 16 años (008)",3923,3897,26
"De 17 a 24 años (009)",4565,4464,101
"Mujeres (010)",14049,11244,2805
"De 3 a 5 años (011)",2079,130,1949
"De 6 a 11 años (012)",4399,3771,628
"De 12 a 16 años (013)",3786,3731,55
"De 17 a 24 años (014)",3785,3612,173
,,,
"URBANA (015)",10252,8563,1689
"De 3 a 5 años (016)",1470,107,1363
"De 6 a 11 años (017)",3003,2732,271
"De 12 a 16 años (018)",2793,2770,23
"De 17 a 24 años (019)",2986,2954,32
"Hombres (020)",5340,4465,875
"De 3 a 5 años (021)",753,48,705
"De 6 a 11 años (022)",1553,1407,146
"De 12 a 16 años (023)",1452,1443,9
"De 17 a 24 años (024)",1582,1567,15
"Mujeres (025)",4912,4098,814
"De 3 a 5 años (026)",717,59,658
"De 6 a 11 años (027)",1450,1325,125
"De 12 a 16 años (028)",1341,1327,14
"De 17 a 24 años (029)",1404,1387,17
,,,
"RURAL (030)",18837,15009,3828
"De 3 a 5 años (031)",2690,128,2562
"De 6 a 11 años (032)",5867,4901,966
"De 12 a 16 años (033)",4916,4858,58
"De 17 a 24 años (034)",5364,5122,242
"Hombres (035)",9700,7863,1837
"De 3 a 5 años (036)",1328,57,1271
"De 6 a 11 años (037)",2918,2455,463
"De 12 a 16 años (038)",2471,2454,17
"De 17 a 24 años (039)",2983,2897,86
"Mujeres (040)",9137,7146,1991
"De 3 a 5 años (041)",1362,71,1291
"De 6 a 11 años (042)",2949,2446,503
"De 12 a 16 años (043)",2445,2404,41
"De 17 a 24 años (044)",2381,2225,156
