"CUADRO Nº 6: POBLACIÓN DE 18 Y MÁS AÑOS DE EDAD, POR TENENCIA DE DOCUMENTO NACIONAL DE IDENTIDAD (DNI), SEGÚN DEPARTAMENTO, PROVINCIA, DISTRITO, ÁREA URBANA Y RURAL, SEXO Y GRANDES GRUPOS DE EDAD",,,
,,,
"DEPARTAMENTO, PROVINCIA, DISTRITO, ÁREA URBANA Y RURAL, SEXO Y GRANDES GRUPOS DE EDAD",TOTAL,"TENENCIA DE DOCUMENTO NACIONAL DE IDENTIDAD (DNI)",
,,"TIENE DOCUMENTO NACIONAL DE IDENTIDAD (DNI)","NO TIENE DOCUMENTO NACIONAL DE IDENTIDAD (DNI)"
,,,
"Provincia CHINCHEROS (000)",27713,27116,597
"Hombres (001)",13472,13208,264
"Mujeres (002)",14241,13908,333
"De 18 a 29 años (003)",7939,7683,256
"Hombres (004)",3850,3701,149
"Mujeres (005)",4089,3982,107
"De 30 a 44 años (006)",8667,8615,52
"Hombres (007)",4228,4201,27
"Mujeres (008)",4439,4414,25
"De 45 a 64 años (009)",6885,6824,61
"Hombres (010)",3383,3358,25
"Mujeres (011)",3502,3466,36
"De 65 y más años (012)",4222,3994,228
"Hombres (013)",2011,1948,63
"Mujeres (014)",2211,2046,165
,,,
"URBANA (015)",9086,8949,137
"Hombres (016)",4442,4377,65
"Mujeres (017)",4644,4572,72
"De 18 a 29 años (018)",2547,2468,79
"Hombres (019)",1203,1157,46
"Mujeres (020)",1344,1311,33
"De 30 a 44 años (021)",3312,3300,12
"Hombres (022)",1634,1628,6
"Mujeres (023)",1678,1672,6
"De 45 a 64 años (024)",2152,2141,11
"Hombres (025)",1098,1092,6
"Mujeres (026)",1054,1049,5
"De 65 y más años (027)",1075,1040,35
"Hombres (028)",507,500,7
"Mujeres (029)",568,540,28
,,,
"RURAL (030)",18627,18167,460
"Hombres (031)",9030,8831,199
"Mujeres (032)",9597,9336,261
"De 18 a 29 años (033)",5392,5215,177
"Hombres (034)",2647,2544,103
"Mujeres (035)",2745,2671,74
"De 30 a 44 años (036)",5355,5315,40
"Hombres (037)",2594,2573,21
"Mujeres (038)",2761,2742,19
"De 45 a 64 años (039)",4733,4683,50
"Hombres (040)",2285,2266,19
"Mujeres (041)",2448,2417,31
"De 65 y más años (042)",3147,2954,193
"Hombres (043)",1504,1448,56
"Mujeres (044)",1643,1506,137
