"CUADRO Nº 2: POBLACIÓN DE 3 Y MÁS AÑOS DE EDAD, POR AFILIACIÓN A ALGÚN TIPO DE SEGURO DE SALUD, SEGÚN DEPARTAMENTO, PROVINCIA, ÁREA URBANA Y RURAL, SEXO Y NIVEL EDUCATIVO ALCANZADO",,,,,
,,,,,
"DEPARTAMENTO, PROVINCIA, ÁREA URBANA Y RURAL, SEXO Y NIVEL EDUCATIVO ALCANZADO",TOTAL,"AFILIADO A ALGÚN SEGURO DE SALUD",,,
,,"SIS (SEGURO INTEGRAL DE SALUD)",ESSALUD,"OTRO SEGURO DE SALUD",NINGUNO
,,,,,
"Provincia JUNIN (000)",28724,4399,3589,583,20195
"Sin Nivel (001)",4687,873,427,60,3332
"Educación Inicial (002)",657,312,76,10,259
"Primaria (003)",10139,2044,1050,144,6904
"Secundaria (004)",8300,1036,900,155,6215
"Sup. no Univ. Incompleta (005)",1135,34,121,27,955
"Sup. no Univ. Completa (006)",1364,31,307,64,969
"Sup. Univ. Incompleta (007)",855,31,105,26,698
"Sup. Univ. Completa (008)",1587,38,603,97,863
"Hombres (010)",13863,2205,1811,368,9512
"Sin Nivel (011)",1447,422,116,18,895
"Educación Inicial (012)",362,170,42,7,143
"Primaria (013)",5013,1034,532,85,3363
"Secundaria (014)",4471,519,490,103,3365
"Sup. no Univ. Incompleta (015)",585,14,74,21,477
"Sup. no Univ. Completa (016)",624,12,155,48,414
"Sup. Univ. Incompleta (017)",474,17,62,19,381
"Sup. Univ. Completa (018)",887,17,340,67,474
"Mujeres (020)",14861,2194,1778,215,10683
"Sin Nivel (021)",3240,451,311,42,2437
"Educación Inicial (022)",295,142,34,3,116
"Primaria (023)",5126,1010,518,59,3541
"Secundaria (024)",3829,517,410,52,2850
"Sup. no Univ. Incompleta (025)",550,20,47,6,478
"Sup. no Univ. Completa (026)",740,19,152,16,555
"Sup. Univ. Incompleta (027)",381,14,43,7,317
"Sup. Univ. Completa (028)",700,21,263,30,389
,,,,,
"URBANA (030)",20255,2949,3163,485,13700
"Sin Nivel (031)",2859,517,369,39,1939
"Educación Inicial (032)",503,219,72,9,203
"Primaria (033)",6343,1284,923,109,4030
"Secundaria (034)",6244,805,779,130,4536
"Sup. no Univ. Incompleta (035)",967,31,109,25,804
"Sup. no Univ. Completa (036)",1214,28,280,59,854
"Sup. Univ. Incompleta (037)",759,29,100,23,612
"Sup. Univ. Completa (038)",1366,36,531,91,722
"Hombres (040)",9558,1472,1560,317,6242
"Sin Nivel (041)",840,258,98,12,476
"Educación Inicial (042)",278,117,38,6,117
"Primaria (043)",3040,652,457,67,1865
"Secundaria (044)",3218,391,412,89,2332
"Sup. no Univ. Incompleta (045)",479,11,63,20,386
"Sup. no Univ. Completa (046)",547,11,139,44,358
"Sup. Univ. Incompleta (047)",420,16,59,17,333
"Sup. Univ. Completa (048)",736,16,294,62,375
"Mujeres (050)",10697,1477,1603,168,7458
"Sin Nivel (051)",2019,259,271,27,1463
"Educación Inicial (052)",225,102,34,3,86
"Primaria (053)",3303,632,466,42,2165
"Secundaria (054)",3026,414,367,41,2204
"Sup. no Univ. Incompleta (055)",488,20,46,5,418
"Sup. no Univ. Completa (056)",667,17,141,15,496
"Sup. Univ. Incompleta (057)",339,13,41,6,279
"Sup. Univ. Completa (058)",630,20,237,29,347
,,,,,
"RURAL (060)",8469,1450,426,98,6495
"Sin Nivel (061)",1828,356,58,21,1393
"Educación Inicial (062)",154,93,4,1,56
"Primaria (063)",3796,760,127,35,2874
"Secundaria (064)",2056,231,121,25,1679
"Sup. no Univ. Incompleta (065)",168,3,12,2,151
"Sup. no Univ. Completa (066)",150,3,27,5,115
"Sup. Univ. Incompleta (067)",96,2,5,3,86
"Sup. Univ. Completa (068)",221,2,72,6,141
"Hombres (070)",4305,733,251,51,3270
"Sin Nivel (071)",607,164,18,6,419
"Educación Inicial (072)",84,53,4,1,26
"Primaria (073)",1973,382,75,18,1498
"Secundaria (074)",1253,128,78,14,1033
"Sup. no Univ. Incompleta (075)",106,3,11,1,91
"Sup. no Univ. Completa (076)",77,1,16,4,56
"Sup. Univ. Incompleta (077)",54,1,3,2,48
"Sup. Univ. Completa (078)",151,1,46,5,99
"Mujeres (080)",4164,717,175,47,3225
"Sin Nivel (081)",1221,192,40,15,974
"Educación Inicial (082)",70,40,,,30
"Primaria (083)",1823,378,52,17,1376
"Secundaria (084)",803,103,43,11,646
"Sup. no Univ. Incompleta (085)",62,,1,1,60
"Sup. no Univ. Completa (086)",73,2,11,1,59
"Sup. Univ. Incompleta (087)",42,1,2,1,38
"Sup. Univ. Completa (088)",70,1,26,1,42
