"CUADRO Nº 2: POBLACIÓN DE 3 Y MÁS AÑOS DE EDAD, POR AFILIACIÓN A ALGÚN TIPO DE SEGURO DE SALUD, SEGÚN DEPARTAMENTO, PROVINCIA, ÁREA URBANA Y RURAL, SEXO Y NIVEL EDUCATIVO ALCANZADO",,,,,
,,,,,
"DEPARTAMENTO, PROVINCIA, ÁREA URBANA Y RURAL, SEXO Y NIVEL EDUCATIVO ALCANZADO",TOTAL,"AFILIADO A ALGÚN SEGURO DE SALUD",,,
,,"SIS (SEGURO INTEGRAL DE SALUD)",ESSALUD,"OTRO SEGURO DE SALUD",NINGUNO
,,,,,
"Provincia CHUMBIVILCAS (000)",70368,47597,2571,534,19720
"Sin Nivel (001)",16285,11664,232,61,4334
"Educación Inicial (002)",2031,1747,65,6,215
"Primaria (003)",34265,25205,670,203,8217
"Secundaria (004)",15054,8639,618,125,5680
"Sup. no Univ. Incompleta (005)",648,145,71,15,419
"Sup. no Univ. Completa (006)",1009,103,439,52,415
"Sup. Univ. Incompleta (007)",297,37,66,20,176
"Sup. Univ. Completa (008)",779,57,410,52,264
"Hombres (010)",35491,23164,1365,322,10670
"Sin Nivel (011)",5217,3807,98,23,1292
"Educación Inicial (012)",1018,875,32,4,107
"Primaria (013)",18065,12998,300,108,4672
"Secundaria (014)",9418,5249,325,90,3761
"Sup. no Univ. Incompleta (015)",423,101,46,15,263
"Sup. no Univ. Completa (016)",649,71,264,37,277
"Sup. Univ. Incompleta (017)",214,32,40,16,128
"Sup. Univ. Completa (018)",487,31,260,29,170
"Mujeres (020)",34877,24433,1206,212,9050
"Sin Nivel (021)",11068,7857,134,38,3042
"Educación Inicial (022)",1013,872,33,2,108
"Primaria (023)",16200,12207,370,95,3545
"Secundaria (024)",5636,3390,293,35,1919
"Sup. no Univ. Incompleta (025)",225,44,25,,156
"Sup. no Univ. Completa (026)",360,32,175,15,138
"Sup. Univ. Incompleta (027)",83,5,26,4,48
"Sup. Univ. Completa (028)",292,26,150,23,94
,,,,,
"URBANA (030)",16359,7366,2049,313,6657
"Sin Nivel (031)",2464,1321,166,18,961
"Educación Inicial (032)",517,362,58,1,96
"Primaria (033)",6408,3517,497,85,2318
"Secundaria (034)",4941,2008,476,94,2370
"Sup. no Univ. Incompleta (035)",388,56,59,11,264
"Sup. no Univ. Completa (036)",787,53,376,41,317
"Sup. Univ. Incompleta (037)",213,19,58,19,119
"Sup. Univ. Completa (038)",641,30,359,44,212
"Hombres (040)",8247,3620,1104,202,3339
"Sin Nivel (041)",786,498,75,7,208
"Educación Inicial (042)",257,181,29,1,46
"Primaria (043)",3096,1724,218,45,1112
"Secundaria (044)",2830,1112,255,68,1401
"Sup. no Univ. Incompleta (045)",237,35,39,11,154
"Sup. no Univ. Completa (046)",495,38,224,29,204
"Sup. Univ. Incompleta (047)",147,15,35,15,84
"Sup. Univ. Completa (048)",399,17,229,26,130
"Mujeres (050)",8112,3746,945,111,3318
"Sin Nivel (051)",1678,823,91,11,753
"Educación Inicial (052)",260,181,29,,50
"Primaria (053)",3312,1793,279,40,1206
"Secundaria (054)",2111,896,221,26,969
"Sup. no Univ. Incompleta (055)",151,21,20,,110
"Sup. no Univ. Completa (056)",292,15,152,12,113
"Sup. Univ. Incompleta (057)",66,4,23,4,35
"Sup. Univ. Completa (058)",242,13,130,18,82
,,,,,
"RURAL (060)",54009,40231,522,221,13063
"Sin Nivel (061)",13821,10343,66,43,3373
"Educación Inicial (062)",1514,1385,7,5,119
"Primaria (063)",27857,21688,173,118,5899
"Secundaria (064)",10113,6631,142,31,3310
"Sup. no Univ. Incompleta (065)",260,89,12,4,155
"Sup. no Univ. Completa (066)",222,50,63,11,98
"Sup. Univ. Incompleta (067)",84,18,8,1,57
"Sup. Univ. Completa (068)",138,27,51,8,52
"Hombres (070)",27244,19544,261,120,7331
"Sin Nivel (071)",4431,3309,23,16,1084
"Educación Inicial (072)",761,694,3,3,61
"Primaria (073)",14969,11274,82,63,3560
"Secundaria (074)",6588,4137,70,22,2360
"Sup. no Univ. Incompleta (075)",186,66,7,4,109
"Sup. no Univ. Completa (076)",154,33,40,8,73
"Sup. Univ. Incompleta (077)",67,17,5,1,44
"Sup. Univ. Completa (078)",88,14,31,3,40
"Mujeres (080)",26765,20687,261,101,5732
"Sin Nivel (081)",9390,7034,43,27,2289
"Educación Inicial (082)",753,691,4,2,58
"Primaria (083)",12888,10414,91,55,2339
"Secundaria (084)",3525,2494,72,9,950
"Sup. no Univ. Incompleta (085)",74,23,5,,46
"Sup. no Univ. Completa (086)",68,17,23,3,25
"Sup. Univ. Incompleta (087)",17,1,3,,13
"Sup. Univ. Completa (088)",50,13,20,5,12
