"CUADRO Nº 6: TOTAL DE HOGARES EN VIVIENDAS PARTICULARES CON OCUPANTES PRESENTES, POR PERSONAS QUE PERTENECÍAN AL HOGAR Y AHORA VIVEN PERMANENTEMENTE EN OTRO PAÍS, SEGÚN DEPARTAMENTO, PROVINCIA, DISTRITO, ÁREA URBANA Y RURAL, TIPO DE VIVIENDA Y TOTAL DE OCUPANTES PRESENTES",,,,,,,,,
,,,,,,,,,
"DEPARTAMENTO Y PROVINCIA, ÁREA URBANA Y RURAL, TIPO DE VIVIENDA Y TOTAL DE OCUPANTES PRESENTES",TOTAL,"NÚMERO DE PERSONAS QUE VIVEN PERMANENTEMENTE EN OTRO PAÍS",,,,,,,NINGUNA
,,1,2,3,4,5,6,"7 Y MÁS",
,,,,,,,,,
"Provincia CHACHAPOYAS",,,,,,,,,
"Hogares (001)",13513,399,128,78,52,26,14,27,12789
"Ocupantes presentes (002)",48870,1299,409,234,194,97,67,119,46451
"Casa independiente",,,,,,,,,
"Hogares (004)",11860,338,110,61,48,22,12,22,11247
"Ocupantes presentes (005)",44194,1145,364,191,180,85,62,103,42064
"Departamento en edificio",,,,,,,,,
"Hogares (007)",104,4,,2,,,,1,97
"Ocupantes presentes (008)",283,6,,4,,,,7,266
"Vivienda en quinta",,,,,,,,,
"Hogares (010)",245,12,2,1,,2,,,228
"Ocupantes presentes (011)",740,19,4,1,,7,,,709
"Vivienda en casa de vecindad",,,,,,,,,
"Hogares (013)",1251,44,16,14,4,2,2,4,1165
"Ocupantes presentes (014)",3505,128,41,38,14,5,5,9,3265
"Choza o cabaña",,,,,,,,,
"Hogares (016)",39,,,,,,,,39
"Ocupantes presentes (017)",110,,,,,,,,110
"Vivienda improvisada",,,,,,,,,
"Hogares (019)",3,,,,,,,,3
"Ocupantes presentes (020)",17,,,,,,,,17
"Local no dest.para hab. humana",,,,,,,,,
"Hogares (022)",7,1,,,,,,,6
"Ocupantes presentes (023)",14,1,,,,,,,13
"Otro tipo",,,,,,,,,
"Hogares (025)",4,,,,,,,,4
"Ocupantes presentes (026)",7,,,,,,,,7
,,,,,,,,,
URBANA,,,,,,,,,
"Hogares (028)",9408,333,106,66,44,26,12,23,8798
"Ocupantes presentes (029)",33513,1083,351,198,171,97,57,100,31456
"Casa independiente",,,,,,,,,
"Hogares (031)",7799,273,88,49,40,22,10,18,7299
"Ocupantes presentes (032)",28954,930,306,155,157,85,52,84,27185
"Departamento en edificio",,,,,,,,,
"Hogares (034)",104,4,,2,,,,1,97
"Ocupantes presentes (035)",283,6,,4,,,,7,266
"Vivienda en quinta",,,,,,,,,
"Hogares (037)",245,12,2,1,,2,,,228
"Ocupantes presentes (038)",740,19,4,1,,7,,,709
"Vivienda en casa de vecindad",,,,,,,,,
"Hogares (040)",1251,44,16,14,4,2,2,4,1165
"Ocupantes presentes (041)",3505,128,41,38,14,5,5,9,3265
"Choza o cabaña",,,,,,,,,
"Vivienda improvisada",,,,,,,,,
"Hogares (046)",3,,,,,,,,3
"Ocupantes presentes (047)",17,,,,,,,,17
"Local no dest.para hab. humana",,,,,,,,,
"Hogares (049)",3,,,,,,,,3
"Ocupantes presentes (050)",10,,,,,,,,10
"Otro tipo",,,,,,,,,
"Hogares (052)",3,,,,,,,,3
"Ocupantes presentes (053)",4,,,,,,,,4
,,,,,,,,,
RURAL,,,,,,,,,
"Hogares (055)",4105,66,22,12,8,,2,4,3991
"Ocupantes presentes (056)",15357,216,58,36,23,,10,19,14995
"Casa independiente",,,,,,,,,
"Hogares (058)",4061,65,22,12,8,,2,4,3948
"Ocupantes presentes (059)",15240,215,58,36,23,,10,19,14879
"Departamento en edificio",,,,,,,,,
"Vivienda en quinta",,,,,,,,,
"Vivienda en casa de vecindad",,,,,,,,,
"Choza o cabaña",,,,,,,,,
"Hogares (070)",39,,,,,,,,39
"Ocupantes presentes (071)",110,,,,,,,,110
"Vivienda improvisada",,,,,,,,,
"Local no dest.para hab. humana",,,,,,,,,
"Hogares (076)",4,1,,,,,,,3
"Ocupantes presentes (077)",4,1,,,,,,,3
"Otro tipo",,,,,,,,,
"Hogares (079)",1,,,,,,,,1
"Ocupantes presentes (080)",3,,,,,,,,3
