"CUADRO Nº 39: POBLACIÓN ECONÓMICAMENTE INACTIVA DE 6 Y MÁS AÑOS , POR ACTIVIDAD NO LABORAL, SEGÚN DEPARTAMENTO, PROVINCIA Y DISTRITO, ÁREA URBANA Y RURAL, SEXO Y GRANDES GRUPOS DE EDAD",,,,,,,,,,
,,,,,,,,,,
"DEPARTAMENTO Y PROVINCIA, ÁREA URBANA Y RURAL, SEXO Y GRANDES GRUPOS DE EDAD",TOTAL,"ACTIVIDAD NO LABORAL",,,,,,,,
,,"ESTUDIANDO Y NO TRABAJO","VIVIENDO DE SU PENSIÓN Y JUBILACIÓN","VIVIENDO DE SUS RENTAS","AL CUIDADO DE SU HOGAR","POR SU EDAD","DE VIAJE",DISCAPACITADO,"SERVICIO MILITAR",OTRA
,,,,,,,,,,
"Provincia AMBO (000)",31464,16251,455,248,13710,249,14,54,2,481
"Hombres (001)",10452,8283,332,131,1276,133,12,41,2,242
"Mujeres (002)",21012,7968,123,117,12434,116,2,13,,239
"De 06 a 14 años (003)",13204,12559,,,309,121,,11,,204
"Hombres (004)",6623,6404,,,78,61,,7,,73
"Mujeres (005)",6581,6155,,,231,60,,4,,131
"De 15 a 29 años (006)",7868,3600,2,63,4070,,4,11,2,116
"Hombres (007)",2320,1853,1,30,359,,3,7,2,65
"Mujeres (008)",5548,1747,1,33,3711,,1,4,,51
"De 30 a 44 años (009)",4168,68,13,57,3968,,6,15,,41
"Hombres (010)",327,19,7,24,231,,5,14,,27
"Mujeres (011)",3841,49,6,33,3737,,1,1,,14
"De 45 a 64 años (012)",3683,17,136,68,3399,1,2,7,,53
"Hombres (013)",449,5,95,40,263,1,2,6,,37
"Mujeres (014)",3234,12,41,28,3136,,,1,,16
"De 65 y más años (015)",2541,7,304,60,1964,127,2,10,,67
"Hombres (016)",733,2,229,37,345,71,2,7,,40
"Mujeres (017)",1808,5,75,23,1619,56,,3,,27
,,,,,,,,,,
"AREA URBANA (018)",10774,5690,323,162,4375,66,9,12,,137
"Hombres (019)",3959,2872,242,89,622,34,8,7,,85
"Mujeres (020)",6815,2818,81,73,3753,32,1,5,,52
"De 06 a 14 años (021)",4017,3879,,,91,19,,3,,25
"Hombres (022)",2041,1988,,,30,9,,1,,13
"Mujeres (023)",1976,1891,,,61,10,,2,,12
"De 15 a 29 años (024)",3033,1770,2,43,1171,,1,1,,45
"Hombres (025)",1101,867,1,23,178,,1,,,31
"Mujeres (026)",1932,903,1,20,993,,,1,,14
"De 30 a 44 años (027)",1369,34,9,34,1265,,6,3,,18
"Hombres (028)",180,13,3,16,129,,5,3,,11
"Mujeres (029)",1189,21,6,18,1136,,1,,,7
"De 45 a 64 años (030)",1311,4,97,43,1134,,2,2,,29
"Hombres (031)",253,3,70,24,136,,2,1,,17
"Mujeres (032)",1058,1,27,19,998,,,1,,12
"De 65 y más años (033)",1044,3,215,42,714,47,,3,,20
"Hombres (034)",384,1,168,26,149,25,,2,,13
"Mujeres (035)",660,2,47,16,565,22,,1,,7
,,,,,,,,,,
"AREA RURAL (036)",20690,10561,132,86,9335,183,5,42,2,344
"Hombres (037)",6493,5411,90,42,654,99,4,34,2,157
"Mujeres (038)",14197,5150,42,44,8681,84,1,8,,187
"De 06 a 14 años (039)",9187,8680,,,218,102,,8,,179
"Hombres (040)",4582,4416,,,48,52,,6,,60
"Mujeres (041)",4605,4264,,,170,50,,2,,119
"De 15 a 29 años (042)",4835,1830,,20,2899,,3,10,2,71
"Hombres (043)",1219,986,,7,181,,2,7,2,34
"Mujeres (044)",3616,844,,13,2718,,1,3,,37
"De 30 a 44 años (045)",2799,34,4,23,2703,,,12,,23
"Hombres (046)",147,6,4,8,102,,,11,,16
"Mujeres (047)",2652,28,,15,2601,,,1,,7
"De 45 a 64 años (048)",2372,13,39,25,2265,1,,5,,24
"Hombres (049)",196,2,25,16,127,1,,5,,20
"Mujeres (050)",2176,11,14,9,2138,,,,,4
"De 65 y más años (051)",1497,4,89,18,1250,80,2,7,,47
"Hombres (052)",349,1,61,11,196,46,2,5,,27
"Mujeres (053)",1148,3,28,7,1054,34,,2,,20
