"CUADRO Nº 13: VIVIENDAS PARTICULARES CON OCUPANTES PRESENTES QUE NO DISPONEN DEL SERVICIO DE AGUA TODOS LOS DÍAS DE LA SEMANA, POR NÚMERO DE DÍAS A LA SEMANA QUE DISPONE DEL SERVICIO, SEGÚN DEPARTAMENTO, PROVINCIA, DISTRITO, ÁREA URBANA Y RURAL, TIPO DE VIVIENDA Y TOTAL DE OCUPANTES PRESENTES",,,,,
,,,,,
"DEPARTAMENTO, PROVINCIA, DISTRITO, ÁREA URBANA Y RURAL, TIPO DE VIVIENDA Y TOTAL DE OCUPANTES PRESENTES",TOTAL,"NÚMERO DE DÍAS A LA SEMANA QUE DISPONE DE AGUA",,,
,,1,2,3,4-6
,,,,,
"Provincia LA MAR",,,,,
"Viviendas particulares (001)",633,217,124,114,178
"Ocupantes presentes (002)",2599,763,557,497,782
"Casa independiente",,,,,
"Viviendas particulares (004)",548,143,123,114,168
"Ocupantes presentes (005)",2318,524,548,497,749
"Departamento en edificio",,,,,
"Vivienda en quinta",,,,,
"Viviendas particulares (010)",72,69,,,3
"Ocupantes presentes (011)",229,219,,,10
"Vivienda en casa de vecindad",,,,,
"Viviendas particulares (013)",6,,1,,5
"Ocupantes presentes (014)",23,,9,,14
"Choza o cabaña",,,,,
"Viviendas particulares (016)",3,3,,,
"Ocupantes presentes (017)",11,11,,,
"Vivienda improvisada",,,,,
"Local no dest.para hab. humana",,,,,
"Viviendas particulares (022)",4,2,,,2
"Ocupantes presentes (023)",18,9,,,9
"Otro tipo",,,,,
,,,,,
URBANA,,,,,
"Viviendas particulares (028)",378,163,44,58,113
"Ocupantes presentes (029)",1564,574,205,268,517
"Casa independiente",,,,,
"Viviendas particulares (031)",296,92,43,58,103
"Ocupantes presentes (032)",1294,346,196,268,484
"Departamento en edificio",,,,,
"Vivienda en quinta",,,,,
"Viviendas particulares (037)",72,69,,,3
"Ocupantes presentes (038)",229,219,,,10
"Vivienda en casa de vecindad",,,,,
"Viviendas particulares (040)",6,,1,,5
"Ocupantes presentes (041)",23,,9,,14
"Choza o cabaña",,,,,
"Vivienda improvisada",,,,,
"Local no dest.para hab. humana",,,,,
"Viviendas particulares (049)",4,2,,,2
"Ocupantes presentes (050)",18,9,,,9
"Otro tipo",,,,,
,,,,,
RURAL,,,,,
"Viviendas particulares (055)",255,54,80,56,65
"Ocupantes presentes (056)",1035,189,352,229,265
"Casa independiente",,,,,
"Viviendas particulares (058)",252,51,80,56,65
"Ocupantes presentes (059)",1024,178,352,229,265
"Departamento en edificio",,,,,
"Vivienda en quinta",,,,,
"Vivienda en casa de vecindad",,,,,
"Choza o cabaña",,,,,
"Viviendas particulares (070)",3,3,,,
"Ocupantes presentes (071)",11,11,,,
"Vivienda improvisada",,,,,
"Local no dest.para hab. humana",,,,,
"Otro tipo",,,,,
