"CUADRO Nº 27: POBLACIÓN OCUPADA DE 6 Y MÁS AÑOS DE EDAD, POR CATEGORÍA DE OCUPACIÓN, SEGÚN DEPARTAMENTO, PROVINCIA, ÁREA URBANA Y RURAL, SEXO Y NIVEL EDUCATIVO ALCANZADO",,,,,,,
,,,,,,,
"DEPARTAMENTO, PROVINCIA, ÁREA URBANA Y RURAL, SEXO Y NIVEL EDUCATIVO ALCANZADO",TOTAL,"CATEGORIA DE OCUPACION",,,,,
,,EMPLEADO,OBRERO,"TRABAJADOR INDEPENDIENTE","EMPLEADOR O PATRONO","TRABAJADOR FAMILIAR NO REMUNERADO","TRABAJADOR DEL HOGAR"
,,,,,,,
"Provincia HUAMALIES (000)",18368,1667,5087,7816,468,2965,365
"Sin nivel (001)",1721,13,547,705,25,370,61
"Educación inicial (002)",22,2,3,7,,7,3
"Primaria (003)",9151,65,2774,4316,265,1555,176
"Secundaria (004)",5427,203,1648,2366,150,947,113
"Superior no univ. incompleta (005)",340,98,55,142,6,34,5
"Superior no univ. completa (006)",854,614,35,149,12,37,7
"Superior univ. incompleta (007)",183,97,13,61,4,8,
"Superior univ. completa (008)",670,575,12,70,6,7,
"Hombres (010)",14186,980,4422,6392,411,1890,91
"Sin nivel (011)",1020,,386,452,17,149,16
"Educación inicial (012)",15,2,2,6,,5,
"Primaria (013)",7315,31,2397,3634,242,971,40
"Secundaria (014)",4537,130,1526,2000,134,713,34
"Superior no univ. incompleta (015)",236,59,53,103,3,18,
"Superior no univ. completa (016)",507,342,34,96,9,25,1
"Superior univ. incompleta (017)",137,67,12,48,4,6,
"Superior univ. completa (018)",419,349,12,53,2,3,
"Mujeres (020)",4182,687,665,1424,57,1075,274
"Sin nivel (021)",701,13,161,253,8,221,45
"Educación inicial (022)",7,,1,1,,2,3
"Primaria (023)",1836,34,377,682,23,584,136
"Secundaria (024)",890,73,122,366,16,234,79
"Superior no univ. incompleta (025)",104,39,2,39,3,16,5
"Superior no univ. completa (026)",347,272,1,53,3,12,6
"Superior univ. incompleta (027)",46,30,1,13,,2,
"Superior univ. completa (028)",251,226,,17,4,4,
,,,,,,,
"URBANA (030)",5290,1226,1058,2167,160,518,161
"Sin nivel (031)",270,6,83,116,10,36,19
"Educación inicial (032)",10,2,1,5,,,2
"Primaria (033)",1928,39,545,954,88,228,74
"Secundaria (034)",1623,133,372,810,45,206,57
"Superior no univ. incompleta (035)",201,69,22,84,3,18,5
"Superior no univ. completa (036)",645,482,22,110,8,19,4
"Superior univ. incompleta (037)",126,81,6,34,1,4,
"Superior univ. completa (038)",487,414,7,54,5,7,
"Hombres (040)",3655,733,924,1557,131,284,26
"Sin nivel (041)",134,,55,54,8,14,3
"Educación inicial (042)",8,2,1,5,,,
"Primaria (043)",1390,17,464,699,78,121,11
"Secundaria (044)",1226,84,349,619,35,127,12
"Superior no univ. incompleta (045)",126,43,22,52,2,7,
"Superior no univ. completa (046)",372,275,21,62,5,9,
"Superior univ. incompleta (047)",93,58,5,26,1,3,
"Superior univ. completa (048)",306,254,7,40,2,3,
"Mujeres (050)",1635,493,134,610,29,234,135
"Sin nivel (051)",136,6,28,62,2,22,16
"Educación inicial (052)",2,,,,,,2
"Primaria (053)",538,22,81,255,10,107,63
"Secundaria (054)",397,49,23,191,10,79,45
"Superior no univ. incompleta (055)",75,26,,32,1,11,5
"Superior no univ. completa (056)",273,207,1,48,3,10,4
"Superior univ. incompleta (057)",33,23,1,8,,1,
"Superior univ. completa (058)",181,160,,14,3,4,
,,,,,,,
"RURAL (060)",13078,441,4029,5649,308,2447,204
"Sin nivel (061)",1451,7,464,589,15,334,42
"Educación inicial (062)",12,,2,2,,7,1
"Primaria (063)",7223,26,2229,3362,177,1327,102
"Secundaria (064)",3804,70,1276,1556,105,741,56
"Superior no univ. incompleta (065)",139,29,33,58,3,16,
"Superior no univ. completa (066)",209,132,13,39,4,18,3
"Superior univ. incompleta (067)",57,16,7,27,3,4,
"Superior univ. completa (068)",183,161,5,16,1,,
"Hombres (070)",10531,247,3498,4835,280,1606,65
"Sin nivel (071)",886,,331,398,9,135,13
"Educación inicial (072)",7,,1,1,,5,
"Primaria (073)",5925,14,1933,2935,164,850,29
"Secundaria (074)",3311,46,1177,1381,99,586,22
"Superior no univ. incompleta (075)",110,16,31,51,1,11,
"Superior no univ. completa (076)",135,67,13,34,4,16,1
"Superior univ. incompleta (077)",44,9,7,22,3,3,
"Superior univ. completa (078)",113,95,5,13,,,
"Mujeres (080)",2547,194,531,814,28,841,139
"Sin nivel (081)",565,7,133,191,6,199,29
"Educación inicial (082)",5,,1,1,,2,1
"Primaria (083)",1298,12,296,427,13,477,73
"Secundaria (084)",493,24,99,175,6,155,34
"Superior no univ. incompleta (085)",29,13,2,7,2,5,
"Superior no univ. completa (086)",74,65,,5,,2,2
"Superior univ. incompleta (087)",13,7,,5,,1,
"Superior univ. completa (088)",70,66,,3,1,,
