"CUADRO Nº 9: POBLACIÓN FEMENINA DE 12 Y MÁS AÑOS DE EDAD, POR NÚMERO DE HIJOS NACIDOS VIVOS, HIJOS SOBREVIVIENTES, HIJOS NACIDOS EL ÚLTIMO AÑO, SEGÚN DEPARTAMENTO, PROVIINCIA, ÁREA URBANA Y RURAL, CONDICIÓN DE ACTIVIDAD Y GRUPOS QUINQUENALES DE EDAD",,,,,,,
,,,,,,,
"DEPARTAMENTO, PROVINCIA, ÁREA URBANA Y RURAL, CONDICION DE ACTIVIDAD Y GRUPOS QUINQUENALES DE EDAD","TOTAL DE MUJERES","HIJOS NACIDOS VIVOS",,"NACIDOS VIVOS ULTIMO AÑO",PROPORCION,,
,,TOTAL,SOBREVIVIENTES,,TOTAL,"ULTIMO AÑO",
,,,,,,,
"Provincia LAMBAYEQUE (000)",96217,269144,239808,,5104,89.1,1.9
"De 12 a 14 años (001)",9701,40,39,,8,97.5,20
"De 15 a 19 años (002)",13466,1807,1772,594,98.1,32.9,
"De 20 a 24 años (003)",11416,9013,8789,1305,97.5,14.5,
"De 25 a 29 años (004)",9786,16508,16032,1287,97.1,7.8,
"De 30 a 34 años (005)",9240,23271,22379,1086,96.2,4.7,
"De 35 a 39 años (006)",8311,27516,26138,567,95,2.1,
"De 40 a 44 años (007)",7283,28965,26805,221,92.5,0.8,
"De 45 a 49 años (008)",6443,29940,27012,36,90.2,0.1,
"De 50 y más años (009)",20571,132084,110842,,83.9,,
"PEA (010)",19875,42776,39471,538,92.3,1.3,
"De 12 a 14 años (011)",362,4,4,,100,,
"De 15 a 19 años (012)",1802,178,173,32,97.2,18,
"De 20 a 24 años (013)",2850,1232,1191,112,96.7,9.1,
"De 25 a 29 años (014)",2723,2624,2564,143,97.7,5.4,
"De 30 a 34 años (015)",2550,4573,4400,130,96.2,2.8,
"De 35 a 39 años (016)",2407,6134,5847,86,95.3,1.4,
"De 40 a 44 años (017)",2131,6479,6118,29,94.4,0.4,
"De 45 a 49 años (018)",1835,6440,5996,6,93.1,0.1,
"De 50 y más años (019)",3215,15112,13178,,87.2,,
"Ocupada (020)",18666,41740,38469,509,92.2,1.2,
"De 12 a 14 años (021)",309,3,3,,100,,
"De 15 a 19 años (022)",1541,159,154,27,96.9,17,
"De 20 a 24 años (023)",2529,1149,1109,101,96.5,8.8,
"De 25 a 29 años (024)",2508,2497,2439,135,97.7,5.4,
"De 30 a 34 años (025)",2434,4473,4303,127,96.2,2.8,
"De 35 a 39 años (026)",2328,5987,5704,84,95.3,1.4,
"De 40 a 44 años (027)",2077,6354,6000,29,94.4,0.5,
"De 45 a 49 años (028)",1784,6286,5850,6,93.1,0.1,
"De 50 y más años (029)",3156,14832,12907,,87,,
"Desocupada (030)",1209,1036,1002,29,96.7,2.8,
"De 12 a 14 años (031)",53,1,1,,100,,
"De 15 a 19 años (032)",261,19,19,5,100,26.3,
"De 20 a 24 años (033)",321,83,82,11,98.8,13.3,
"De 25 a 29 años (034)",215,127,125,8,98.4,6.3,
"De 30 a 34 años (035)",116,100,97,3,97,3,
