"CUADRO Nº 30: POBLACIÓN OCUPADA DE 12 Y MÁS AÑOS DE EDAD, POR CATEGORÍA DE OCUPACIÓN, SEGÚN DEPARTAMENTO, PROVINCIA, ÁREA URBANA Y RURAL, SEXO Y ESTADO CIVIL",,,,,,,
,,,,,,,
"DEPARTAMENTO, PROVINCIA, ÁREA URBANA Y RURAL, SEXO Y ESTADO CIVIL",TOTAL,"CATEGORIA DE OCUPACION",,,,,
,,EMPLEADO,OBRERO,"TRABAJADOR INDEPENDIENTE","EMPLEADOR O PATRONO","TRABAJADOR FAMILIAR NO REMUNERADO","TRABAJADOR DEL HOGAR"
,,,,,,,
"Provincia MELGAR (000)",24165,3135,3577,11501,333,5408,211
"Conviviente (001)",8288,1054,1450,3989,116,1642,37
"Separado(a) (002)",915,89,117,509,20,157,23
"Casado(a) (003)",8765,1064,1184,4453,128,1912,24
"Viudo(a) (004)",1352,64,131,878,23,241,15
"Divorciado(a) (005)",103,12,15,59,,16,1
"Soltero(a) (006)",4742,852,680,1613,46,1440,111
"Hombres (008)",14209,2056,2622,7410,217,1864,40
"Conviviente (009)",5243,753,1136,2744,79,522,9
"Separado(a) (010)",186,25,39,93,10,18,1
"Casado(a) (011)",5562,781,865,3312,95,505,4
"Viudo(a) (012)",454,20,54,301,7,69,3
"Divorciado(a) (013)",43,3,11,25,,3,1
"Soltero(a) (014)",2721,474,517,935,26,747,22
"Mujeres (016)",9956,1079,955,4091,116,3544,171
"Conviviente (017)",3045,301,314,1245,37,1120,28
"Separado(a) (018)",729,64,78,416,10,139,22
"Casado(a) (019)",3203,283,319,1141,33,1407,20
"Viudo(a) (020)",898,44,77,577,16,172,12
"Divorciado(a) (021)",60,9,4,34,,13,
"Soltero(a) (022)",2021,378,163,678,20,693,89
,,,,,,,
"URBANA (024)",10221,2582,1385,5041,169,899,145
"Conviviente (025)",3877,898,652,1947,68,288,24
"Separado(a) (026)",468,82,41,298,11,21,15
"Casado(a) (027)",3164,867,354,1575,55,297,16
"Viudo(a) (028)",468,56,37,315,6,43,11
"Divorciado(a) (029)",44,9,5,26,,3,1
"Soltero(a) (030)",2200,670,296,880,29,247,78
"Hombres (032)",6018,1617,1170,2754,106,346,25
"Conviviente (033)",2466,624,578,1119,44,96,5
"Separado(a) (034)",97,22,12,54,4,4,1
"Casado(a) (035)",1983,606,304,944,36,91,2
"Viudo(a) (036)",142,15,19,91,2,13,2
"Divorciado(a) (037)",15,2,4,8,,,1
"Soltero(a) (038)",1315,348,253,538,20,142,14
"Mujeres (040)",4203,965,215,2287,63,553,120
"Conviviente (041)",1411,274,74,828,24,192,19
"Separado(a) (042)",371,60,29,244,7,17,14
"Casado(a) (043)",1181,261,50,631,19,206,14
"Viudo(a) (044)",326,41,18,224,4,30,9
"Divorciado(a) (045)",29,7,1,18,,3,
"Soltero(a) (046)",885,322,43,342,9,105,64
,,,,,,,
"RURAL (048)",13944,553,2192,6460,164,4509,66
"Conviviente (049)",4411,156,798,2042,48,1354,13
"Separado(a) (050)",447,7,76,211,9,136,8
"Casado(a) (051)",5601,197,830,2878,73,1615,8
"Viudo(a) (052)",884,8,94,563,17,198,4
"Divorciado(a) (053)",59,3,10,33,,13,
"Soltero(a) (054)",2542,182,384,733,17,1193,33
"Hombres (056)",8191,439,1452,4656,111,1518,15
"Conviviente (057)",2777,129,558,1625,35,426,4
"Separado(a) (058)",89,3,27,39,6,14,
"Casado(a) (059)",3579,175,561,2368,59,414,2
"Viudo(a) (060)",312,5,35,210,5,56,1
"Divorciado(a) (061)",28,1,7,17,,3,
"Soltero(a) (062)",1406,126,264,397,6,605,8
"Mujeres (064)",5753,114,740,1804,53,2991,51
"Conviviente (065)",1634,27,240,417,13,928,9
"Separado(a) (066)",358,4,49,172,3,122,8
"Casado(a) (067)",2022,22,269,510,14,1201,6
"Viudo(a) (068)",572,3,59,353,12,142,3
"Divorciado(a) (069)",31,2,3,16,,10,
"Soltero(a) (070)",1136,56,120,336,11,588,25
