"CUADRO Nº 2: POBLACIÓN DE 3 Y MÁS AÑOS DE EDAD, POR AFILIACIÓN A ALGÚN TIPO DE SEGURO DE SALUD, SEGÚN DEPARTAMENTO, PROVINCIA, ÁREA URBANA Y RURAL, SEXO Y NIVEL EDUCATIVO ALCANZADO",,,,,
,,,,,
"DEPARTAMENTO, PROVINCIA, ÁREA URBANA Y RURAL, SEXO Y NIVEL EDUCATIVO ALCANZADO",TOTAL,"AFILIADO A ALGÚN SEGURO DE SALUD",,,
,,"SIS (SEGURO INTEGRAL DE SALUD)",ESSALUD,"OTRO SEGURO DE SALUD",NINGUNO
,,,,,
"Provincia LUYA (000)",44999,15973,2850,657,25555
"Sin Nivel (001)",7016,2944,211,58,3806
"Educación Inicial (002)",1448,1071,104,15,260
"Primaria (003)",25411,9003,813,316,15298
"Secundaria (004)",8863,2795,618,137,5317
"Sup. no Univ. Incompleta (005)",481,46,125,20,291
"Sup. no Univ. Completa (006)",1013,62,572,61,324
"Sup. Univ. Incompleta (007)",278,35,72,23,148
"Sup. Univ. Completa (008)",489,17,335,27,111
"Hombres (010)",23232,7767,1407,366,13715
"Sin Nivel (011)",2723,1316,102,24,1283
"Educación Inicial (012)",717,532,53,6,127
"Primaria (013)",13513,4432,401,157,8533
"Secundaria (014)",5059,1397,301,85,3280
"Sup. no Univ. Incompleta (015)",271,22,64,15,171
"Sup. no Univ. Completa (016)",484,33,262,47,147
"Sup. Univ. Incompleta (017)",185,26,37,15,107
"Sup. Univ. Completa (018)",280,9,187,17,67
"Mujeres (020)",21767,8206,1443,291,11840
"Sin Nivel (021)",4293,1628,109,34,2523
"Educación Inicial (022)",731,539,51,9,133
"Primaria (023)",11898,4571,412,159,6765
"Secundaria (024)",3804,1398,317,52,2037
"Sup. no Univ. Incompleta (025)",210,24,61,5,120
"Sup. no Univ. Completa (026)",529,29,310,14,177
"Sup. Univ. Incompleta (027)",93,9,35,8,41
"Sup. Univ. Completa (028)",209,8,148,10,44
,,,,,
"URBANA (030)",18372,5913,2095,300,10084
"Sin Nivel (031)",2473,999,145,19,1313
"Educación Inicial (032)",614,406,84,5,120
"Primaria (033)",8988,3038,559,87,5310
"Secundaria (034)",4636,1362,493,96,2688
"Sup. no Univ. Incompleta (035)",371,35,98,16,223
"Sup. no Univ. Completa (036)",714,45,399,41,234
"Sup. Univ. Incompleta (037)",178,18,51,11,98
"Sup. Univ. Completa (038)",398,10,266,25,98
"Hombres (040)",9087,2751,1002,181,5169
"Sin Nivel (041)",861,411,68,6,378
"Educación Inicial (042)",287,188,43,2,54
"Primaria (043)",4525,1441,264,42,2783
"Secundaria (044)",2553,658,237,64,1597
"Sup. no Univ. Incompleta (045)",203,15,49,13,127
"Sup. no Univ. Completa (046)",322,22,169,34,102
"Sup. Univ. Incompleta (047)",110,10,27,5,68
"Sup. Univ. Completa (048)",226,6,145,15,60
"Mujeres (050)",9285,3162,1093,119,4915
"Sin Nivel (051)",1612,588,77,13,935
"Educación Inicial (052)",327,218,41,3,66
"Primaria (053)",4463,1597,295,45,2527
"Secundaria (054)",2083,704,256,32,1091
"Sup. no Univ. Incompleta (055)",168,20,49,3,96
"Sup. no Univ. Completa (056)",392,23,230,7,132
"Sup. Univ. Incompleta (057)",68,8,24,6,30
"Sup. Univ. Completa (058)",172,4,121,10,38
,,,,,
"RURAL (060)",26627,10060,755,357,15471
"Sin Nivel (061)",4543,1945,66,39,2493
"Educación Inicial (062)",834,665,20,10,140
"Primaria (063)",16423,5965,254,229,9988
"Secundaria (064)",4227,1433,125,41,2629
"Sup. no Univ. Incompleta (065)",110,11,27,4,68
"Sup. no Univ. Completa (066)",299,17,173,20,90
"Sup. Univ. Incompleta (067)",100,17,21,12,50
"Sup. Univ. Completa (068)",91,7,69,2,13
"Hombres (070)",14145,5016,405,185,8546
"Sin Nivel (071)",1862,905,34,18,905
"Educación Inicial (072)",430,344,10,4,73
"Primaria (073)",8988,2991,137,115,5750
"Secundaria (074)",2506,739,64,21,1683
"Sup. no Univ. Incompleta (075)",68,7,15,2,44
"Sup. no Univ. Completa (076)",162,11,93,13,45
"Sup. Univ. Incompleta (077)",75,16,10,10,39
"Sup. Univ. Completa (078)",54,3,42,2,7
"Mujeres (080)",12482,5044,350,172,6925
"Sin Nivel (081)",2681,1040,32,21,1588
"Educación Inicial (082)",404,321,10,6,67
"Primaria (083)",7435,2974,117,114,4238
"Secundaria (084)",1721,694,61,20,946
"Sup. no Univ. Incompleta (085)",42,4,12,2,24
"Sup. no Univ. Completa (086)",137,6,80,7,45
"Sup. Univ. Incompleta (087)",25,1,11,2,11
"Sup. Univ. Completa (088)",37,4,27,,6
